Id,Name,Type
4298,mitotane,Chemical Compound
4299,mitoxantrone,Chemical Compound
4300,mivacurium,Chemical Compound
4301,mizolastine,Chemical Compound
4302,mizoribine,Chemical Compound
4303,MJ-15,Chemical Compound
4304,MK-0354,Chemical Compound
4305,MK-0773,Chemical Compound
4306,MK-0812,Chemical Compound
4307,MK-0893,Chemical Compound
4308,WEE1,Gene
4309,MK-1775,Chemical Compound
4310,MK-2206,Chemical Compound
4311,MK-2295,Chemical Compound
4312,MK-2461,Chemical Compound
4313,MK-2894,Chemical Compound
4314,MK-3207,Chemical Compound
4315,MK-3697,Chemical Compound
4316,BRS3,Gene
4317,MK-5046,Chemical Compound
4318,NMBR,Gene
4319,MK-5108,Chemical Compound
4320,MK-571,Chemical Compound
4321,MK-6096,Chemical Compound
4322,MK-8033,Chemical Compound
4323,MK-8245,Chemical Compound
4324,MK-8745,Chemical Compound
4325,MAPKAPK2,Gene
4326,MK2-IN-1,Chemical Compound
4327,MLN0128,Chemical Compound
4328,MLN1117,Chemical Compound
4329,MLN8054,Chemical Compound
4330,ML10302,Chemical Compound
4331,ML141,Chemical Compound
4332,CLK4,Gene
4333,ML167,Chemical Compound
4334,NR5A2,Gene
4335,ML179,Chemical Compound
4336,ML193,Chemical Compound
4337,TRPC4,Gene
4338,ML204,Chemical Compound
4339,ML213,Chemical Compound
4340,ML218,Chemical Compound
4341,ML228,Chemical Compound
4342,ML277,Chemical Compound
4343,STK33,Gene
4344,ML281,Chemical Compound
4345,KCNJ3,Gene
4346,ML297,Chemical Compound
4347,ML298,Chemical Compound
4348,ML314,Chemical Compound
4349,USP1,Gene
4350,ML323,Chemical Compound
4351,KDM4A,Gene
4352,ML324,Chemical Compound
4353,ML3403,Chemical Compound
4354,ML347,Chemical Compound
4355,LYPLA1,Gene
4356,ML348,Chemical Compound
4357,ML365,Chemical Compound
4358,ML786,Chemical Compound
4359,ML9,Chemical Compound
4360,MM-11253,Chemical Compound
4361,MM77,Chemical Compound
4362,MN-64,Chemical Compound
4363,mocetinostat,Chemical Compound
4364,moclobemide,Chemical Compound
4365,moexipril,Chemical Compound
4366,mofegiline,Chemical Compound
4367,mofezolac,Chemical Compound
4368,molidustat,Chemical Compound
4369,molindone,Chemical Compound
4370,molsidomine,Chemical Compound
4371,mometasone,Chemical Compound
4372,mometasone-furoate,Chemical Compound
4373,monastrol,Chemical Compound
4374,monobenzone,Chemical Compound
4375,montelukast,Chemical Compound
4376,moracizine,Chemical Compound
4377,morin,Chemical Compound
4378,morinidazole,Chemical Compound
4379,mosapride,Chemical Compound
4380,motesanib,Chemical Compound
4381,motolimod,Chemical Compound
4382,moxifloxacin,Chemical Compound
4383,moxonidine,Chemical Compound
4384,mozavaptan,Chemical Compound
4385,MPEP,Chemical Compound
4386,TTK,Gene
4387,MPI-0479605,Chemical Compound
4388,Mps-BAY-2a,Chemical Compound
4389,Mps1-IN-1,Chemical Compound
4390,MR-948,Chemical Compound
4391,MRK-016,Chemical Compound
4392,MRK-560,Chemical Compound
4393,MRS-1220,Chemical Compound
4394,MRS-1334,Chemical Compound
4395,P2RY6,Gene
4396,MRS-2578,Chemical Compound
4397,MRS-3777,Chemical Compound
4398,MSX-122,Chemical Compound
4399,MTPG,Chemical Compound
4400,mubritinib,Chemical Compound
4401,muscimol,Chemical Compound
4402,MY-5445,Chemical Compound
4403,mycophenolate-mofetil,Chemical Compound
4404,mycophenolic-acid,Chemical Compound
4405,myricetin,Chemical Compound
4406,myricitrin,Chemical Compound
4407,M8-B,Chemical Compound
4408,B4GALT1,Gene
4409,N-acetyl-D-glucosamine,Chemical Compound
4410,B4GALT2,Gene
4411,B4GALT3,Gene
4412,B4GALT4,Gene
4413,NAGK,Gene
4414,NAGLU,Gene
4415,NAGPA,Gene
4416,RENBP,Gene
4417,N-alpha-methylhistamine-dihydrochloride,Chemical Compound
4418,NAB-2,Chemical Compound
4419,nabumetone,Chemical Compound
4420,AHCY,Gene
4421,nadide,Chemical Compound
4422,DHPS,Gene
4423,GALE,Gene
4424,nadolol,Chemical Compound
4425,NADPH,Chemical Compound
4426,nafadotride,Chemical Compound
4427,nafamostat,Chemical Compound
4428,C1R,Gene
4429,nafcillin,Chemical Compound
4430,naftopidil,Chemical Compound
4431,nalbuphine,Chemical Compound
4432,nalfurafine,Chemical Compound
4433,nalmefene,Chemical Compound
4434,naloxegol,Chemical Compound
4435,naloxone,Chemical Compound
4436,naloxone-benzoylhydrazone,Chemical Compound
4437,naltrexone,Chemical Compound
4438,naltriben,Chemical Compound
4439,naltrindole,Chemical Compound
4440,NAN-190,Chemical Compound
4441,napabucasin,Chemical Compound
4442,naphazoline,Chemical Compound
4443,naproxen,Chemical Compound
4444,naratriptan,Chemical Compound
4445,naringenin,Chemical Compound
4446,naringeninic-acid,Chemical Compound
4447,PTGR1,Gene
4448,SLCO1A2,Gene
4449,naringin,Chemical Compound
4450,NAS-181,Chemical Compound
4451,nastorazepide,Chemical Compound
4452,nateglinide,Chemical Compound
4453,NAV-26,Chemical Compound
4454,navarixin,Chemical Compound
4455,navitoclax,Chemical Compound
4456,NBI-27914,Chemical Compound
4457,NBI-74330-(+/-),Chemical Compound
4458,NBQX,Chemical Compound
4459,NCS-382,Chemical Compound
4460,SLC52A2,Gene
4461,C5AR1,Gene
4462,NDT-9513727,Chemical Compound
4463,NE-100,Chemical Compound
4464,nebivolol,Chemical Compound
4465,nebracetam,Chemical Compound
4466,NECA,Chemical Compound
4467,RIPK1,Gene
4468,necrostatin-1,Chemical Compound
4469,necrostatin-2,Chemical Compound
4470,nedocromil,Chemical Compound
4471,CYSLTR2,Gene
4472,nefazodone,Chemical Compound
4473,nefiracetam,Chemical Compound
4474,nelarabine,Chemical Compound
4475,nelfinavir,Chemical Compound
4476,nemonapride,Chemical Compound
4477,nemorubicin,Chemical Compound
4478,neomycin,Chemical Compound
4479,neostigmine,Chemical Compound
4480,nepafenac,Chemical Compound
4481,nepicastat,Chemical Compound
4482,neratinib,Chemical Compound
4483,neridronic-acid,Chemical Compound
4484,netupitant,Chemical Compound
4485,BMP2,Gene
4486,neuropathiazol,Chemical Compound
4487,LIF,Gene
4488,nevirapine,Chemical Compound
4489,nexturastat-A,Chemical Compound
4490,NFKB-activation-inhibitor-II,Chemical Compound
4491,NG-nitro-arginine,Chemical Compound
4492,NGB-2904,Chemical Compound
4493,NGD-94-1,Chemical Compound
4494,NGD-98-2,Chemical Compound
4495,NHI-2,Chemical Compound
4496,BRD1,Gene
4497,NI-57,Chemical Compound
4498,BRPF1,Gene
4499,BRPF3,Gene
4500,DGAT2,Gene
4501,niacin,Chemical Compound
4502,NNMT,Gene
4503,QPRT,Gene
4504,nialamide,Chemical Compound
4505,nicardipine,Chemical Compound
4506,nicergoline,Chemical Compound
4507,niclosamide,Chemical Compound
4508,nicorandil,Chemical Compound
4509,BST1,Gene
4510,nicotinamide,Chemical Compound
4511,SIRT5,Gene
4512,CHAT,Gene
4513,nicotine,Chemical Compound
4514,NIDA-41020,Chemical Compound
4515,nifedipine,Chemical Compound
4516,nifenalol,Chemical Compound
4517,niflumic-acid,Chemical Compound
4518,CLCNKA,Gene
4519,CLCNKB,Gene
4520,UGT1A9,Gene
4521,niguldipine-(S)-(+),Chemical Compound
4522,nilotinib,Chemical Compound
4523,nilutamide,Chemical Compound
4524,nilvadipine,Chemical Compound
4525,nimesulide,Chemical Compound
4526,nimodipine,Chemical Compound
4527,nintedanib,Chemical Compound
4528,niraparib,Chemical Compound
4529,nisoldipine,Chemical Compound
4530,nisoxetine,Chemical Compound
4531,nitecapone,Chemical Compound
4532,nitrendipine,Chemical Compound
4533,nitrocaramiphen,Chemical Compound
4534,nitroxoline,Chemical Compound
4535,nizatidine,Chemical Compound
4536,NFE2L2,Gene
4537,NK-252,Chemical Compound
4538,NKY-80,Chemical Compound
4539,NLG919,Chemical Compound
4540,NMDA,Chemical Compound
4541,NMS-1286937,Chemical Compound
4542,NMS-873,Chemical Compound
4543,NN-DNJ,Chemical Compound
4544,NNC-05-2090,Chemical Compound
4545,NNC-55-0396,Chemical Compound
4546,NNC-63-0532,Chemical Compound
4547,NNC-711,Chemical Compound
4548,NO-ASA,Chemical Compound
4549,nobiletin,Chemical Compound
4550,nocodazole,Chemical Compound
4551,nolatrexed,Chemical Compound
4552,nomegestrol-acetate,Chemical Compound
4553,nomifensine,Chemical Compound
4554,nonivamide,Chemical Compound
4555,nor-binaltorphimine,Chemical Compound
4556,norelgestromin,Chemical Compound
4557,norepinephrine,Chemical Compound
4558,norethindrone,Chemical Compound
4559,norethindrone-acetate,Chemical Compound
4560,noretynodrel,Chemical Compound
4561,norfloxacin,Chemical Compound
4562,norfluoxetine,Chemical Compound
4563,norgestimate,Chemical Compound
4564,norgestrel,Chemical Compound
4565,nortriptyline,Chemical Compound
4566,noscapine,Chemical Compound
4567,NOV-002,Chemical Compound
4568,NPC-15199,Chemical Compound
4569,NPPB,Chemical Compound
4570,CLCN7,Gene
4571,NPS-2143,Chemical Compound
4572,NPY-5RA972,Chemical Compound
4573,NQDI-1,Chemical Compound
4574,NS-018,Chemical Compound
4575,NS-11021,Chemical Compound
4576,NS-1643,Chemical Compound
4577,NS-19504,Chemical Compound
4578,NS-309,Chemical Compound
4579,NS-3623,Chemical Compound
4580,NS-3861,Chemical Compound
4581,NS-5806,Chemical Compound
4582,NS-8,Chemical Compound
4583,NS-8593,Chemical Compound
4584,NS-9283,Chemical Compound
4585,NSC-3852,Chemical Compound
4586,NSC-405020,Chemical Compound
4587,NSC-4644,Chemical Compound
4588,NSC-5844,Chemical Compound
4589,NSC-625987,Chemical Compound
4590,SENP2,Gene
4591,NSC-632839,Chemical Compound
4592,USP2,Gene
4593,USP7,Gene
4594,NSC-636819,Chemical Compound
4595,KDM4B,Gene
4596,CDC25A,Gene
4597,NSC-663284,Chemical Compound
4598,CDC25C,Gene
4599,UBE2N,Gene
4600,NSC-697923,Chemical Compound
4601,NSC-95397,Chemical Compound
4602,NSC-9965,Chemical Compound
4603,NTNCB,Chemical Compound
4604,NTRC-824,Chemical Compound
4605,nTZDpa,Chemical Compound
4606,NT157,Chemical Compound
4607,NU-1025,Chemical Compound
4608,NU-2058,Chemical Compound
4609,NU-6027,Chemical Compound
4610,NU-7026,Chemical Compound
4611,NU-7441,Chemical Compound
4612,nutlin-3,Chemical Compound
4613,NVP-ADW742,Chemical Compound
4614,NVP-AEW541,Chemical Compound
4615,NVP-AUY922,Chemical Compound
4616,NVP-BEZ235,Chemical Compound
4617,NVP-BGJ398,Chemical Compound
4618,EPHB4,Gene
4619,NVP-BHG712,Chemical Compound
4620,NVP-BSK805,Chemical Compound
4621,NVP-BVU972,Chemical Compound
4622,NVP-DPP728,Chemical Compound
4623,NVP-HSP990,Chemical Compound
4624,NVP-TAE226,Chemical Compound
4625,NVP-TAE684,Chemical Compound
4626,NVP-TNKS656,Chemical Compound
4627,CERK,Gene
4628,NVP-231,Chemical Compound
4629,NVS-PAK1-1,Chemical Compound
4630,N6-cyclopentyladenosine,Chemical Compound
4631,N6022,Chemical Compound
4632,O-acetyl-L-serine,Chemical Compound
4633,POU5F1,Gene
4634,OAC2,Chemical Compound
4635,obatoclax,Chemical Compound
4636,obeticholic-acid,Chemical Compound
4637,obidoxime,Chemical Compound
4638,ochromycinone,Chemical Compound
4639,ocinaplon,Chemical Compound
4640,octopamine,Chemical Compound
4641,SSTR2,Gene
4642,octreotide,Chemical Compound
4643,SSTR3,Gene
4644,SSTR5,Gene
4645,OC000459,Chemical Compound
4646,odanacatib,Chemical Compound
4647,ODQ,Chemical Compound
4648,OF-1,Chemical Compound
4649,OG-L002,Chemical Compound
4650,WDR5,Gene
4651,OICR-9429,Chemical Compound
4652,olanzapine,Chemical Compound
4653,olaparib,Chemical Compound
4654,OLDA,Chemical Compound
4655,oleamide,Chemical Compound
4656,oleanolic-acid,Chemical Compound
4657,oleoylethanolamide,Chemical Compound
4658,oleuropein,Chemical Compound
4659,ATP5A1,Gene
4660,oligomycin-A,Chemical Compound
4661,olmesartan,Chemical Compound
4662,olmesartan-medoxomil,Chemical Compound
4663,olmutinib,Chemical Compound
4664,olomoucine,Chemical Compound
4665,olopatadine,Chemical Compound
4666,S100A1,Gene
4667,S100A2,Gene
4668,olprinone,Chemical Compound
4669,IFNG,Gene
4670,olsalazine,Chemical Compound
4671,TPMT,Gene
4672,oltipraz,Chemical Compound
4673,olvanil,Chemical Compound
4674,omapatrilat,Chemical Compound
4675,omarigliptin,Chemical Compound
4676,OMDM-2,Chemical Compound
4677,MYBPC3,Gene
4678,omecamtiv-mecarbil,Chemical Compound
4679,omeprazole,Chemical Compound
4680,omeprazole-magnesium,Chemical Compound
4681,TNFSF10,Gene
4682,ONC201,Chemical Compound
4683,ondansetron,Chemical Compound
4684,ONO-AE3-208,Chemical Compound
4685,ONO-4059,Chemical Compound
4686,ONO-4817,Chemical Compound
4687,ONO-8130,Chemical Compound
4688,ON123300,Chemical Compound
4689,OPC-21268,Chemical Compound
4690,opicapone,Chemical Compound
4691,OR-486,Chemical Compound
4692,orantinib,Chemical Compound
4693,ORE1001,Chemical Compound
4694,ORG-12962,Chemical Compound
4695,ORG-25543,Chemical Compound
4696,ORG-27569,Chemical Compound
4697,ORG-9768,Chemical Compound
4698,oridonin,Chemical Compound
4699,orlistat,Chemical Compound
4700,DAGLA,Gene
4701,DAGLB,Gene
4702,LIPF,Gene
4703,ornithine,Chemical Compound
4704,orotic-acid,Chemical Compound
4705,orphanin-fq,Chemical Compound
4706,orteronel,Chemical Compound
4707,ORY-1001,Chemical Compound
4708,oseltamivir-phosphate,Chemical Compound
4709,NEU1,Gene
4710,NEU2,Gene
4711,osemozotan,Chemical Compound
4712,OSI-027,Chemical Compound
4713,OSI-420,Chemical Compound
4714,OSI-930,Chemical Compound
4715,osimertinib,Chemical Compound
4716,ospemifene,Chemical Compound
4717,ostarine,Chemical Compound
4718,OT-R-antagonist-1,Chemical Compound
4719,otamixaban,Chemical Compound
4720,otenzepad,Chemical Compound
4721,otilonium,Chemical Compound
4722,MELK,Gene
4723,OTS167,Chemical Compound
4724,OTX015,Chemical Compound
4725,ouabain,Chemical Compound
4726,OXA-06,Chemical Compound
4727,oxaprozin,Chemical Compound
4728,oxatomide,Chemical Compound
4729,oxcarbazepine,Chemical Compound
4730,OXF-BD-02,Chemical Compound
4731,oxfenicine,Chemical Compound
4732,CPT1B,Gene
4733,oxibendazole,Chemical Compound
4734,oxotremorine-M,Chemical Compound
4735,oxotremorine-sesquifumarate,Chemical Compound
4736,oxprenolol,Chemical Compound
4737,oxybenzone,Chemical Compound
4738,oxybuprocaine,Chemical Compound
4739,oxybutynin,Chemical Compound
4740,oxymetazoline,Chemical Compound
4741,oxyphenonium,Chemical Compound
4742,oxypurinol,Chemical Compound
4743,oxyquinoline,Chemical Compound
4744,oxytocin,Chemical Compound
4745,ozagrel,Chemical Compound
4746,ozanimod,Chemical Compound
4747,O4I1,Chemical Compound
4748,O6-benzylguanine,Chemical Compound
4749,PA-452,Chemical Compound
4750,PAC-1,Chemical Compound
4751,paclitaxel,Chemical Compound
4752,PACOCF3,Chemical Compound
4753,pacritinib,Chemical Compound
4754,palbociclib,Chemical Compound
4755,paliperidone,Chemical Compound
4756,palmatine-chloride,Chemical Compound
4757,palmitoylethanolamide,Chemical Compound
4758,palomid-529,Chemical Compound
4759,palonosetron,Chemical Compound
4760,palosuran,Chemical Compound
4761,palovarotene,Chemical Compound
4762,pamidronate,Chemical Compound
4763,pancuronium,Chemical Compound
4764,panobinostat,Chemical Compound
4765,pantoprazole,Chemical Compound
4766,PAOPA,Chemical Compound
4767,papaverine,Chemical Compound
4768,para-toluenesulfonamide,Chemical Compound
4769,paracetamol,Chemical Compound
4770,paramethadione,Chemical Compound
4771,parbendazole,Chemical Compound
4772,pardoprunox,Chemical Compound
4773,parecoxib,Chemical Compound
4774,pargyline,Chemical Compound
4775,paricalcitol,Chemical Compound
4776,paroxetine,Chemical Compound
4777,parthenolide-(-),Chemical Compound
4778,parthenolide-(alternate-stereo),Chemical Compound
4779,SSTR1,Gene
4780,pasireotide,Chemical Compound
4781,pazopanib,Chemical Compound
4782,ITK,Gene
4783,SH2B3,Gene
4784,PCA-4248,Chemical Compound
4785,PCI-24781,Chemical Compound
4786,PCI-29732,Chemical Compound
4787,PCI-34051,Chemical Compound
4788,PCO-400,Chemical Compound
4789,PD-0325901,Chemical Compound
4790,PD-102807,Chemical Compound
4791,PD-118057,Chemical Compound
4792,PD-123319,Chemical Compound
4793,PD-128907,Chemical Compound
4794,PD-153035,Chemical Compound
4795,PD-156707,Chemical Compound
4796,PD-158780,Chemical Compound
4797,PD-160170,Chemical Compound
4798,PD-161570,Chemical Compound
4799,PD-166285,Chemical Compound
4800,PKMYT1,Gene
4801,PD-166793,Chemical Compound
4802,PD-168077,Chemical Compound
4803,PD-168393,Chemical Compound
4804,PD-168568,Chemical Compound
4805,PD-173074,Chemical Compound
4806,PD-173212,Chemical Compound
4807,PD-184352,Chemical Compound
4808,PD-198306,Chemical Compound
4809,PD-407824,Chemical Compound
4810,PD-81723,Chemical Compound
4811,PD-98059,Chemical Compound
4812,PDE10-IN-1,Chemical Compound
4813,PDP-EA,Chemical Compound
4814,CD274,Gene
4815,PD1-PDL-inhibitor-1,Chemical Compound
4816,peficitinib,Chemical Compound
4817,pefloxacin,Chemical Compound
4818,pelanserin,Chemical Compound
4819,pelitinib,Chemical Compound
4820,ATIC,Gene
4821,pemetrexed,Chemical Compound
4822,pemirolast,Chemical Compound
4823,penbutolol,Chemical Compound
4824,penfluridol,Chemical Compound
4825,pentagastrin,Chemical Compound
4826,TRDMT1,Gene
4827,pentamidine,Chemical Compound
4828,pentolinium,Chemical Compound
4829,pentostatin,Chemical Compound
4830,pentoxifylline,Chemical Compound
4831,NT5E,Gene
4832,pepstatin,Chemical Compound
4833,CTSD,Gene
4834,peretinoin,Chemical Compound
4835,pergolide,Chemical Compound
4836,perhexiline,Chemical Compound
4837,perifosine,Chemical Compound
4838,perillyl-alcohol,Chemical Compound
4839,perindopril,Chemical Compound
4840,perindoprilat,Chemical Compound
4841,perospirone,Chemical Compound
4842,perphenazine,Chemical Compound
4843,perzinfotel,Chemical Compound
4844,PETCM,Chemical Compound
4845,pevonedistat,Chemical Compound
4846,UBA3,Gene
4847,pexidartinib,Chemical Compound
4848,pexmetinib,Chemical Compound
4849,PF-02545920,Chemical Compound
4850,PF-03049423,Chemical Compound
4851,PF-03758309,Chemical Compound
4852,PF-03814735,Chemical Compound
4853,PF-04217903,Chemical Compound
4854,PF-04418948,Chemical Compound
4855,PF-04447943,Chemical Compound
4856,PF-04457845,Chemical Compound
4857,PF-04620110,Chemical Compound
4858,PF-04691502,Chemical Compound
4859,PF-04885614,Chemical Compound
4860,PF-04937319,Chemical Compound
4861,PF-05190457,Chemical Compound
4862,PF-05212384,Chemical Compound
4863,PF-06447475,Chemical Compound
4864,PF-06463922,Chemical Compound
4865,FES,Gene
4866,PF-3274167,Chemical Compound
4867,PF-3845,Chemical Compound
4868,MBTPS1,Gene
4869,PF-429242,Chemical Compound
4870,PF-431396,Chemical Compound
4871,PF-4708671,Chemical Compound
4872,PF-477736,Chemical Compound
4873,PF-4800567,Chemical Compound
4874,PF-4981517,Chemical Compound
4875,PF-5274857,Chemical Compound
4876,PF-562271,Chemical Compound
4877,PF-573228,Chemical Compound
4878,PF-670462,Chemical Compound
4879,PF-750,Chemical Compound
4880,PF-8380,Chemical Compound
4881,PF-915275,Chemical Compound
4882,PFI-1,Chemical Compound
4883,PBRM1,Gene
4884,PFI-3,Chemical Compound
4885,SMARCA4,Gene
4886,PFI-4,Chemical Compound
4887,PFKFB3,Gene
4888,PFK-015,Chemical Compound
4889,PFK-158,Chemical Compound
4890,MAPK10,Gene
4891,PGL5001,Chemical Compound
4892,MAPK9,Gene
4893,PH-797804,Chemical Compound
4894,PHA-568487,Chemical Compound
4895,PHA-665752,Chemical Compound
4896,PHA-680632,Chemical Compound
4897,PHA-767491,Chemical Compound
4898,PHA-793887,Chemical Compound
4899,PHA-848125,Chemical Compound
4900,PHCCC,Chemical Compound
4901,phenacemide,Chemical Compound
4902,phenacetin,Chemical Compound
4903,phenazone,Chemical Compound
4904,phenazopyridine,Chemical Compound
4905,phenelzine,Chemical Compound
4906,AOC3,Gene
4907,phenethyl-isothiocyanate,Chemical Compound
4908,phenformin,Chemical Compound
4909,phenindamine,Chemical Compound
4910,phenindione,Chemical Compound
4911,pheniramine,Chemical Compound
4912,phenol,Chemical Compound
4913,phenolphthalein,Chemical Compound
4914,phenoxybenzamine,Chemical Compound
4915,phenprocoumon,Chemical Compound
4916,phenserine,Chemical Compound
4917,phentolamine,Chemical Compound
4918,phenylbutazone,Chemical Compound
4919,phenylbutyrate,Chemical Compound
4920,phenylephrine,Chemical Compound
4921,phenytoin,Chemical Compound
4922,PhiKan-083,Chemical Compound
4923,AQP9,Gene
4924,phloretin,Chemical Compound
4925,CLCN3,Gene
4926,phlorizin,Chemical Compound
4927,SLC5A11,Gene
4928,SLC5A3,Gene
4929,phortress,Chemical Compound
4930,PHP-501,Chemical Compound
4931,PHT-427,Chemical Compound
4932,PHTPP,Chemical Compound
4933,physostigmine,Chemical Compound
4934,phytonadione,Chemical Compound
4935,PI-103,Chemical Compound
4936,piboserod,Chemical Compound
4937,picartamide,Chemical Compound
4938,piceatannol,Chemical Compound
4939,ATP5B,Gene
4940,ATP5C1,Gene
4941,IRF3,Gene
4942,piclamilast,Chemical Compound
4943,picotamide,Chemical Compound
4944,picrotin,Chemical Compound
4945,picrotoxinin,Chemical Compound
4946,pidolic-acid,Chemical Compound
4947,AMY1A,Gene
4948,AMY2B,Gene
4949,HCRT,Gene
4950,IGLC1,Gene
4951,KRTAP5-2,Gene
4952,TFF2,Gene
4953,VEGFA,Gene
4954,pifithrin-alpha,Chemical Compound
4955,pifithrin-cyclic,Chemical Compound
4956,pifithrin-mu,Chemical Compound
4957,PIK-293,Chemical Compound
4958,PIK-294,Chemical Compound
4959,PIK-75,Chemical Compound
4960,PIK-93,Chemical Compound
4961,PIK3C3,Gene
4962,pilocarpine,Chemical Compound
4963,pilsicainide,Chemical Compound
4964,PIM-1-Inhibitor-2,Chemical Compound
4965,pimavanserin,Chemical Compound
4966,pimobendan,Chemical Compound
4967,pimozide,Chemical Compound
4968,pinacidil,Chemical Compound
4969,pinaverium,Chemical Compound
4970,pindolol,Chemical Compound
4971,pindolol-(-),Chemical Compound
4972,pinocembrin,Chemical Compound
4973,pioglitazone,Chemical Compound
4974,pipamperone,Chemical Compound
4975,pipecuronium,Chemical Compound
4976,pipenzolate,Chemical Compound
4977,piperazine,Chemical Compound
4978,piperidolate,Chemical Compound
4979,piperine,Chemical Compound
4980,pipotiazine,Chemical Compound
4981,pipotiazine-palmitate,Chemical Compound
4982,piracetam,Chemical Compound
4983,pirarubicin,Chemical Compound
4984,pirenperone,Chemical Compound
4985,pirenzepine,Chemical Compound
4986,piretanide,Chemical Compound
4987,FURIN,Gene
4988,pirfenidone,Chemical Compound
4989,piribedil,Chemical Compound
4990,piricapiron,Chemical Compound
4991,pirinixic-acid,Chemical Compound
4992,pirlindole,Chemical Compound
4993,piroxicam,Chemical Compound
4994,piroximone,Chemical Compound
4995,PIT,Chemical Compound
4996,pitavastatin,Chemical Compound
4997,pitolisant,Chemical Compound
4998,pivagabine,Chemical Compound
4999,CRHR2,Gene
5000,pivanex,Chemical Compound
5001,pixantrone,Chemical Compound
5002,pizotifen,Chemical Compound
5003,PI4KIII-beta-inhibitor-1,Chemical Compound
5004,EEF2,Gene
5005,PJ-34,Chemical Compound
5006,PARP15,Gene
5007,PK-THPP,Chemical Compound
5008,PK-11195,Chemical Compound
5009,PK-44,Chemical Compound
5010,PKI-166,Chemical Compound
5011,PKI-179,Chemical Compound
5012,ACKR3,Gene
5013,plerixafor,Chemical Compound
5014,plovamer-acetate,Chemical Compound
5015,YARS,Gene
5016,YARS2,Gene
5017,plurisin-1,Chemical Compound
5018,PLX4720,Chemical Compound
5019,PLX647,Chemical Compound
5020,PLX8394,Chemical Compound
5021,PMPA,Chemical Compound
5022,PNU-120596,Chemical Compound
5023,PNU-142633,Chemical Compound
5024,PNU-177864,Chemical Compound
5025,PNU-22394,Chemical Compound
5026,PNU-282987,Chemical Compound
5027,PNU-74654,Chemical Compound
5028,PNU-89843,Chemical Compound
5029,podophyllotoxin,Chemical Compound
5030,polydatin,Chemical Compound
5031,polyinosine,Chemical Compound
5032,polythiazide,Chemical Compound
5033,ponatinib,Chemical Compound
5034,ponesimod,Chemical Compound
5035,posaconazole,Chemical Compound
5036,potassium-canrenoate,Chemical Compound
5037,pozanicline,Chemical Compound
5038,poziotinib,Chemical Compound
5039,PP-1,Chemical Compound
5040,PP-121,Chemical Compound
5041,PP-2,Chemical Compound
5042,PPT,Chemical Compound
5043,PPY-A,Chemical Compound
5044,PP242,Chemical Compound
5045,PASK,Gene
5046,PQ-401,Chemical Compound
5047,practolol,Chemical Compound
5048,pralatrexate,Chemical Compound
5049,pralidoxime,Chemical Compound
5050,pralidoxime-chloride,Chemical Compound
5051,pramipexole,Chemical Compound
5052,pranidipine,Chemical Compound
5053,pranlukast,Chemical Compound
5054,IL5,Gene
5055,MUC2,Gene
5056,prasugrel,Chemical Compound
5057,pravadoline,Chemical Compound
5058,pravastatin,Chemical Compound
5059,prazosin,Chemical Compound
5060,PRE-084,Chemical Compound
5061,preclamol,Chemical Compound
5062,prednicarbate,Chemical Compound
5063,prednisolone,Chemical Compound
5064,prednisolone-acetate,Chemical Compound
5065,prednisolone-hemisuccinate,Chemical Compound
5066,prednisolone-sodium-phosphate,Chemical Compound
5067,prednisone,Chemical Compound
5068,pregnenolone,Chemical Compound
5069,pregnenolone-succinate,Chemical Compound
5070,preladenant,Chemical Compound
5071,pretomanid,Chemical Compound
5072,prilocaine,Chemical Compound
5073,PRIMA1,Chemical Compound
5074,primidone,Chemical Compound
5075,prinaberel,Chemical Compound
5076,priralfinamide,Chemical Compound
5077,proadifen,Chemical Compound
5078,probenecid,Chemical Compound
5079,SLC22A11,Gene
5080,SLCO1C1,Gene
5081,probucol,Chemical Compound
5082,procainamide,Chemical Compound
5083,procaine,Chemical Compound
5084,KCNMB1,Gene
5085,KCNMB2,Gene
5086,KCNMB3,Gene
5087,KCNMB4,Gene
5088,procaterol,Chemical Compound
5089,prochlorperazine,Chemical Compound
5090,profenamine,Chemical Compound
5091,proflavine-hemisulfate,Chemical Compound
5092,progesterone,Chemical Compound
5093,proglumetacin,Chemical Compound
5094,proglumide,Chemical Compound
5095,proguanil,Chemical Compound
5096,promazine,Chemical Compound
5097,promestriene,Chemical Compound
5098,promethazine,Chemical Compound
5099,propacetamol,Chemical Compound
5100,propafenone,Chemical Compound
5101,propagermanium,Chemical Compound
5102,propantheline,Chemical Compound
5103,propentofylline,Chemical Compound
5104,propidium-iodide,Chemical Compound
5105,propiverine,Chemical Compound
5106,propofol,Chemical Compound
5107,propranolol,Chemical Compound
5108,propranolol-(R),Chemical Compound
5109,propranolol-(S),Chemical Compound
5110,DIO1,Gene
5111,propylthiouracil,Chemical Compound
5112,proquazone,Chemical Compound
5113,TRHR,Gene
5114,protirelin,Chemical Compound
5115,protoporphyrin-IX,Chemical Compound
5116,protriptyline,Chemical Compound
5117,proxyfan,Chemical Compound
5118,proxymetacaine,Chemical Compound
5119,PRT062070,Chemical Compound
5120,PRT062607,Chemical Compound
5121,PRC1,Gene
5122,PRT4165,Chemical Compound
5123,prucalopride,Chemical Compound
5124,pruvanserin,Chemical Compound
5125,PRX-08066,Chemical Compound
5126,ENTPD3,Gene
5127,PSB-06126,Chemical Compound
5128,PSB-11,Chemical Compound
