Id,Name,Type,Property,VectorableProperty
405,Nuclei_Texture_Sumvariance_Mito_20_01,LipocyteProfiler_Feature,Mito,Nuclei Texture Sumvariance Mito 20 01
406,Cytoplasm_Texture_Variance_Mito_10_03,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Variance Mito 10 03
407,Cells_Texture_Sumvariance_Mito_10_02,LipocyteProfiler_Feature,Mito,Cells Texture Sumvariance Mito 10 02
408,Cells_Texture_Sumvariance_Mito_20_02,LipocyteProfiler_Feature,Mito,Cells Texture Sumvariance Mito 20 02
409,Nuclei_Texture_Sumvariance_Mito_5_02,LipocyteProfiler_Feature,Mito,Nuclei Texture Sumvariance Mito 5 02
410,Cells_Texture_Sumvariance_Mito_5_02,LipocyteProfiler_Feature,Mito,Cells Texture Sumvariance Mito 5 02
411,Nuclei_Texture_Contrast_Mito_5_01,LipocyteProfiler_Feature,Mito,Nuclei Texture Contrast Mito 5 01
412,Cytoplasm_Texture_Sumvariance_Mito_20_01,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Sumvariance Mito 20 01
413,Nuclei_Texture_Variance_Mito_10_02,LipocyteProfiler_Feature,Mito,Nuclei Texture Variance Mito 10 02
414,Cells_Texture_Contrast_Mito_5_03,LipocyteProfiler_Feature,Mito,Cells Texture Contrast Mito 5 03
415,Cytoplasm_Texture_Sumvariance_Mito_20_02,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Sumvariance Mito 20 02
416,Nuclei_Texture_Variance_Mito_10_03,LipocyteProfiler_Feature,Mito,Nuclei Texture Variance Mito 10 03
417,Cytoplasm_Texture_Sumvariance_Mito_5_01,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Sumvariance Mito 5 01
418,Nuclei_Texture_Variance_Mito_20_01,LipocyteProfiler_Feature,Mito,Nuclei Texture Variance Mito 20 01
419,Nuclei_Texture_Variance_Mito_5_02,LipocyteProfiler_Feature,Mito,Nuclei Texture Variance Mito 5 02
420,Cells_Texture_Contrast_Mito_5_00,LipocyteProfiler_Feature,Mito,Cells Texture Contrast Mito 5 00
421,Cytoplasm_Texture_Variance_Mito_20_02,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Variance Mito 20 02
422,Cytoplasm_Texture_Variance_Mito_20_03,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Variance Mito 20 03
423,Cells_Texture_Contrast_Mito_10_00,LipocyteProfiler_Feature,Mito,Cells Texture Contrast Mito 10 00
424,Nuclei_Texture_Sumvariance_Mito_5_03,LipocyteProfiler_Feature,Mito,Nuclei Texture Sumvariance Mito 5 03
425,Cytoplasm_Texture_Sumvariance_Mito_10_03,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Sumvariance Mito 10 03
426,Nuclei_Texture_Sumvariance_Mito_10_01,LipocyteProfiler_Feature,Mito,Nuclei Texture Sumvariance Mito 10 01
427,Cells_Texture_Variance_Mito_10_00,LipocyteProfiler_Feature,Mito,Cells Texture Variance Mito 10 00
428,Cells_Texture_Variance_Mito_10_02,LipocyteProfiler_Feature,Mito,Cells Texture Variance Mito 10 02
429,Nuclei_Texture_Variance_Mito_10_01,LipocyteProfiler_Feature,Mito,Nuclei Texture Variance Mito 10 01
430,Cells_Texture_Variance_Mito_10_03,LipocyteProfiler_Feature,Mito,Cells Texture Variance Mito 10 03
431,Cytoplasm_Texture_Sumvariance_Mito_20_03,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Sumvariance Mito 20 03
432,Nuclei_Texture_Variance_Mito_5_01,LipocyteProfiler_Feature,Mito,Nuclei Texture Variance Mito 5 01
433,Nuclei_Texture_Variance_Mito_5_00,LipocyteProfiler_Feature,Mito,Nuclei Texture Variance Mito 5 00
434,Cytoplasm_Texture_Sumvariance_Mito_5_03,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Sumvariance Mito 5 03
435,Cytoplasm_Texture_Sumvariance_Mito_10_02,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Sumvariance Mito 10 02
436,Cytoplasm_Texture_Variance_Mito_20_01,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Variance Mito 20 01
437,Nuclei_Texture_Contrast_Mito_5_00,LipocyteProfiler_Feature,Mito,Nuclei Texture Contrast Mito 5 00
438,Nuclei_Texture_Variance_Mito_10_00,LipocyteProfiler_Feature,Mito,Nuclei Texture Variance Mito 10 00
439,Nuclei_Texture_Variance_Mito_5_03,LipocyteProfiler_Feature,Mito,Nuclei Texture Variance Mito 5 03
440,Nuclei_Texture_Variance_Mito_20_00,LipocyteProfiler_Feature,Mito,Nuclei Texture Variance Mito 20 00
441,Cells_Texture_Variance_Mito_10_01,LipocyteProfiler_Feature,Mito,Cells Texture Variance Mito 10 01
442,Nuclei_Texture_Sumvariance_Mito_10_00,LipocyteProfiler_Feature,Mito,Nuclei Texture Sumvariance Mito 10 00
443,Cells_Texture_Contrast_Mito_5_01,LipocyteProfiler_Feature,Mito,Cells Texture Contrast Mito 5 01
444,Cells_Texture_Sumvariance_Mito_10_00,LipocyteProfiler_Feature,Mito,Cells Texture Sumvariance Mito 10 00
445,Nuclei_Texture_Contrast_Mito_20_03,LipocyteProfiler_Feature,Mito,Nuclei Texture Contrast Mito 20 03
446,Nuclei_Texture_Sumvariance_Mito_5_01,LipocyteProfiler_Feature,Mito,Nuclei Texture Sumvariance Mito 5 01
447,Cells_Texture_Contrast_Mito_5_02,LipocyteProfiler_Feature,Mito,Cells Texture Contrast Mito 5 02
448,Cytoplasm_Texture_Contrast_Mito_10_03,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Contrast Mito 10 03
449,Cells_Texture_Correlation_Bodipy_20_02,LipocyteProfiler_Feature,Lipid,Cells Texture Correlation Bodipy 20 02
450,Cells_Texture_Correlation_Bodipy_10_01,LipocyteProfiler_Feature,Lipid,Cells Texture Correlation Bodipy 10 01
451,Cells_Texture_Correlation_Bodipy_20_03,LipocyteProfiler_Feature,Lipid,Cells Texture Correlation Bodipy 20 03
452,Cells_Texture_Correlation_Bodipy_20_01,LipocyteProfiler_Feature,Lipid,Cells Texture Correlation Bodipy 20 01
453,Cells_Texture_Correlation_Bodipy_10_02,LipocyteProfiler_Feature,Lipid,Cells Texture Correlation Bodipy 10 02
454,Cells_Texture_Correlation_Bodipy_20_00,LipocyteProfiler_Feature,Lipid,Cells Texture Correlation Bodipy 20 00
455,Cells_Texture_Correlation_Bodipy_10_00,LipocyteProfiler_Feature,Lipid,Cells Texture Correlation Bodipy 10 00
456,Cells_Texture_Correlation_Bodipy_10_03,LipocyteProfiler_Feature,Lipid,Cells Texture Correlation Bodipy 10 03
457,Cells_Texture_Correlation_Bodipy_5_02,LipocyteProfiler_Feature,Lipid,Cells Texture Correlation Bodipy 5 02
458,Cells_Texture_Correlation_Bodipy_5_01,LipocyteProfiler_Feature,Lipid,Cells Texture Correlation Bodipy 5 01
459,Cells_Texture_Correlation_Bodipy_5_03,LipocyteProfiler_Feature,Lipid,Cells Texture Correlation Bodipy 5 03
460,Cells_Texture_Correlation_Bodipy_5_00,LipocyteProfiler_Feature,Lipid,Cells Texture Correlation Bodipy 5 00
461,Cytoplasm_Texture_Entropy_Bodipy_10_03,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Entropy Bodipy 10 03
462,Cytoplasm_Texture_Entropy_Bodipy_10_02,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Entropy Bodipy 10 02
463,Cytoplasm_Texture_Entropy_Bodipy_5_00,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Entropy Bodipy 5 00
464,Cells_Texture_Entropy_Bodipy_20_02,LipocyteProfiler_Feature,Lipid,Cells Texture Entropy Bodipy 20 02
465,Cells_Texture_Entropy_Bodipy_10_01,LipocyteProfiler_Feature,Lipid,Cells Texture Entropy Bodipy 10 01
466,Cytoplasm_Texture_Entropy_Bodipy_10_00,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Entropy Bodipy 10 00
467,Cells_Texture_Entropy_Bodipy_10_02,LipocyteProfiler_Feature,Lipid,Cells Texture Entropy Bodipy 10 02
468,Cells_Texture_Entropy_Bodipy_5_02,LipocyteProfiler_Feature,Lipid,Cells Texture Entropy Bodipy 5 02
469,Cytoplasm_Texture_Infomeas2_Bodipy_5_03,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Infomeas2 Bodipy 5 03
470,Cells_Texture_Entropy_Bodipy_20_01,LipocyteProfiler_Feature,Lipid,Cells Texture Entropy Bodipy 20 01
471,Cells_Texture_Entropy_Bodipy_5_03,LipocyteProfiler_Feature,Lipid,Cells Texture Entropy Bodipy 5 03
472,Cytoplasm_Texture_Entropy_Bodipy_10_01,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Entropy Bodipy 10 01
473,Cells_Texture_Entropy_Bodipy_5_01,LipocyteProfiler_Feature,Lipid,Cells Texture Entropy Bodipy 5 01
474,Cytoplasm_Texture_Infomeas2_Bodipy_5_02,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Infomeas2 Bodipy 5 02
475,Cytoplasm_Texture_Infomeas2_Bodipy_5_00,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Infomeas2 Bodipy 5 00
476,Cytoplasm_Texture_Entropy_Bodipy_5_02,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Entropy Bodipy 5 02
477,Cells_Texture_Sumentropy_Bodipy_10_00,LipocyteProfiler_Feature,Lipid,Cells Texture Sumentropy Bodipy 10 00
478,Cells_Texture_Entropy_Bodipy_10_03,LipocyteProfiler_Feature,Lipid,Cells Texture Entropy Bodipy 10 03
479,Cells_Texture_Sumentropy_Bodipy_10_01,LipocyteProfiler_Feature,Lipid,Cells Texture Sumentropy Bodipy 10 01
480,Cytoplasm_Texture_Entropy_Bodipy_20_03,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Entropy Bodipy 20 03
481,Cells_Texture_Differenceentropy_Bodipy_20_03,LipocyteProfiler_Feature,Lipid,Cells Texture Differenceentropy Bodipy 20 03
482,Cytoplasm_Texture_Sumentropy_Bodipy_20_01,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Sumentropy Bodipy 20 01
483,Cytoplasm_Texture_Infomeas2_Bodipy_20_02,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Infomeas2 Bodipy 20 02
484,Cytoplasm_Texture_Infomeas2_Bodipy_5_01,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Infomeas2 Bodipy 5 01
485,Cells_Texture_Entropy_Bodipy_20_00,LipocyteProfiler_Feature,Lipid,Cells Texture Entropy Bodipy 20 00
486,Cytoplasm_Texture_Differenceentropy_Bodipy_20_02,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Differenceentropy Bodipy 20 02
487,Cytoplasm_Texture_Differenceentropy_Bodipy_10_03,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Differenceentropy Bodipy 10 03
488,Cells_Texture_Entropy_Bodipy_10_00,LipocyteProfiler_Feature,Lipid,Cells Texture Entropy Bodipy 10 00
489,Cytoplasm_Texture_Entropy_Bodipy_5_01,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Entropy Bodipy 5 01
490,Cytoplasm_Texture_Infomeas2_Bodipy_10_02,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Infomeas2 Bodipy 10 02
491,Cytoplasm_Texture_Sumentropy_Bodipy_20_02,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Sumentropy Bodipy 20 02
492,Cytoplasm_Texture_Differenceentropy_Bodipy_10_01,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Differenceentropy Bodipy 10 01
493,Cytoplasm_Texture_Entropy_Bodipy_20_02,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Entropy Bodipy 20 02
494,Cytoplasm_Texture_Sumentropy_Bodipy_5_02,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Sumentropy Bodipy 5 02
495,Cytoplasm_Texture_Sumentropy_Bodipy_5_01,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Sumentropy Bodipy 5 01
496,Cytoplasm_Texture_Differenceentropy_Bodipy_20_00,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Differenceentropy Bodipy 20 00
497,Cytoplasm_Texture_Sumentropy_Bodipy_20_03,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Sumentropy Bodipy 20 03
498,Cytoplasm_Texture_Differenceentropy_Bodipy_20_01,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Differenceentropy Bodipy 20 01
499,Cytoplasm_Texture_Entropy_Bodipy_20_00,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Entropy Bodipy 20 00
500,Cytoplasm_Texture_Entropy_Bodipy_20_01,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Entropy Bodipy 20 01
501,Cells_Texture_Sumentropy_Bodipy_5_01,LipocyteProfiler_Feature,Lipid,Cells Texture Sumentropy Bodipy 5 01
502,Cells_Texture_Entropy_Bodipy_5_00,LipocyteProfiler_Feature,Lipid,Cells Texture Entropy Bodipy 5 00
503,Cells_Texture_Sumentropy_Bodipy_10_03,LipocyteProfiler_Feature,Lipid,Cells Texture Sumentropy Bodipy 10 03
504,Cytoplasm_Texture_Infomeas2_Bodipy_10_01,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Infomeas2 Bodipy 10 01
505,Cytoplasm_Texture_Sumentropy_Bodipy_10_03,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Sumentropy Bodipy 10 03
506,Cytoplasm_Texture_Differenceentropy_Bodipy_10_00,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Differenceentropy Bodipy 10 00
507,Cytoplasm_Texture_Infomeas2_Bodipy_20_01,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Infomeas2 Bodipy 20 01
508,Cytoplasm_Texture_Infomeas2_Bodipy_20_03,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Infomeas2 Bodipy 20 03
509,Cytoplasm_Texture_Sumentropy_Bodipy_5_03,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Sumentropy Bodipy 5 03
510,Cells_Texture_Differenceentropy_Bodipy_5_01,LipocyteProfiler_Feature,Lipid,Cells Texture Differenceentropy Bodipy 5 01
511,Cells_Texture_Differenceentropy_Bodipy_5_02,LipocyteProfiler_Feature,Lipid,Cells Texture Differenceentropy Bodipy 5 02
512,Cells_Texture_Differenceentropy_Bodipy_10_01,LipocyteProfiler_Feature,Lipid,Cells Texture Differenceentropy Bodipy 10 01
513,Cells_Texture_Differenceentropy_Bodipy_10_00,LipocyteProfiler_Feature,Lipid,Cells Texture Differenceentropy Bodipy 10 00
514,Cells_Texture_Entropy_Bodipy_20_03,LipocyteProfiler_Feature,Lipid,Cells Texture Entropy Bodipy 20 03
515,Cells_Texture_Differenceentropy_Bodipy_20_02,LipocyteProfiler_Feature,Lipid,Cells Texture Differenceentropy Bodipy 20 02
516,Cytoplasm_Texture_Infomeas2_Bodipy_10_03,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Infomeas2 Bodipy 10 03
517,Cytoplasm_Texture_Differenceentropy_Bodipy_5_00,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Differenceentropy Bodipy 5 00
518,Cytoplasm_Texture_Sumentropy_Bodipy_10_02,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Sumentropy Bodipy 10 02
519,Cytoplasm_Texture_Sumentropy_Bodipy_20_00,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Sumentropy Bodipy 20 00
520,Cells_Texture_Differenceentropy_Bodipy_5_00,LipocyteProfiler_Feature,Lipid,Cells Texture Differenceentropy Bodipy 5 00
521,Cytoplasm_Texture_Differenceentropy_Bodipy_10_02,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Differenceentropy Bodipy 10 02
522,Cells_Texture_Sumentropy_Bodipy_20_02,LipocyteProfiler_Feature,Lipid,Cells Texture Sumentropy Bodipy 20 02
523,Cytoplasm_Texture_Sumentropy_Bodipy_5_00,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Sumentropy Bodipy 5 00
524,Cells_Texture_Sumentropy_Bodipy_20_00,LipocyteProfiler_Feature,Lipid,Cells Texture Sumentropy Bodipy 20 00
525,Cells_Texture_Sumentropy_Bodipy_20_03,LipocyteProfiler_Feature,Lipid,Cells Texture Sumentropy Bodipy 20 03
526,Cytoplasm_Texture_Differenceentropy_Bodipy_20_03,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Differenceentropy Bodipy 20 03
527,Cells_Texture_Differenceentropy_Bodipy_20_01,LipocyteProfiler_Feature,Lipid,Cells Texture Differenceentropy Bodipy 20 01
528,Cytoplasm_Texture_Infomeas2_Bodipy_20_00,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Infomeas2 Bodipy 20 00
529,Cells_Texture_Differenceentropy_Bodipy_10_03,LipocyteProfiler_Feature,Lipid,Cells Texture Differenceentropy Bodipy 10 03
530,Cells_Texture_Sumentropy_Bodipy_10_02,LipocyteProfiler_Feature,Lipid,Cells Texture Sumentropy Bodipy 10 02
531,Cytoplasm_Texture_Sumentropy_Bodipy_10_01,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Sumentropy Bodipy 10 01
532,Cells_Texture_Sumentropy_Bodipy_5_02,LipocyteProfiler_Feature,Lipid,Cells Texture Sumentropy Bodipy 5 02
533,Cytoplasm_Texture_Sumentropy_Bodipy_10_00,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Sumentropy Bodipy 10 00
534,Cells_Texture_Sumentropy_Bodipy_20_01,LipocyteProfiler_Feature,Lipid,Cells Texture Sumentropy Bodipy 20 01
535,Cytoplasm_Texture_Differenceentropy_Bodipy_5_02,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Differenceentropy Bodipy 5 02
536,Cytoplasm_Texture_Entropy_Bodipy_5_03,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Entropy Bodipy 5 03
537,Cells_Texture_Differenceentropy_Bodipy_20_00,LipocyteProfiler_Feature,Lipid,Cells Texture Differenceentropy Bodipy 20 00
538,Cytoplasm_Texture_Differenceentropy_Bodipy_5_03,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Differenceentropy Bodipy 5 03
539,Cells_Texture_Sumentropy_Bodipy_5_00,LipocyteProfiler_Feature,Lipid,Cells Texture Sumentropy Bodipy 5 00
540,Cytoplasm_Texture_Infomeas2_Bodipy_10_00,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Infomeas2 Bodipy 10 00
541,Cells_Texture_Sumentropy_Bodipy_5_03,LipocyteProfiler_Feature,Lipid,Cells Texture Sumentropy Bodipy 5 03
542,Cells_Texture_Differenceentropy_Bodipy_10_02,LipocyteProfiler_Feature,Lipid,Cells Texture Differenceentropy Bodipy 10 02
543,Cytoplasm_Texture_Differenceentropy_Bodipy_5_01,LipocyteProfiler_Feature,Lipid,Cytoplasm Texture Differenceentropy Bodipy 5 01
544,Cells_Texture_Differenceentropy_Bodipy_5_03,LipocyteProfiler_Feature,Lipid,Cells Texture Differenceentropy Bodipy 5 03
545,Cells_Texture_Differenceentropy_Dna_5_00,LipocyteProfiler_Feature,DNA,Cells Texture Differenceentropy Dna 5 00
546,Cells_Texture_Differenceentropy_Dna_20_01,LipocyteProfiler_Feature,DNA,Cells Texture Differenceentropy Dna 20 01
547,Cells_Texture_Differenceentropy_Dna_20_00,LipocyteProfiler_Feature,DNA,Cells Texture Differenceentropy Dna 20 00
548,Cells_Texture_Differenceentropy_Dna_5_03,LipocyteProfiler_Feature,DNA,Cells Texture Differenceentropy Dna 5 03
549,Cells_Texture_Differenceentropy_Dna_5_01,LipocyteProfiler_Feature,DNA,Cells Texture Differenceentropy Dna 5 01
550,Cells_Texture_Differenceentropy_Dna_20_02,LipocyteProfiler_Feature,DNA,Cells Texture Differenceentropy Dna 20 02
551,Cells_Texture_Differenceentropy_Dna_5_02,LipocyteProfiler_Feature,DNA,Cells Texture Differenceentropy Dna 5 02
552,Cells_Texture_Differenceentropy_Dna_20_03,LipocyteProfiler_Feature,DNA,Cells Texture Differenceentropy Dna 20 03
553,Cells_Texture_Sumentropy_Dna_20_00,LipocyteProfiler_Feature,DNA,Cells Texture Sumentropy Dna 20 00
554,Cells_Texture_Differenceentropy_Dna_10_03,LipocyteProfiler_Feature,DNA,Cells Texture Differenceentropy Dna 10 03
555,Cells_Texture_Differenceentropy_Dna_10_02,LipocyteProfiler_Feature,DNA,Cells Texture Differenceentropy Dna 10 02
556,Cells_Texture_Sumentropy_Dna_20_01,LipocyteProfiler_Feature,DNA,Cells Texture Sumentropy Dna 20 01
557,Cells_Texture_Sumentropy_Dna_20_02,LipocyteProfiler_Feature,DNA,Cells Texture Sumentropy Dna 20 02
558,Cells_Texture_Differenceentropy_Dna_10_00,LipocyteProfiler_Feature,DNA,Cells Texture Differenceentropy Dna 10 00
559,Cells_Texture_Differenceentropy_Dna_10_01,LipocyteProfiler_Feature,DNA,Cells Texture Differenceentropy Dna 10 01
560,Cells_Texture_Sumentropy_Dna_20_03,LipocyteProfiler_Feature,DNA,Cells Texture Sumentropy Dna 20 03
561,Cells_Texture_Differenceentropy_Mito_10_03,LipocyteProfiler_Feature,Mito,Cells Texture Differenceentropy Mito 10 03
562,Cells_Texture_Differenceentropy_Mito_5_00,LipocyteProfiler_Feature,Mito,Cells Texture Differenceentropy Mito 5 00
563,Cytoplasm_Texture_Differenceentropy_Mito_10_03,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Differenceentropy Mito 10 03
564,Nuclei_Texture_Differenceentropy_Mito_5_03,LipocyteProfiler_Feature,Mito,Nuclei Texture Differenceentropy Mito 5 03
565,Nuclei_Texture_Inversedifferencemoment_Mito_5_02,LipocyteProfiler_Feature,Mito,Nuclei Texture Inversedifferencemoment Mito 5 02
566,Cells_Texture_Differenceentropy_Mito_10_00,LipocyteProfiler_Feature,Mito,Cells Texture Differenceentropy Mito 10 00
567,Cells_Texture_Differenceentropy_Mito_20_03,LipocyteProfiler_Feature,Mito,Cells Texture Differenceentropy Mito 20 03
568,Cells_Texture_Differenceentropy_Mito_20_02,LipocyteProfiler_Feature,Mito,Cells Texture Differenceentropy Mito 20 02
569,Nuclei_Texture_Sumentropy_Mito_5_02,LipocyteProfiler_Feature,Mito,Nuclei Texture Sumentropy Mito 5 02
570,Cytoplasm_Texture_Differenceentropy_Mito_10_02,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Differenceentropy Mito 10 02
571,Cells_Texture_Differenceentropy_Mito_10_02,LipocyteProfiler_Feature,Mito,Cells Texture Differenceentropy Mito 10 02
572,Cytoplasm_Texture_Differenceentropy_Mito_10_01,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Differenceentropy Mito 10 01
573,Cells_Texture_Differenceentropy_Mito_5_03,LipocyteProfiler_Feature,Mito,Cells Texture Differenceentropy Mito 5 03
574,Nuclei_Texture_Inversedifferencemoment_Mito_5_00,LipocyteProfiler_Feature,Mito,Nuclei Texture Inversedifferencemoment Mito 5 00
575,Cytoplasm_Texture_Entropy_Mito_5_01,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Entropy Mito 5 01
576,Cells_Texture_Differenceentropy_Mito_10_01,LipocyteProfiler_Feature,Mito,Cells Texture Differenceentropy Mito 10 01
577,Cytoplasm_Texture_Differenceentropy_Mito_5_01,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Differenceentropy Mito 5 01
578,Cytoplasm_Texture_Differenceentropy_Mito_5_02,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Differenceentropy Mito 5 02
579,Nuclei_Texture_Differenceentropy_Mito_5_02,LipocyteProfiler_Feature,Mito,Nuclei Texture Differenceentropy Mito 5 02
580,Cells_Texture_Differenceentropy_Mito_20_00,LipocyteProfiler_Feature,Mito,Cells Texture Differenceentropy Mito 20 00
581,Nuclei_Texture_Sumentropy_Mito_5_03,LipocyteProfiler_Feature,Mito,Nuclei Texture Sumentropy Mito 5 03
582,Nuclei_Texture_Differenceentropy_Mito_5_00,LipocyteProfiler_Feature,Mito,Nuclei Texture Differenceentropy Mito 5 00
583,Nuclei_Texture_Entropy_Mito_10_00,LipocyteProfiler_Feature,Mito,Nuclei Texture Entropy Mito 10 00
584,Cells_Texture_Differenceentropy_Mito_5_01,LipocyteProfiler_Feature,Mito,Cells Texture Differenceentropy Mito 5 01
585,Cells_Texture_Differenceentropy_Mito_20_01,LipocyteProfiler_Feature,Mito,Cells Texture Differenceentropy Mito 20 01
586,Nuclei_Texture_Entropy_Mito_10_03,LipocyteProfiler_Feature,Mito,Nuclei Texture Entropy Mito 10 03
587,Nuclei_Texture_Differenceentropy_Mito_10_03,LipocyteProfiler_Feature,Mito,Nuclei Texture Differenceentropy Mito 10 03
588,Cells_Texture_Entropy_Mito_5_00,LipocyteProfiler_Feature,Mito,Cells Texture Entropy Mito 5 00
589,Cytoplasm_Texture_Differenceentropy_Mito_10_00,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Differenceentropy Mito 10 00
590,Nuclei_Texture_Sumentropy_Mito_10_03,LipocyteProfiler_Feature,Mito,Nuclei Texture Sumentropy Mito 10 03
591,Cells_Texture_Entropy_Mito_10_00,LipocyteProfiler_Feature,Mito,Cells Texture Entropy Mito 10 00
592,Cytoplasm_Texture_Differenceentropy_Mito_5_03,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Differenceentropy Mito 5 03
593,Nuclei_Texture_Sumentropy_Mito_5_01,LipocyteProfiler_Feature,Mito,Nuclei Texture Sumentropy Mito 5 01
594,Cytoplasm_Texture_Entropy_Mito_5_03,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Entropy Mito 5 03
595,Cells_Texture_Differenceentropy_Mito_5_02,LipocyteProfiler_Feature,Mito,Cells Texture Differenceentropy Mito 5 02
596,Nuclei_Texture_Entropy_Mito_10_02,LipocyteProfiler_Feature,Mito,Nuclei Texture Entropy Mito 10 02
597,Nuclei_Texture_Differenceentropy_Mito_10_00,LipocyteProfiler_Feature,Mito,Nuclei Texture Differenceentropy Mito 10 00
598,Nuclei_Texture_Entropy_Mito_5_02,LipocyteProfiler_Feature,Mito,Nuclei Texture Entropy Mito 5 02
599,Nuclei_Texture_Differenceentropy_Mito_10_02,LipocyteProfiler_Feature,Mito,Nuclei Texture Differenceentropy Mito 10 02
600,Nuclei_Texture_Differenceentropy_Mito_10_01,LipocyteProfiler_Feature,Mito,Nuclei Texture Differenceentropy Mito 10 01
601,Nuclei_Texture_Differenceentropy_Mito_5_01,LipocyteProfiler_Feature,Mito,Nuclei Texture Differenceentropy Mito 5 01
602,Cytoplasm_Texture_Sumentropy_Mito_5_01,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Sumentropy Mito 5 01
603,Cytoplasm_Texture_Entropy_Mito_5_02,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Entropy Mito 5 02
604,Cytoplasm_Texture_Sumentropy_Mito_5_03,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Sumentropy Mito 5 03
605,Nuclei_Texture_Entropy_Mito_10_01,LipocyteProfiler_Feature,Mito,Nuclei Texture Entropy Mito 10 01
606,Nuclei_Texture_Sumentropy_Mito_5_00,LipocyteProfiler_Feature,Mito,Nuclei Texture Sumentropy Mito 5 00
607,Cytoplasm_Texture_Differenceentropy_Mito_5_00,LipocyteProfiler_Feature,Mito,Cytoplasm Texture Differenceentropy Mito 5 00
608,Nuclei_Texture_Entropy_Mito_5_03,LipocyteProfiler_Feature,Mito,Nuclei Texture Entropy Mito 5 03
609,Nuclei_Texture_Sumentropy_Mito_10_01,LipocyteProfiler_Feature,Mito,Nuclei Texture Sumentropy Mito 10 01
