FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase
1,1829,histamine receptor antagonist,MoA,Preclinical
4,1829,histamine receptor antagonist,MoA,Preclinical
100,1829,histamine receptor antagonist,MoA,Preclinical
623,1829,histamine receptor antagonist,MoA,Preclinical
77,1829,histamine receptor antagonist,MoA,Preclinical
156,1830,glutamate receptor potentiator,MoA,Preclinical
157,1830,glutamate receptor potentiator,MoA,Preclinical
45,1831,adrenergic receptor agonist,MoA,Preclinical
1256,1834,glutamate receptor agonist,MoA,Preclinical
1835,1834,glutamate receptor agonist,MoA,Preclinical
1836,1834,glutamate receptor agonist,MoA,Preclinical
651,1834,glutamate receptor agonist,MoA,Preclinical
1837,1834,glutamate receptor agonist,MoA,Preclinical
881,1838,nitric oxide stimulant,MoA,Phase 1
14,1839,serotonin receptor agonist,MoA,Phase 2
14,1840,serotonin receptor agonist,MoA,Withdrawn
77,1840,serotonin receptor agonist,MoA,Withdrawn
490,1840,serotonin receptor agonist,MoA,Withdrawn
617,1840,serotonin receptor agonist,MoA,Withdrawn
1824,1844,constitutive androstane receptor (CAR) agonist,MoA,Preclinical
255,1847,coagulation factor inhibitor,MoA,Preclinical
1848,1847,coagulation factor inhibitor,MoA,Preclinical
270,1847,coagulation factor inhibitor,MoA,Preclinical
1849,1847,coagulation factor inhibitor,MoA,Preclinical
1850,1847,coagulation factor inhibitor,MoA,Preclinical
190,1847,coagulation factor inhibitor,MoA,Preclinical
1851,1847,coagulation factor inhibitor,MoA,Preclinical
1852,1847,coagulation factor inhibitor,MoA,Preclinical
1853,1847,coagulation factor inhibitor,MoA,Preclinical
1000,1847,coagulation factor inhibitor,MoA,Preclinical
1854,1847,coagulation factor inhibitor,MoA,Preclinical
1855,1847,coagulation factor inhibitor,MoA,Preclinical
1856,1847,coagulation factor inhibitor,MoA,Preclinical
1857,1847,coagulation factor inhibitor,MoA,Preclinical
1858,1847,coagulation factor inhibitor,MoA,Preclinical
1859,1847,coagulation factor inhibitor,MoA,Preclinical
1509,1847,coagulation factor inhibitor,MoA,Preclinical
23,1847,coagulation factor inhibitor,MoA,Preclinical
580,1847,coagulation factor inhibitor,MoA,Preclinical
1860,1847,coagulation factor inhibitor,MoA,Preclinical
1861,1847,coagulation factor inhibitor,MoA,Preclinical
1862,1847,coagulation factor inhibitor,MoA,Preclinical
1054,1847,coagulation factor inhibitor,MoA,Preclinical
1863,1847,coagulation factor inhibitor,MoA,Preclinical
1864,1847,coagulation factor inhibitor,MoA,Preclinical
490,1865,serotonin receptor agonist,MoA,Preclinical
1866,1867,actin related protein inhibitor,MoA,Preclinical
1868,1867,actin related protein inhibitor,MoA,Preclinical
1869,1867,actin related protein inhibitor,MoA,Preclinical
1870,1867,actin related protein inhibitor,MoA,Preclinical
1871,1867,actin related protein inhibitor,MoA,Preclinical
1872,1867,actin related protein inhibitor,MoA,Preclinical
1873,1867,actin related protein inhibitor,MoA,Preclinical
369,1874,NFkB pathway inhibitor,MoA,Phase 1
1875,1874,NFkB pathway inhibitor,MoA,Phase 1
1876,1877,casein kinase inhibitor,MoA,Preclinical
79,1878,benzodiazepine receptor agonist,MoA,Phase 1
140,1878,benzodiazepine receptor agonist,MoA,Phase 1
141,1878,benzodiazepine receptor agonist,MoA,Phase 1
142,1878,benzodiazepine receptor agonist,MoA,Phase 1
145,1878,benzodiazepine receptor agonist,MoA,Phase 1
149,1878,benzodiazepine receptor agonist,MoA,Phase 1
510,1895,chelating agent,MoA,Withdrawn
97,1896,histamine receptor antagonist,MoA,Preclinical
99,1896,histamine receptor antagonist,MoA,Preclinical
100,1896,histamine receptor antagonist,MoA,Preclinical
623,1896,histamine receptor antagonist,MoA,Preclinical
852,1908,potassium channel blocker,MoA,Phase 2
879,1908,potassium channel blocker,MoA,Phase 2
569,1919,monoamine oxidase inhibitor,MoA,Phase 2
796,1924,potassium channel activator,MoA,Preclinical
567,1926,adrenergic receptor agonist,MoA,Phase 2
1927,1926,adrenergic receptor agonist,MoA,Phase 2
1928,1926,adrenergic receptor agonist,MoA,Phase 2
1929,1926,adrenergic receptor agonist,MoA,Phase 2
86,1930,p38 MAPK inhibitor,MoA,Preclinical
405,1930,p38 MAPK inhibitor,MoA,Preclinical
665,1931,glutamate receptor antagonist,MoA,Phase 1
663,1931,glutamate receptor antagonist,MoA,Phase 1
667,1931,glutamate receptor antagonist,MoA,Phase 1
668,1931,glutamate receptor antagonist,MoA,Phase 1
346,1932,EGFR inhibitor,MoA,Preclinical
134,1933,Bruton's tyrosine kinase (BTK) inhibitor,MoA,Preclinical
155,1934,glutamate receptor antagonist,MoA,Preclinical
447,1935,sodium channel blocker,MoA,Phase 1
450,1935,sodium channel blocker,MoA,Phase 1
2077,2078,adenylyl cyclase activator,MoA,Phase 2
2079,2078,adenylyl cyclase activator,MoA,Phase 2
979,2080,beta-secretase inhibitor,MoA,Preclinical
781,2081,DNA dependent protein kinase inhibitor,MoA,Preclinical
1526,2081,DNA dependent protein kinase inhibitor,MoA,Preclinical
521,2088,cannabinoid receptor inverse agonist,MoA,Preclinical
202,2089,PKC inhibitor|protein tyrosine kinase inhibitor,MoA,Phase 2
1280,2089,PKC inhibitor|protein tyrosine kinase inhibitor,MoA,Phase 2
202,2090,mineralocorticoid receptor agonist,MoA,Preclinical
2091,2090,mineralocorticoid receptor agonist,MoA,Preclinical
1545,2090,mineralocorticoid receptor agonist,MoA,Preclinical
696,2094,androgen receptor antagonist,MoA,Phase 3
2095,2096,MAPK-interacting kinase inhibitor,MoA,Preclinical
2095,2097,MAPK-interacting kinase inhibitor,MoA,Preclinical
293,2100,glycogen phosphorylase inhibitor,MoA,Preclinical
850,2101,potassium channel blocker,MoA,Preclinical
728,2102,corticotropin releasing factor receptor antagonist,MoA,Phase 1
766,2103,matrix metalloprotease inhibitor,MoA,Preclinical
767,2103,matrix metalloprotease inhibitor,MoA,Preclinical
1112,2103,matrix metalloprotease inhibitor,MoA,Preclinical
1826,2103,matrix metalloprotease inhibitor,MoA,Preclinical
84,2103,matrix metalloprotease inhibitor,MoA,Preclinical
683,2104,cholesteryl ester transfer protein inhibitor,MoA,Phase 1
1266,2105,acetyl-CoA carboxylase inhibitor,MoA,Preclinical
267,2105,acetyl-CoA carboxylase inhibitor,MoA,Preclinical
129,2106,PDGFR tyrosine kinase receptor inhibitor,MoA,Preclinical
130,2106,PDGFR tyrosine kinase receptor inhibitor,MoA,Preclinical
131,2106,PDGFR tyrosine kinase receptor inhibitor,MoA,Preclinical
348,2107,EGFR inhibitor|protein tyrosine kinase inhibitor,MoA,Phase 2
1218,2108,PPAR receptor agonist,MoA,Preclinical
293,2109,glycogen phosphorylase inhibitor,MoA,Preclinical
11,2110,serotonin receptor agonist,MoA,Preclinical
12,2111,serotonin receptor agonist,MoA,Preclinical
519,2112,cannabinoid receptor antagonist,MoA,Phase 3
28,2113,tachykinin antagonist,MoA,Phase 2
2114,2115,carboxypeptidase inhibitor,MoA,Preclinical
2116,2115,carboxypeptidase inhibitor,MoA,Preclinical
2117,2118,glutamate receptor antagonist,MoA,Preclinical
836,2119,bromodomain inhibitor,MoA,Phase 2
672,2120,tumor necrosis factor release inhibitor,MoA,Phase 2
2121,2122,histone lysine methyltransferase inhibitor,MoA,Preclinical
836,2123,bromodomain inhibitor,MoA,Preclinical
2121,2124,histone lysine methyltransferase inhibitor,MoA,Preclinical
2065,2125,pyruvate dehydrogenase inhibitor,MoA,Phase 3
153,2126,glutamate receptor antagonist,MoA,Phase 2
154,2126,glutamate receptor antagonist,MoA,Phase 2
155,2126,glutamate receptor antagonist,MoA,Phase 2
156,2126,glutamate receptor antagonist,MoA,Phase 2
157,2126,glutamate receptor antagonist,MoA,Phase 2
1509,2127,macrophage migration inhibiting factor inhibitor,MoA,Preclinical
126,2135,PDGFR tyrosine kinase receptor inhibitor,MoA,Phase 3
128,2135,PDGFR tyrosine kinase receptor inhibitor,MoA,Phase 3
129,2135,PDGFR tyrosine kinase receptor inhibitor,MoA,Phase 3
130,2135,PDGFR tyrosine kinase receptor inhibitor,MoA,Phase 3
131,2135,PDGFR tyrosine kinase receptor inhibitor,MoA,Phase 3
2139,2140,MTH1 inhibitor,MoA,Preclinical
227,2145,acetylcholinesterase inhibitor|STAT inhibitor,MoA,Preclinical
2146,2147,CDK inhibitor,MoA,Preclinical
620,2148,dopamine receptor agonist,MoA,Preclinical
287,2149,fructose biphosphate inhibitor,MoA,Phase 2
1263,2150,integrin antagonist,MoA,Phase 2
160,2151,glutamate receptor antagonist,MoA,Preclinical
766,2152,metalloproteinase inhibitor,MoA,Phase 2
767,2152,metalloproteinase inhibitor,MoA,Phase 2
1112,2152,metalloproteinase inhibitor,MoA,Phase 2
1826,2152,metalloproteinase inhibitor,MoA,Phase 2
84,2152,metalloproteinase inhibitor,MoA,Phase 2
979,2153,beta-secretase inhibitor,MoA,Phase 1
2154,2155,toll-like receptor inhibitor,MoA,Preclinical
2156,2157,toll-like receptor agonist,MoA,Preclinical
2158,2157,toll-like receptor agonist,MoA,Preclinical
346,2159,EGFR inhibitor,MoA,Phase 1
348,2159,EGFR inhibitor,MoA,Phase 1
1018,2160,apoptosis inhibitor,MoA,Phase 1
249,2161,PI3K inhibitor,MoA,Phase 2
2162,2161,PI3K inhibitor,MoA,Phase 2
944,2163,smoothened receptor antagonist,MoA,Phase 1
2164,2163,smoothened receptor antagonist,MoA,Phase 1
1335,2163,smoothened receptor antagonist,MoA,Phase 1
1196,2165,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor,MoA,Launched
185,2165,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor,MoA,Launched
186,2165,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor,MoA,Launched
187,2165,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor,MoA,Launched
188,2165,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor,MoA,Launched
190,2165,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor,MoA,Launched
1616,2165,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor,MoA,Launched
1617,2165,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor,MoA,Launched
75,2165,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor,MoA,Launched
421,2165,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor,MoA,Launched
2166,2165,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor,MoA,Launched
2167,2165,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor,MoA,Launched
767,2165,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor,MoA,Launched
84,2165,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor,MoA,Launched
598,2165,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor,MoA,Launched
174,2165,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor,MoA,Launched
171,2165,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor,MoA,Launched
457,2165,cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor,MoA,Launched
969,2168,JAK inhibitor,MoA,Phase 1
369,2168,JAK inhibitor,MoA,Phase 1
370,2168,JAK inhibitor,MoA,Phase 1
633,2169,sigma receptor agonist,MoA,Phase 2
275,2170,adenosine receptor agonist,MoA,Preclinical
426,2171,aldehyde dehydrogenase inhibitor,MoA,Phase 1
52,2172,PKA activator,MoA,Preclinical
2173,2174,casein kinase inhibitor,MoA,Phase 1/Phase 2
2175,2174,casein kinase inhibitor,MoA,Phase 1/Phase 2
2176,2174,casein kinase inhibitor,MoA,Phase 1/Phase 2
2177,2174,casein kinase inhibitor,MoA,Phase 1/Phase 2
165,2181,adrenergic receptor antagonist,MoA,Phase 2
11,2181,adrenergic receptor antagonist,MoA,Phase 2
13,2181,adrenergic receptor antagonist,MoA,Phase 2
719,2187,protein synthesis inhibitor,MoA,Preclinical
1222,2192,ATPase inhibitor,MoA,Preclinical
452,2205,Aurora kinase inhibitor,MoA,Phase 1
563,2205,Aurora kinase inhibitor,MoA,Phase 1
244,2205,Aurora kinase inhibitor,MoA,Phase 1
2206,2207,sphingosine 1-phosphate receptor agonist,MoA,Preclinical
2206,2208,sphingosine 1-phosphate receptor antagonist,MoA,Preclinical
2209,2210,neuropeptide receptor antagonist,MoA,Preclinical
2211,2212,sphingosine 1-phosphate receptor agonist,MoA,Preclinical
2213,2214,sphingosine 1-phosphate receptor agonist,MoA,Preclinical
2215,2216,sphingosine 1-phosphate receptor agonist,MoA,Preclinical
114,2222,tubulin polymerization inhibitor,MoA,Phase 2
2228,2229,microtubule inhibitor,MoA,Phase 2
969,2230,JAK inhibitor,MoA,Phase 3
369,2230,JAK inhibitor,MoA,Phase 3
370,2230,JAK inhibitor,MoA,Phase 3
5,2231,dopamine receptor agonist,MoA,Phase 2
2232,2233,leucine rich repeat kinase inhibitor,MoA,Preclinical
476,2234,PI3K inhibitor,MoA,Preclinical
2242,2243,toll-like receptor inhibitor,MoA,Preclinical
2167,2244,histone acetyltransferase inhibitor,MoA,Preclinical
2246,2247,enkephalinase inhibitor,MoA,Preclinical
2248,2247,enkephalinase inhibitor,MoA,Preclinical
219,2247,enkephalinase inhibitor,MoA,Preclinical
690,2249,glutamate receptor agonist,MoA,Launched
153,2249,glutamate receptor agonist,MoA,Launched
154,2249,glutamate receptor agonist,MoA,Launched
155,2249,glutamate receptor agonist,MoA,Launched
156,2249,glutamate receptor agonist,MoA,Launched
157,2249,glutamate receptor agonist,MoA,Launched
2250,2249,glutamate receptor agonist,MoA,Launched
2251,2252,TGF beta receptor inhibitor,MoA,Preclinical
2253,2252,TGF beta receptor inhibitor,MoA,Preclinical
2254,2252,TGF beta receptor inhibitor,MoA,Preclinical
114,2255,microtubule inhibitor,MoA,Preclinical
2256,2257,benzodiazepine receptor agonist,MoA,Preclinical
247,2267,HDAC inhibitor,MoA,Phase 1
249,2267,HDAC inhibitor,MoA,Phase 1
250,2267,HDAC inhibitor,MoA,Phase 1
1145,2267,HDAC inhibitor,MoA,Phase 1
1146,2267,HDAC inhibitor,MoA,Phase 1
251,2267,HDAC inhibitor,MoA,Phase 1
1147,2267,HDAC inhibitor,MoA,Phase 1
252,2267,HDAC inhibitor,MoA,Phase 1
1148,2267,HDAC inhibitor,MoA,Phase 1
346,2268,EGFR inhibitor,MoA,Launched
348,2268,EGFR inhibitor,MoA,Launched
349,2268,EGFR inhibitor,MoA,Launched
2271,2272,estrogen receptor agonist,MoA,Phase 2
2273,2272,estrogen receptor agonist,MoA,Phase 2
356,2272,estrogen receptor agonist,MoA,Phase 2
1744,2272,estrogen receptor agonist,MoA,Phase 2
426,2274,antioxidant,MoA,Phase 1
511,2275,opioid receptor agonist,MoA,Phase 2
683,2277,cholesteryl ester transfer protein inhibitor,MoA,Phase 3
1917,2309,thromboxane receptor antagonist,MoA,Phase 3
2310,2311,KDM2A inhibitor,MoA,Preclinical
2312,2311,KDM2A inhibitor,MoA,Preclinical
2313,2311,KDM2A inhibitor,MoA,Preclinical
1011,2316,CC chemokine receptor antagonist,MoA,Phase 2
452,2318,Aurora kinase inhibitor|growth factor receptor inhibitor,MoA,Phase 2
563,2318,Aurora kinase inhibitor|growth factor receptor inhibitor,MoA,Phase 2
564,2318,Aurora kinase inhibitor|growth factor receptor inhibitor,MoA,Phase 2
1008,2318,Aurora kinase inhibitor|growth factor receptor inhibitor,MoA,Phase 2
631,2318,Aurora kinase inhibitor|growth factor receptor inhibitor,MoA,Phase 2
741,2318,Aurora kinase inhibitor|growth factor receptor inhibitor,MoA,Phase 2
2319,2318,Aurora kinase inhibitor|growth factor receptor inhibitor,MoA,Phase 2
421,2322,non-nucleoside reverse transcriptase inhibitor,MoA,Phase 3
1938,2322,non-nucleoside reverse transcriptase inhibitor,MoA,Phase 3
2324,2325,hypoxia inducible factor inhibitor,MoA,Phase 3
2327,2328,phospholipase inhibitor,MoA,Phase 3
200,2329,PPAR receptor antagonist,MoA,Phase 2
238,2333,endothelin receptor antagonist,MoA,Phase 3
75,2340,acetylcholine receptor antagonist,MoA,Preclinical
2342,2343,thromboxane synthase inhibitor,MoA,Phase 2
2342,2344,thromboxane synthase inhibitor,MoA,Phase 2
678,2345,ATPase inhibitor,MoA,Preclinical
469,2346,dipeptidyl peptidase inhibitor,MoA,Phase 1
483,2347,free fatty acid receptor antagonist,MoA,Preclinical
129,2348,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor,MoA,Phase 1
130,2348,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor,MoA,Phase 1
2349,2350,potassium channel activator,MoA,Preclinical
2351,2350,potassium channel activator,MoA,Preclinical
853,2350,potassium channel activator,MoA,Preclinical
1846,2352,chloride channel blocker|gap junction modulator|glutamate inhibitor,MoA,Preclinical
2353,2354,discoidin domain receptor inhibitor,MoA,Preclinical
2355,2354,discoidin domain receptor inhibitor,MoA,Preclinical
370,2358,JAK inhibitor,MoA,Phase 2/Phase 3
2360,2361,focal adhesion kinase inhibitor,MoA,Phase 2
781,2366,mTOR inhibitor,MoA,Phase 3
205,2368,acetylcholinesterase inhibitor,MoA,Phase 3
1345,2373,proteasome inhibitor,MoA,Phase 1/Phase 2
472,2373,proteasome inhibitor,MoA,Phase 1/Phase 2
421,2373,proteasome inhibitor,MoA,Phase 1/Phase 2
1038,2373,proteasome inhibitor,MoA,Phase 1/Phase 2
1087,2377,membrane permeability inhibitor,MoA,Phase 2
477,2378,HMGCR inhibitor,MoA,Phase 1
2379,2380,phosphodiesterase inhibitor,MoA,Preclinical
1545,2383,progestogen hormone,MoA,Preclinical
45,2384,adrenergic receptor agonist|dopamine receptor agonist,MoA,Preclinical
6,2384,adrenergic receptor agonist|dopamine receptor agonist,MoA,Preclinical
7,2384,adrenergic receptor agonist|dopamine receptor agonist,MoA,Preclinical
97,2385,histamine receptor antagonist,MoA,Preclinical
16,2400,acetylcholine receptor agonist,MoA,Phase 2
423,2406,mineralocorticoid receptor agonist,MoA,Preclinical
1545,2406,mineralocorticoid receptor agonist,MoA,Preclinical
205,2407,acetylcholinesterase inhibitor|monoamine oxidase inhibitor,MoA,Phase 1
752,2413,membrane integrity inhibitor,MoA,Preclinical
2414,2413,membrane integrity inhibitor,MoA,Preclinical
1836,2413,membrane integrity inhibitor,MoA,Preclinical
651,2413,membrane integrity inhibitor,MoA,Preclinical
1837,2413,membrane integrity inhibitor,MoA,Preclinical
2287,2413,membrane integrity inhibitor,MoA,Preclinical
789,2413,membrane integrity inhibitor,MoA,Preclinical
289,2413,membrane integrity inhibitor,MoA,Preclinical
52,2413,membrane integrity inhibitor,MoA,Preclinical
360,2413,membrane integrity inhibitor,MoA,Preclinical
293,2413,membrane integrity inhibitor,MoA,Preclinical
262,2413,membrane integrity inhibitor,MoA,Preclinical
2415,2413,membrane integrity inhibitor,MoA,Preclinical
2416,2413,membrane integrity inhibitor,MoA,Preclinical
2250,2413,membrane integrity inhibitor,MoA,Preclinical
2417,2413,membrane integrity inhibitor,MoA,Preclinical
2418,2413,membrane integrity inhibitor,MoA,Preclinical
1183,2421,CCK receptor antagonist,MoA,Phase 3
277,2423,calmodulin antagonist,MoA,Phase 2
160,2434,glutamate receptor agonist,MoA,Preclinical
1220,2435,PPAR receptor inverse agonist,MoA,Preclinical
388,2436,melatonin receptor antagonist,MoA,Preclinical
323,2438,adenosine kinase inhibitor,MoA,Phase 1
324,2438,adenosine kinase inhibitor,MoA,Phase 1
116,2439,estrogen receptor agonist,MoA,Preclinical
6,2445,dopamine reuptake inhibitor,MoA,Phase 3
569,2445,dopamine reuptake inhibitor,MoA,Phase 3
1248,2445,dopamine reuptake inhibitor,MoA,Phase 3
354,2455,estrogen receptor agonist,MoA,Withdrawn
116,2455,estrogen receptor agonist,MoA,Withdrawn
2273,2455,estrogen receptor agonist,MoA,Withdrawn
356,2455,estrogen receptor agonist,MoA,Withdrawn
463,2459,ATPase inhibitor,MoA,Preclinical
174,2462,prostanoid receptor agonist,MoA,Phase 2
171,2462,prostanoid receptor agonist,MoA,Phase 2
6,2463,dopamine receptor agonist,MoA,Phase 2
7,2463,dopamine receptor agonist,MoA,Phase 2
8,2463,dopamine receptor agonist,MoA,Phase 2
9,2463,dopamine receptor agonist,MoA,Phase 2
10,2463,dopamine receptor agonist,MoA,Phase 2
2117,2467,glutamate receptor agonist,MoA,Preclinical
160,2467,glutamate receptor agonist,MoA,Preclinical
99,2472,histamine receptor agonist,MoA,Preclinical
100,2472,histamine receptor agonist,MoA,Preclinical
623,2472,histamine receptor agonist,MoA,Preclinical
97,2476,acetylcholine receptor antagonist,MoA,Preclinical
575,2480,angiotensin converting enzyme activator,MoA,Phase 3
917,2480,angiotensin converting enzyme activator,MoA,Phase 3
1537,2480,angiotensin converting enzyme activator,MoA,Phase 3
512,2482,CDK inhibitor,MoA,Phase 3
371,2482,CDK inhibitor,MoA,Phase 3
514,2482,CDK inhibitor,MoA,Phase 3
517,2482,CDK inhibitor,MoA,Phase 3
493,2484,prostanoid receptor agonist,MoA,Withdrawn
495,2484,prostanoid receptor agonist,MoA,Withdrawn
496,2484,prostanoid receptor agonist,MoA,Withdrawn
497,2484,prostanoid receptor agonist,MoA,Withdrawn
392,2484,prostanoid receptor agonist,MoA,Withdrawn
971,2484,prostanoid receptor agonist,MoA,Withdrawn
394,2484,prostanoid receptor agonist,MoA,Withdrawn
395,2484,prostanoid receptor agonist,MoA,Withdrawn
396,2484,prostanoid receptor agonist,MoA,Withdrawn
498,2484,prostanoid receptor agonist,MoA,Withdrawn
1254,2484,prostanoid receptor agonist,MoA,Withdrawn
1917,2484,prostanoid receptor agonist,MoA,Withdrawn
550,2485,apoptosis stimulant,MoA,Preclinical
598,2491,nitric oxide synthase inhibitor,MoA,Preclinical
881,2491,nitric oxide synthase inhibitor,MoA,Preclinical
160,2493,glutamate receptor negative allosteric modulator,MoA,Phase 2
11,2494,dopamine reuptake inhibitor|serotonin reuptake inhibitor,MoA,Launched
14,2494,dopamine reuptake inhibitor|serotonin reuptake inhibitor,MoA,Launched
16,2494,dopamine reuptake inhibitor|serotonin reuptake inhibitor,MoA,Launched
185,2504,immunostimulant,MoA,Phase 3
188,2504,immunostimulant,MoA,Phase 3
190,2504,immunostimulant,MoA,Phase 3
153,2505,sigma receptor agonist,MoA,Preclinical
154,2505,sigma receptor agonist,MoA,Preclinical
155,2505,sigma receptor agonist,MoA,Preclinical
633,2505,sigma receptor agonist,MoA,Preclinical
153,2506,glutamate receptor antagonist,MoA,Preclinical
154,2506,glutamate receptor antagonist,MoA,Preclinical
155,2506,glutamate receptor antagonist,MoA,Preclinical
156,2506,glutamate receptor antagonist,MoA,Preclinical
157,2506,glutamate receptor antagonist,MoA,Preclinical
43,2507,adrenergic receptor agonist,MoA,Preclinical
160,2508,glutamate receptor modulator,MoA,Preclinical
303,2509,ALK tyrosine kinase receptor inhibitor,MoA,Preclinical
244,2510,VEGFR inhibitor,MoA,Preclinical
1663,2511,elastase inhibitor,MoA,Phase 2
665,2512,glutamate receptor antagonist,MoA,Preclinical
663,2512,glutamate receptor antagonist,MoA,Preclinical
906,2512,glutamate receptor antagonist,MoA,Preclinical
153,2512,glutamate receptor antagonist,MoA,Preclinical
154,2512,glutamate receptor antagonist,MoA,Preclinical
155,2512,glutamate receptor antagonist,MoA,Preclinical
403,2514,lipoxygenase inhibitor,MoA,Phase 2
483,2519,PPAR receptor agonist,MoA,Launched
174,2519,PPAR receptor agonist,MoA,Launched
171,2519,PPAR receptor agonist,MoA,Launched
296,2523,MRP inhibitor|P glycoprotein inhibitor,MoA,Phase 3
879,2524,potassium channel blocker,MoA,Withdrawn
617,2524,potassium channel blocker,MoA,Withdrawn
2525,2524,potassium channel blocker,MoA,Withdrawn
797,2524,potassium channel blocker,MoA,Withdrawn
114,2527,tubulin polymerization inhibitor,MoA,Phase 2
11,2532,serotonin receptor agonist,MoA,Phase 2
12,2532,serotonin receptor agonist,MoA,Phase 2
13,2532,serotonin receptor agonist,MoA,Phase 2
488,2532,serotonin receptor agonist,MoA,Phase 2
489,2532,serotonin receptor agonist,MoA,Phase 2
14,2532,serotonin receptor agonist,MoA,Phase 2
17,2532,serotonin receptor agonist,MoA,Phase 2
624,2532,serotonin receptor agonist,MoA,Phase 2
553,2534,p38 MAPK inhibitor,MoA,Phase 2
555,2534,p38 MAPK inhibitor,MoA,Phase 2
556,2534,p38 MAPK inhibitor,MoA,Phase 2
405,2534,p38 MAPK inhibitor,MoA,Phase 2
303,2536,AMPK inhibitor,MoA,Preclinical
2537,2536,AMPK inhibitor,MoA,Preclinical
2538,2536,AMPK inhibitor,MoA,Preclinical
2336,2536,AMPK inhibitor,MoA,Preclinical
856,2536,AMPK inhibitor,MoA,Preclinical
939,2536,AMPK inhibitor,MoA,Preclinical
128,2536,AMPK inhibitor,MoA,Preclinical
244,2536,AMPK inhibitor,MoA,Preclinical
1283,2536,AMPK inhibitor,MoA,Preclinical
1703,2536,AMPK inhibitor,MoA,Preclinical
290,2536,AMPK inhibitor,MoA,Preclinical
1224,2536,AMPK inhibitor,MoA,Preclinical
1054,2536,AMPK inhibitor,MoA,Preclinical
126,2541,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
346,2541,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
1008,2541,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
350,2541,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
351,2541,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
939,2541,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
128,2541,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
940,2541,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
1672,2541,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
244,2541,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
129,2541,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,MoA,Phase 3
