Id,Name,Type,VectorableProperty
40966,Marginal zone lymphoma or rheumatoid arthritis,Phenotype,Marginal zone lymphoma or rheumatoid arthritis
40967,Marginal zone lymphoma or systemic lupus erythematosus,Phenotype,Marginal zone lymphoma or systemic lupus erythematosus
40968,Prepulse inhibition of the startle response,Phenotype,Prepulse inhibition of the startle response
40969,Degraded stimulus continuous performance test score,Phenotype,Degraded stimulus continuous performance test score
40970,Spatial processing,Phenotype,Spatial processing
40971,California verbal learning test score,Phenotype,California verbal learning test score
40972,Antisaccade task score,Phenotype,Antisaccade task score
40973,Neuroblastoma or malignant cutaneous melanoma,Phenotype,Neuroblastoma or malignant cutaneous melanoma
40990,Suicide,Phenotype,Suicide
40991,Numerical cognitive ability,Phenotype,Numerical cognitive ability
40992,Figural/spatial cognitive ability,Phenotype,Figural/spatial cognitive ability
40993,Tendinopathy,Phenotype,Tendinopathy
40994,Ankle-brachial index,Phenotype,Ankle-brachial index
40995,Peripheral artery disease (borderline),Phenotype,Peripheral artery disease (borderline)
41004,Number of decayed-- missing and filled tooth surfaces or use of dentures,Phenotype,Number of decayed-- missing and filled tooth surfaces or use of dentures
41005,Dentures,Phenotype,Dentures
41006,Nicotine dependence symptom count,Phenotype,Nicotine dependence symptom count
41030,White matter microstructure (radial diusivities),Phenotype,White matter microstructure (radial diusivities)
41031,Spontaneous adipocyte lipolysis,Phenotype,Spontaneous adipocyte lipolysis
41032,Stimulated adipocyte lipolysis,Phenotype,Stimulated adipocyte lipolysis
41033,Cortical surface area,Phenotype,Cortical surface area
41034,White matter microstructure (mode of anisotropy),Phenotype,White matter microstructure (mode of anisotropy)
41035,Modic changes,Phenotype,Modic changes
41036,Frequency of relapse in mepolizumab-treated eosinophilic granulomatosis with polyangiitis,Phenotype,Frequency of relapse in mepolizumab-treated eosinophilic granulomatosis with polyangiitis
41037,Average oral glucocorticoid dose in mepolizumab-treated eosinophilic granulomatosis with polyangiitis,Phenotype,Average oral glucocorticoid dose in mepolizumab-treated eosinophilic granulomatosis with polyangiitis
41052,Pelvic organ prolapse,Phenotype,Pelvic organ prolapse
41053,Follicle stimulating hormone levels,Phenotype,Follicle stimulating hormone levels
41054,Follicle stimulating hormone in healthy women,Phenotype,Follicle stimulating hormone in healthy women
41055,Luteinizing hormone levels in healthy women,Phenotype,Luteinizing hormone levels in healthy women
41056,White matter microstructure (fractional anisotropy),Phenotype,White matter microstructure (fractional anisotropy)
41057,White matter microstructure (axial diusivities),Phenotype,White matter microstructure (axial diusivities)
41058,Behcet's disease,Phenotype,Behcet's disease
41062,Erythrocyte methylated 6-mercaptopurine metabolite concentration in 6-mercaptopurine-treated acute lymphoblastic leukaemia,Phenotype,Erythrocyte methylated 6-mercaptopurine metabolite concentration in 6-mercaptopurine-treated acute lymphoblastic leukaemia
41063,DNA-incorporated thioguanine levels in 6-mercaptopurine-treated acute lymphoblastic leukaemia,Phenotype,DNA-incorporated thioguanine levels in 6-mercaptopurine-treated acute lymphoblastic leukaemia
41064,Erythrocyte thioguanine concentration in 6-mercaptopurine-treated acute lymphoblastic leukaemia,Phenotype,Erythrocyte thioguanine concentration in 6-mercaptopurine-treated acute lymphoblastic leukaemia
41065,Breast cancer (estrogen-receptor positive),Phenotype,Breast cancer (estrogen-receptor positive)
41074,Lean mass index,Phenotype,Lean mass index
41076,Cortical thickness,Phenotype,Cortical thickness
41077,Ocular sarcoidosis,Phenotype,Ocular sarcoidosis
41078,Brown vs. black hair color,Phenotype,Brown vs. black hair color
41079,Factor VIII levels,Phenotype,Factor VIII levels
41080,vWF levels,Phenotype,vWF levels
41081,Automobile speeding propensity,Phenotype,Automobile speeding propensity
41082,Alcohol consumption (drinks per week),Phenotype,Alcohol consumption (drinks per week)
41083,Fat-free mass,Phenotype,Fat-free mass
41084,Smoking status (ever vs never smokers),Phenotype,Smoking status (ever vs never smokers)
41085,Risk-taking tendency (4-domain principal component model),Phenotype,Risk-taking tendency (4-domain principal component model)
41086,General risk tolerance (MTAG),Phenotype,General risk tolerance (MTAG)
41087,Brain region volumes,Phenotype,Brain region volumes
41088,Vertical cup-disc ratio (adjusted for vertical disc diameter),Phenotype,Vertical cup-disc ratio (adjusted for vertical disc diameter)
41089,Vertical cup-disc ratio (multi-trait analysis),Phenotype,Vertical cup-disc ratio (multi-trait analysis)
41090,Intraocular pressure,Phenotype,Intraocular pressure
41091,HDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df),Phenotype,HDL cholesterol levels x alcohol consumption (drinkers vs non-drinkers) interaction (2df)
41092,Gut microbiota (alpha diversity),Phenotype,Gut microbiota (alpha diversity)
41093,Accommodative esotropia,Phenotype,Accommodative esotropia
41094,Amblyopia,Phenotype,Amblyopia
41104,Early cardiac repolarization,Phenotype,Early cardiac repolarization
41106,Moderate-to-late spontaneous preterm birth,Phenotype,Moderate-to-late spontaneous preterm birth
41107,Spontaneous preterm birth with premature rupture of membranes,Phenotype,Spontaneous preterm birth with premature rupture of membranes
41108,Spontaneous preterm birth without premature rupture of membranes,Phenotype,Spontaneous preterm birth without premature rupture of membranes
41109,Uterine fibroids,Phenotype,Uterine fibroids
41110,Subpleural-predominant interstitial lung abnormalities,Phenotype,Subpleural-predominant interstitial lung abnormalities
41111,Interstitial lung abnormalities,Phenotype,Interstitial lung abnormalities
41112,Adventurousness,Phenotype,Adventurousness
41113,Thoracic aortic calcification levels,Phenotype,Thoracic aortic calcification levels
41114,Cocaine use disorder x household tobacco use interaction,Phenotype,Cocaine use disorder x household tobacco use interaction
41116,Apolipoprotein B levels,Phenotype,Apolipoprotein B levels
41117,OTU97_108 (Phascolarctobacterium) abundance,Phenotype,OTU97_108 (Phascolarctobacterium) abundance
41119,OTU97_117 (Ruminococcus) abundance,Phenotype,OTU97_117 (Ruminococcus) abundance
41120,OTU97_101 (Sutterella) abundance,Phenotype,OTU97_101 (Sutterella) abundance
41122,OTU97_17 (Parabacteroides) abundance,Phenotype,OTU97_17 (Parabacteroides) abundance
41125,OTU97_150 (Bacteroides) abundance,Phenotype,OTU97_150 (Bacteroides) abundance
41127,OTU97_126 (Prevotella) abundance,Phenotype,OTU97_126 (Prevotella) abundance
41129,Age at adiposity rebound,Phenotype,Age at adiposity rebound
41130,C_Clostridia abundance,Phenotype,C_Clostridia abundance
41132,F_Lachnospiraceae abundance,Phenotype,F_Lachnospiraceae abundance
41134,Heart failure,Phenotype,Heart failure
41135,OTU97_23 (Faecalibacterium) abundance,Phenotype,OTU97_23 (Faecalibacterium) abundance
41137,G_Bacteroidetes abundance,Phenotype,G_Bacteroidetes abundance
41139,G_Barnesiella abundance,Phenotype,G_Barnesiella abundance
41141,OTU97_51 (Barnesiella) abundance,Phenotype,OTU97_51 (Barnesiella) abundance
41142,OTU97_354 (Alloprevotella) abundance,Phenotype,OTU97_354 (Alloprevotella) abundance
41144,OTU97_39 (Proteobacteria) abundance,Phenotype,OTU97_39 (Proteobacteria) abundance
41147,OTU99_34 (Holdemanella) abundance,Phenotype,OTU99_34 (Holdemanella) abundance
41150,OTU99_40 (Proteobacteria) abundance,Phenotype,OTU99_40 (Proteobacteria) abundance
41151,OTU99_45 (Faecalibacterium) abundance,Phenotype,OTU99_45 (Faecalibacterium) abundance
41153,OTU99_54 (Holdemanella) abundance,Phenotype,OTU99_54 (Holdemanella) abundance
41155,Type 2 diabetes (adjusted for BMI),Phenotype,Type 2 diabetes (adjusted for BMI)
41156,G_Parasutterella abundance,Phenotype,G_Parasutterella abundance
41158,Anxiety,Phenotype,Anxiety
41159,G_Ruminococcus abundance,Phenotype,G_Ruminococcus abundance
41161,O_Clostridiales abundance,Phenotype,O_Clostridiales abundance
41162,G_Prevotella abundance,Phenotype,G_Prevotella abundance
41164,G_Sutterella abundance,Phenotype,G_Sutterella abundance
41166,OTU99_2 (Bacteroides) prevalence,Phenotype,OTU99_2 (Bacteroides) prevalence
41168,OTU99_23 (Faecalibacterium) prevalence,Phenotype,OTU99_23 (Faecalibacterium) prevalence
41170,OTU99_40 (Proteobacteria) prevalence,Phenotype,OTU99_40 (Proteobacteria) prevalence
41172,OTU99_45 (Faecalibacterium) prevalence,Phenotype,OTU99_45 (Faecalibacterium) prevalence
41174,OTU99_39 (Alphaproteobacteria) prevalence,Phenotype,OTU99_39 (Alphaproteobacteria) prevalence
41176,OTU99_558 (Bacteroidales) prevalence,Phenotype,OTU99_558 (Bacteroidales) prevalence
41178,OTU99_47 (Prevotella) prevalence,Phenotype,OTU99_47 (Prevotella) prevalence
41180,TestASV_12 (Bacteroides) prevalence,Phenotype,TestASV_12 (Bacteroides) prevalence
41182,TestASV_14 (Lachnospiraceae) prevalence,Phenotype,TestASV_14 (Lachnospiraceae) prevalence
41184,OTU99_65 (Sutterellaceae) prevalence,Phenotype,OTU99_65 (Sutterellaceae) prevalence
41186,Gamma glutamyl transferase levels in excessive alcohol consumption,Phenotype,Gamma glutamyl transferase levels in excessive alcohol consumption
41187,Alanine aminotransferase levels in excessive alcohol consumption,Phenotype,Alanine aminotransferase levels in excessive alcohol consumption
41188,Erectile dysfunction,Phenotype,Erectile dysfunction
41189,Gamma glutamyl transferase levels in low alcohol consumption,Phenotype,Gamma glutamyl transferase levels in low alcohol consumption
41190,Hepatitis C (spontaneous viral clearance),Phenotype,Hepatitis C (spontaneous viral clearance)
41191,Number of sexual partners,Phenotype,Number of sexual partners
41192,TestASV_15 (Bacteroides) prevalence,Phenotype,TestASV_15 (Bacteroides) prevalence
41194,Crohn's disease (time to progression),Phenotype,Crohn's disease (time to progression)
41195,Crohn's disease (time to first abdominal surgery),Phenotype,Crohn's disease (time to first abdominal surgery)
41196,Intracranial volume,Phenotype,Intracranial volume
41197,Attention deficit hyperactivity disorder or intracranial volume (pleiotropy),Phenotype,Attention deficit hyperactivity disorder or intracranial volume (pleiotropy)
41205,Peak expiratory flow,Phenotype,Peak expiratory flow
41206,Hemoglobin,Phenotype,Hemoglobin
41212,FEV1,Phenotype,FEV1
41213,Serum urea levels,Phenotype,Serum urea levels
41214,Morningness,Phenotype,Morningness
41223,Crohn's disease or systemic sclerosis,Phenotype,Crohn's disease or systemic sclerosis
41228,Autism spectrum disorder,Phenotype,Autism spectrum disorder
41230,Autism and major depressive disorder (MTAG),Phenotype,Autism and major depressive disorder (MTAG)
41231,Autism and schizophrenia (MTAG),Phenotype,Autism and schizophrenia (MTAG)
41232,Autism and educational attainment (MTAG),Phenotype,Autism and educational attainment (MTAG)
41233,Thiopurine-induced myelosuppression in inflammatory bowel disease,Phenotype,Thiopurine-induced myelosuppression in inflammatory bowel disease
41250,Daytime nap,Phenotype,Daytime nap
41251,Ease of getting up in the morning,Phenotype,Ease of getting up in the morning
41255,Snoring,Phenotype,Snoring
41260,IgG N-glycosylation phenotypes (multivariate analysis),Phenotype,IgG N-glycosylation phenotypes (multivariate analysis)
41261,Intracranial aneurysm,Phenotype,Intracranial aneurysm
41262,Insomnia symptoms (never/rarely vs. sometimes/usually),Phenotype,Insomnia symptoms (never/rarely vs. sometimes/usually)
41263,Triiodothyronine levels,Phenotype,Triiodothyronine levels
41264,Creativity,Phenotype,Creativity
41265,Calcific aortic valve stenosis,Phenotype,Calcific aortic valve stenosis
41272,Tourette syndrome,Phenotype,Tourette syndrome
41301,Carotid intima media thickness x smoking interaction,Phenotype,Carotid intima media thickness x smoking interaction
41302,Bladder cancer,Phenotype,Bladder cancer
41303,Polycystic ovary syndrome,Phenotype,Polycystic ovary syndrome
41317,Alzheimer's disease (late onset),Phenotype,Alzheimer's disease (late onset)
41322,Insomnia symptoms (never/rarely vs. usually),Phenotype,Insomnia symptoms (never/rarely vs. usually)
41323,Weight gain in amisulpride-treated first-episode psychosis,Phenotype,Weight gain in amisulpride-treated first-episode psychosis
41324,Endometriosis or migraine,Phenotype,Endometriosis or migraine
41325,Adverse response to inhaled corticosteroid treatment x age interaction in asthma,Phenotype,Adverse response to inhaled corticosteroid treatment x age interaction in asthma
41326,Venous thromboembolism,Phenotype,Venous thromboembolism
41328,Trauma exposure in major depressive disorder-negative individuals,Phenotype,Trauma exposure in major depressive disorder-negative individuals
41329,Trauma exposure,Phenotype,Trauma exposure
41330,Trauma exposure in major depressive disorder,Phenotype,Trauma exposure in major depressive disorder
41331,Postoperative acute renal failure after cardiac surgery,Phenotype,Postoperative acute renal failure after cardiac surgery
41332,Spontaneous coronary artery dissection,Phenotype,Spontaneous coronary artery dissection
41346,Attention deficit hyperactivity disorder,Phenotype,Attention deficit hyperactivity disorder
41347,Attention deficit hyperactivity disorder (persistent),Phenotype,Attention deficit hyperactivity disorder (persistent)
41348,Attention deficit hyperactivity disorder (childhood),Phenotype,Attention deficit hyperactivity disorder (childhood)
41349,Lactate dehydrogenase levels,Phenotype,Lactate dehydrogenase levels
41355,Major depressive disorder in trauma exposed individuals,Phenotype,Major depressive disorder in trauma exposed individuals
41356,Major depressive disorder in trauma-unexposed individuals,Phenotype,Major depressive disorder in trauma-unexposed individuals
41357,Major depressive disorder,Phenotype,Major depressive disorder
41358,Drug-induced liver injury (flucloxacillin),Phenotype,Drug-induced liver injury (flucloxacillin)
41359,Recurrence of Clostridium difficile infection x bezlotuxumab treatment interaction (2df test),Phenotype,Recurrence of Clostridium difficile infection x bezlotuxumab treatment interaction (2df test)
41361,Chronic rhinosinusitis,Phenotype,Chronic rhinosinusitis
41362,Nasal polyps,Phenotype,Nasal polyps
41363,Obese vs. thin,Phenotype,Obese vs. thin
41364,Obesity (extreme),Phenotype,Obesity (extreme)
41398,Essential hypertension (time to event),Phenotype,Essential hypertension (time to event)
41399,Hyperlipidemia (time to event),Phenotype,Hyperlipidemia (time to event)
41400,Asthma (time to event),Phenotype,Asthma (time to event)
41401,Cataract (time to event),Phenotype,Cataract (time to event)
41417,Chronotype (sMEQ score),Phenotype,Chronotype (sMEQ score)
41418,Evening vs. morning chronotype (sMEQ score),Phenotype,Evening vs. morning chronotype (sMEQ score)
41419,Evening vs. morning chronotype (self-assessed),Phenotype,Evening vs. morning chronotype (self-assessed)
41426,Brain amyloid deposition (PET imaging),Phenotype,Brain amyloid deposition (PET imaging)
41427,Gut microbiota (bacterial taxa-- hurdle binary method),Phenotype,Gut microbiota (bacterial taxa-- hurdle binary method)
41428,Depressive symptoms x herpes simplex 1 infection interaction,Phenotype,Depressive symptoms x herpes simplex 1 infection interaction
41429,Depression x herpes simplex 1 infection interaction,Phenotype,Depression x herpes simplex 1 infection interaction
41430,Idiopathic membranous nephropathy,Phenotype,Idiopathic membranous nephropathy
41431,Immunoglobulin A,Phenotype,Immunoglobulin A
41432,Hepatocellular carcinoma,Phenotype,Hepatocellular carcinoma
41433,Caudate nucleus volume,Phenotype,Caudate nucleus volume
41434,Lipoprotein-associated phospholipase A2 activity change in response to statin therapy,Phenotype,Lipoprotein-associated phospholipase A2 activity change in response to statin therapy
41435,Lipoprotein-associated phospholipase A2 activity and mass,Phenotype,Lipoprotein-associated phospholipase A2 activity and mass
41436,Response to hepatitis C treatment,Phenotype,Response to hepatitis C treatment
41437,Hepatitis C induced liver cirrhosis,Phenotype,Hepatitis C induced liver cirrhosis
41438,Menopause (age at onset),Phenotype,Menopause (age at onset)
41439,Waist circumference and related phenotypes,Phenotype,Waist circumference and related phenotypes
41440,Infantile hypertrophic pyloric stenosis,Phenotype,Infantile hypertrophic pyloric stenosis
41441,Menarche and menopause (age at onset),Phenotype,Menarche and menopause (age at onset)
41442,Bone mineral density (hip),Phenotype,Bone mineral density (hip)
41443,Response to citalopram treatment,Phenotype,Response to citalopram treatment
41444,Primary biliary cholangitis,Phenotype,Primary biliary cholangitis
41445,Warfarin maintenance dose,Phenotype,Warfarin maintenance dose
41446,Nasopharyngeal carcinoma,Phenotype,Nasopharyngeal carcinoma
41447,Type 1 diabetes,Phenotype,Type 1 diabetes
41448,Inflammatory bowel disease (early onset),Phenotype,Inflammatory bowel disease (early onset)
41449,Lumiracoxib-related liver injury,Phenotype,Lumiracoxib-related liver injury
41450,Bipolar disorder or major depressive disorder,Phenotype,Bipolar disorder or major depressive disorder
41451,Response to statin therapy,Phenotype,Response to statin therapy
41452,Pulmonary function,Phenotype,Pulmonary function
41453,Malaria,Phenotype,Malaria
41454,Heart rate,Phenotype,Heart rate
41455,HIV-1 control,Phenotype,HIV-1 control
41456,Monocyte early outgrowth colony forming units,Phenotype,Monocyte early outgrowth colony forming units
41457,Major depressive disorder (broad),Phenotype,Major depressive disorder (broad)
41458,Platelet aggregation,Phenotype,Platelet aggregation
41459,Renal cell carcinoma,Phenotype,Renal cell carcinoma
41460,Electrocardiographic traits,Phenotype,Electrocardiographic traits
41461,Calcium levels,Phenotype,Calcium levels
41462,Response to treatment for acute lymphoblastic leukemia,Phenotype,Response to treatment for acute lymphoblastic leukemia
41463,Smoking behavior,Phenotype,Smoking behavior
41464,Age-related macular degeneration,Phenotype,Age-related macular degeneration
41465,Dupuytren's disease,Phenotype,Dupuytren's disease
41466,Stevens-Johnson syndrome and toxic epidermal necrolysis (SJS-TEN),Phenotype,Stevens-Johnson syndrome and toxic epidermal necrolysis (SJS-TEN)
41467,Bipolar disorder and schizophrenia,Phenotype,Bipolar disorder and schizophrenia
41468,Renal function-related traits (BUN),Phenotype,Renal function-related traits (BUN)
41469,Renal function-related traits (sCR),Phenotype,Renal function-related traits (sCR)
41470,Renal function-related traits (eGRFcrea),Phenotype,Renal function-related traits (eGRFcrea)
41471,Renal function-related traits (urea),Phenotype,Renal function-related traits (urea)
41472,Lentiform nucleus volume,Phenotype,Lentiform nucleus volume
41473,End-stage coagulation,Phenotype,End-stage coagulation
41474,Pit-and-Fissure caries,Phenotype,Pit-and-Fissure caries
41475,Circulating vasoactive peptide levels,Phenotype,Circulating vasoactive peptide levels
41476,Refractive error,Phenotype,Refractive error
41477,Blood trace element (Se levels),Phenotype,Blood trace element (Se levels)
41478,Blood trace element (Cu levels),Phenotype,Blood trace element (Cu levels)
41479,Acute lymphoblastic leukemia (childhood),Phenotype,Acute lymphoblastic leukemia (childhood)
41480,Obesity,Phenotype,Obesity
41481,Uric acid levels,Phenotype,Uric acid levels
41482,Hematological parameters,Phenotype,Hematological parameters
41483,Ovarian reserve,Phenotype,Ovarian reserve
41484,Apolipoprotein A1 levels,Phenotype,Apolipoprotein A1 levels
41485,Cognitive performance,Phenotype,Cognitive performance
41486,Ileal carcinoids,Phenotype,Ileal carcinoids
41487,Ankylosing spondylitis,Phenotype,Ankylosing spondylitis
41488,Protein quantitative trait loci,Phenotype,Protein quantitative trait loci
41489,IgE grass sensitization,Phenotype,IgE grass sensitization
41490,Allergic rhinitis,Phenotype,Allergic rhinitis
41491,Pubertal anthropometrics,Phenotype,Pubertal anthropometrics
41492,Attention deficit hyperactivity disorder and conduct disorder,Phenotype,Attention deficit hyperactivity disorder and conduct disorder
41493,Response to TNF antagonist treatment,Phenotype,Response to TNF antagonist treatment
41494,Response to anti-TNF alpha therapy in inflammatory bowel disease,Phenotype,Response to anti-TNF alpha therapy in inflammatory bowel disease
41495,Attention deficit hyperactivity disorder symptoms (maternal expressed emotions interaction),Phenotype,Attention deficit hyperactivity disorder symptoms (maternal expressed emotions interaction)
41496,Conduct disorder (maternal expressed emotions interaction),Phenotype,Conduct disorder (maternal expressed emotions interaction)
41497,Black vs. blond hair color,Phenotype,Black vs. blond hair color
41498,Black vs. red hair color,Phenotype,Black vs. red hair color
41499,Cardiovascular disease risk factors,Phenotype,Cardiovascular disease risk factors
41500,Interstitial lung disease,Phenotype,Interstitial lung disease
41501,Hematology traits,Phenotype,Hematology traits
41502,Relative hand skill in reading disability,Phenotype,Relative hand skill in reading disability
41503,Hematological and biochemical traits,Phenotype,Hematological and biochemical traits
41504,Response to dabigatran etexilate treatment,Phenotype,Response to dabigatran etexilate treatment
41505,Ulcerative colitis or Crohn's disease,Phenotype,Ulcerative colitis or Crohn's disease
41506,Immune response to anthrax vaccine,Phenotype,Immune response to anthrax vaccine
41507,Activated partial thromboplastin time,Phenotype,Activated partial thromboplastin time
41508,Electroencephalographic traits in alcoholism,Phenotype,Electroencephalographic traits in alcoholism
41509,Basal cell carcinoma,Phenotype,Basal cell carcinoma
41510,Depression (quantitative trait),Phenotype,Depression (quantitative trait)
41511,Response to antipsychotic treatment in schizophrenia (working memory),Phenotype,Response to antipsychotic treatment in schizophrenia (working memory)
41512,Response to antipsychotic treatment in schizophrenia (reasoning),Phenotype,Response to antipsychotic treatment in schizophrenia (reasoning)
41513,Renal sinus fat,Phenotype,Renal sinus fat
41514,Airflow obstruction,Phenotype,Airflow obstruction
41515,Femoral neck bone geometry,Phenotype,Femoral neck bone geometry
41516,Nodular sclerosis Hodgkin lymphoma,Phenotype,Nodular sclerosis Hodgkin lymphoma
41517,Clozapine-induced agranulocytosis,Phenotype,Clozapine-induced agranulocytosis
41518,Homocysteine levels,Phenotype,Homocysteine levels
41519,Axial length,Phenotype,Axial length
41520,Body mass index in non-asthmatics,Phenotype,Body mass index in non-asthmatics
41521,Metabolite levels (HVA),Phenotype,Metabolite levels (HVA)
41522,Metabolite levels (5-HIAA),Phenotype,Metabolite levels (5-HIAA)
41523,Metabolite levels (HVA-5-HIAA Factor score),Phenotype,Metabolite levels (HVA-5-HIAA Factor score)
41524,Metabolite levels (HVA/5-HIAA ratio),Phenotype,Metabolite levels (HVA/5-HIAA ratio)
41525,Metabolite levels (HVA/MHPG ratio),Phenotype,Metabolite levels (HVA/MHPG ratio)
41526,Metabolite levels (MHPG),Phenotype,Metabolite levels (MHPG)
41527,Metabolite levels (5-HIAA/ MHPG Ratio),Phenotype,Metabolite levels (5-HIAA/ MHPG Ratio)
41528,Response to fenofibrate (adiponectin levels),Phenotype,Response to fenofibrate (adiponectin levels)
41529,Obsessive-compulsive disorder,Phenotype,Obsessive-compulsive disorder
41530,Breast cancer (male),Phenotype,Breast cancer (male)
41531,Orofacial clefts,Phenotype,Orofacial clefts
41532,Disc degeneration (lumbar),Phenotype,Disc degeneration (lumbar)
41533,Partial epilepsies,Phenotype,Partial epilepsies
41534,Non-obstructive azoospermia,Phenotype,Non-obstructive azoospermia
41535,HPV seropositivity,Phenotype,HPV seropositivity
41536,Progressive supranuclear palsy,Phenotype,Progressive supranuclear palsy
41537,Aging,Phenotype,Aging
41538,Neonatal lupus,Phenotype,Neonatal lupus
41539,Autism,Phenotype,Autism
41540,Chronic kidney disease and serum creatinine levels,Phenotype,Chronic kidney disease and serum creatinine levels
41541,Testicular germ cell tumor,Phenotype,Testicular germ cell tumor
41542,PR interval,Phenotype,PR interval
41543,Breast Cancer in BRCA1 mutation carriers,Phenotype,Breast Cancer in BRCA1 mutation carriers
41544,Response to fenofibrate,Phenotype,Response to fenofibrate
41545,Sunburns,Phenotype,Sunburns
41546,Hair color,Phenotype,Hair color
41547,Non-melanoma skin cancer,Phenotype,Non-melanoma skin cancer
41548,Tanning,Phenotype,Tanning
41549,Periodontal microbiota,Phenotype,Periodontal microbiota
41550,Caffeine consumption,Phenotype,Caffeine consumption
41551,Circulating myeloperoxidase levels (serum),Phenotype,Circulating myeloperoxidase levels (serum)
41552,Dengue shock syndrome,Phenotype,Dengue shock syndrome
41553,Liver enzyme levels (alkaline phosphatase),Phenotype,Liver enzyme levels (alkaline phosphatase)
41554,Liver enzyme levels (gamma-glutamyl transferase),Phenotype,Liver enzyme levels (gamma-glutamyl transferase)
41555,White blood cell types,Phenotype,White blood cell types
41556,Brain connectivity,Phenotype,Brain connectivity
41557,Sex hormone-binding globulin levels,Phenotype,Sex hormone-binding globulin levels
41558,Hepatocellular carcinoma in hepatitis B infection,Phenotype,Hepatocellular carcinoma in hepatitis B infection
41559,Periodontitis,Phenotype,Periodontitis
41560,QT interval (drug interaction),Phenotype,QT interval (drug interaction)
41561,Attention deficit hyperactivity disorder (combined symptoms),Phenotype,Attention deficit hyperactivity disorder (combined symptoms)
41562,Attention deficit hyperactivity disorder (inattention symptoms),Phenotype,Attention deficit hyperactivity disorder (inattention symptoms)
41563,HbA2 levels,Phenotype,HbA2 levels
41564,Atopic dermatitis,Phenotype,Atopic dermatitis
41565,Venous thromboembolism (SNP x SNP interaction),Phenotype,Venous thromboembolism (SNP x SNP interaction)
41566,Response to amphetamines,Phenotype,Response to amphetamines
41567,Urate levels,Phenotype,Urate levels
41568,Adiposity,Phenotype,Adiposity
41569,Lung cancer (asbestos exposure interaction),Phenotype,Lung cancer (asbestos exposure interaction)
41570,Cannabis use (initiation),Phenotype,Cannabis use (initiation)
41571,Adverse response to chemotherapy (neutropenia/leucopenia) (all anthracycline-based drugs),Phenotype,Adverse response to chemotherapy (neutropenia/leucopenia) (all anthracycline-based drugs)
41572,Adverse response to chemotherapy (neutropenia/leucopenia) (cyclophosphamide),Phenotype,Adverse response to chemotherapy (neutropenia/leucopenia) (cyclophosphamide)
41573,Adverse response to chemotherapy (neutropenia/leucopenia) (all antimicrotubule drugs),Phenotype,Adverse response to chemotherapy (neutropenia/leucopenia) (all antimicrotubule drugs)
41574,Adverse response to chemotherapy (neutropenia/leucopenia) (paclitaxel),Phenotype,Adverse response to chemotherapy (neutropenia/leucopenia) (paclitaxel)
41575,Adverse response to chemotherapy (neutropenia/leucopenia) (docetaxel),Phenotype,Adverse response to chemotherapy (neutropenia/leucopenia) (docetaxel)
41576,Adverse response to chemotherapy (neutropenia/leucopenia) (camptothecin),Phenotype,Adverse response to chemotherapy (neutropenia/leucopenia) (camptothecin)
41577,Adverse response to chemotherapy (neutropenia/leucopenia) (carboplatin),Phenotype,Adverse response to chemotherapy (neutropenia/leucopenia) (carboplatin)
41578,Preeclampsia,Phenotype,Preeclampsia
41579,Type 2 diabetes (dietary heme iron intake interaction),Phenotype,Type 2 diabetes (dietary heme iron intake interaction)
41580,Palmitic acid (16:0) levels,Phenotype,Palmitic acid (16:0) levels
41581,Palmitoleic acid (16:1n-7) levels,Phenotype,Palmitoleic acid (16:1n-7) levels
41582,Oleic acid (18:1n-9) levels,Phenotype,Oleic acid (18:1n-9) levels
41583,Visceral fat,Phenotype,Visceral fat
41584,Age-related macular degeneration (choroidal neovascularisation),Phenotype,Age-related macular degeneration (choroidal neovascularisation)
41585,Age-related macular degeneration (geographic atrophy),Phenotype,Age-related macular degeneration (geographic atrophy)
41586,Esophageal cancer (squamous cell),Phenotype,Esophageal cancer (squamous cell)
41587,Lifetime average cigarettes per day in chronic obstructive pulmonary disease,Phenotype,Lifetime average cigarettes per day in chronic obstructive pulmonary disease
41588,Sexual dysfunction (female),Phenotype,Sexual dysfunction (female)
41589,Age at smoking initiation in chronic obstructive pulmonary disease,Phenotype,Age at smoking initiation in chronic obstructive pulmonary disease
41590,Capecitabine sensitivity,Phenotype,Capecitabine sensitivity
41591,Esophageal cancer,Phenotype,Esophageal cancer
41592,Aspirin exacerbated respiratory disease in asthmatics,Phenotype,Aspirin exacerbated respiratory disease in asthmatics
41593,Cystic fibrosis severity,Phenotype,Cystic fibrosis severity
41594,Hypertension (SNP x SNP interaction),Phenotype,Hypertension (SNP x SNP interaction)
41595,Scoliosis,Phenotype,Scoliosis
41596,Response to anti-depressant treatment in major depressive disorder,Phenotype,Response to anti-depressant treatment in major depressive disorder
41597,Adverse response to carbamazepine,Phenotype,Adverse response to carbamazepine
41598,Gambling,Phenotype,Gambling
41599,Molar-incisor hypomineralization,Phenotype,Molar-incisor hypomineralization
41600,Epstein-Barr virus immune response (EBNA-1),Phenotype,Epstein-Barr virus immune response (EBNA-1)
41601,Myasthenia gravis,Phenotype,Myasthenia gravis
41602,Anxiety in major depressive disorder,Phenotype,Anxiety in major depressive disorder
41603,Anxiety and major depressive disorder,Phenotype,Anxiety and major depressive disorder
41604,Multiple sclerosis (OCB status),Phenotype,Multiple sclerosis (OCB status)
41605,Femoral neck bone mineral density,Phenotype,Femoral neck bone mineral density
