FromID,ToID,Relation_type,FromType,ToType
498809,18498,VEP,Gene,SNP
498518,18500,VEP,Gene,SNP
498707,18501,VEP,Gene,SNP
498386,18502,VEP,Gene,SNP
498450,18503,VEP,Gene,SNP
498810,18504,VEP,Gene,SNP
498684,18505,VEP,Gene,SNP
498365,18003,VEP,Gene,SNP
3192,16266,VEP,Gene,SNP
498365,16266,VEP,Gene,SNP
4905,18507,VEP,Gene,SNP
498365,18508,VEP,Gene,SNP
498365,18510,VEP,Gene,SNP
498365,18512,VEP,Gene,SNP
498365,18513,VEP,Gene,SNP
10906,18514,VEP,Gene,SNP
498365,18516,VEP,Gene,SNP
498365,18518,VEP,Gene,SNP
498365,18519,VEP,Gene,SNP
498365,18520,VEP,Gene,SNP
10906,18521,VEP,Gene,SNP
498811,18522,VEP,Gene,SNP
498596,18523,VEP,Gene,SNP
498551,18524,VEP,Gene,SNP
498680,18524,VEP,Gene,SNP
498471,18525,VEP,Gene,SNP
498812,18526,VEP,Gene,SNP
8823,18527,VEP,Gene,SNP
498705,18528,VEP,Gene,SNP
498362,18529,VEP,Gene,SNP
496593,18530,VEP,Gene,SNP
498362,18531,VEP,Gene,SNP
498583,18532,VEP,Gene,SNP
498362,18533,VEP,Gene,SNP
12298,18534,VEP,Gene,SNP
498813,18535,VEP,Gene,SNP
12594,18536,VEP,Gene,SNP
498362,18537,VEP,Gene,SNP
498807,18539,VEP,Gene,SNP
6615,18539,VEP,Gene,SNP
498814,18539,VEP,Gene,SNP
498815,18539,VEP,Gene,SNP
498462,18539,VEP,Gene,SNP
498816,18539,VEP,Gene,SNP
498817,18539,VEP,Gene,SNP
10359,18539,VEP,Gene,SNP
2856,18539,VEP,Gene,SNP
12353,18539,VEP,Gene,SNP
498625,18539,VEP,Gene,SNP
9259,18539,VEP,Gene,SNP
498818,18539,VEP,Gene,SNP
498362,18541,VEP,Gene,SNP
498362,18542,VEP,Gene,SNP
9852,18543,VEP,Gene,SNP
498371,18545,VEP,Gene,SNP
498385,18546,VEP,Gene,SNP
498387,18549,VEP,Gene,SNP
498393,18549,VEP,Gene,SNP
498365,18550,VEP,Gene,SNP
498365,18551,VEP,Gene,SNP
498365,18552,VEP,Gene,SNP
498365,18553,VEP,Gene,SNP
498365,18554,VEP,Gene,SNP
498365,18555,VEP,Gene,SNP
498365,18556,VEP,Gene,SNP
498365,18557,VEP,Gene,SNP
498365,18558,VEP,Gene,SNP
498365,18559,VEP,Gene,SNP
498365,18560,VEP,Gene,SNP
498365,18561,VEP,Gene,SNP
498365,18562,VEP,Gene,SNP
498365,18563,VEP,Gene,SNP
498365,18564,VEP,Gene,SNP
498365,18565,VEP,Gene,SNP
498365,18566,VEP,Gene,SNP
498365,18567,VEP,Gene,SNP
498365,18568,VEP,Gene,SNP
498365,18569,VEP,Gene,SNP
498365,18570,VEP,Gene,SNP
498365,18571,VEP,Gene,SNP
498365,18572,VEP,Gene,SNP
498365,18573,VEP,Gene,SNP
498365,18574,VEP,Gene,SNP
498365,18575,VEP,Gene,SNP
498365,18576,VEP,Gene,SNP
498365,18577,VEP,Gene,SNP
498365,18578,VEP,Gene,SNP
498365,18579,VEP,Gene,SNP
498365,18580,VEP,Gene,SNP
498365,18581,VEP,Gene,SNP
498365,18582,VEP,Gene,SNP
498365,18583,VEP,Gene,SNP
498365,18584,VEP,Gene,SNP
498365,18585,VEP,Gene,SNP
498365,18586,VEP,Gene,SNP
498365,18587,VEP,Gene,SNP
498365,18588,VEP,Gene,SNP
498365,18589,VEP,Gene,SNP
498365,18590,VEP,Gene,SNP
498365,18591,VEP,Gene,SNP
498365,18592,VEP,Gene,SNP
498365,18593,VEP,Gene,SNP
498365,18594,VEP,Gene,SNP
498365,18595,VEP,Gene,SNP
498365,18596,VEP,Gene,SNP
498365,18597,VEP,Gene,SNP
498365,18598,VEP,Gene,SNP
498365,18599,VEP,Gene,SNP
498365,18600,VEP,Gene,SNP
498365,18601,VEP,Gene,SNP
498365,18602,VEP,Gene,SNP
498365,18603,VEP,Gene,SNP
498365,18604,VEP,Gene,SNP
498365,18605,VEP,Gene,SNP
498365,18606,VEP,Gene,SNP
498365,18607,VEP,Gene,SNP
498365,18608,VEP,Gene,SNP
498365,18609,VEP,Gene,SNP
498365,18610,VEP,Gene,SNP
498365,18611,VEP,Gene,SNP
498365,18612,VEP,Gene,SNP
498365,18613,VEP,Gene,SNP
498365,18614,VEP,Gene,SNP
498365,18615,VEP,Gene,SNP
498365,18616,VEP,Gene,SNP
498365,18617,VEP,Gene,SNP
498365,18618,VEP,Gene,SNP
498365,18619,VEP,Gene,SNP
498365,18620,VEP,Gene,SNP
498365,18621,VEP,Gene,SNP
498365,18622,VEP,Gene,SNP
498365,18623,VEP,Gene,SNP
498365,18624,VEP,Gene,SNP
498365,18625,VEP,Gene,SNP
498365,18626,VEP,Gene,SNP
498365,18627,VEP,Gene,SNP
498365,18628,VEP,Gene,SNP
498365,18629,VEP,Gene,SNP
498365,18630,VEP,Gene,SNP
498365,18631,VEP,Gene,SNP
498365,18632,VEP,Gene,SNP
498365,18633,VEP,Gene,SNP
498365,18634,VEP,Gene,SNP
498365,18635,VEP,Gene,SNP
498365,18636,VEP,Gene,SNP
498365,18637,VEP,Gene,SNP
498365,18638,VEP,Gene,SNP
498365,18639,VEP,Gene,SNP
498365,18640,VEP,Gene,SNP
498365,18641,VEP,Gene,SNP
498365,18642,VEP,Gene,SNP
498365,18643,VEP,Gene,SNP
498365,18644,VEP,Gene,SNP
498365,18645,VEP,Gene,SNP
498365,18646,VEP,Gene,SNP
498365,18647,VEP,Gene,SNP
498365,18648,VEP,Gene,SNP
498365,18649,VEP,Gene,SNP
498365,18650,VEP,Gene,SNP
498365,18651,VEP,Gene,SNP
498365,18652,VEP,Gene,SNP
498365,18653,VEP,Gene,SNP
498365,18654,VEP,Gene,SNP
498365,18655,VEP,Gene,SNP
498365,18656,VEP,Gene,SNP
498365,18657,VEP,Gene,SNP
498365,18658,VEP,Gene,SNP
498365,18659,VEP,Gene,SNP
498632,18661,VEP,Gene,SNP
498431,18662,VEP,Gene,SNP
498362,18663,VEP,Gene,SNP
3181,18664,VEP,Gene,SNP
498397,18665,VEP,Gene,SNP
4163,18668,VEP,Gene,SNP
3442,18668,VEP,Gene,SNP
498365,18670,VEP,Gene,SNP
498365,18671,VEP,Gene,SNP
498365,18672,VEP,Gene,SNP
498365,18673,VEP,Gene,SNP
498365,18674,VEP,Gene,SNP
498365,18675,VEP,Gene,SNP
498365,18676,VEP,Gene,SNP
498819,18678,VEP,Gene,SNP
14207,18678,VEP,Gene,SNP
5435,18678,VEP,Gene,SNP
6090,18681,VEP,Gene,SNP
498400,18683,VEP,Gene,SNP
498365,18685,VEP,Gene,SNP
498362,18687,VEP,Gene,SNP
498466,18689,VEP,Gene,SNP
498382,18690,VEP,Gene,SNP
498820,18691,VEP,Gene,SNP
498585,18692,VEP,Gene,SNP
498585,18693,VEP,Gene,SNP
498585,18694,VEP,Gene,SNP
498585,18695,VEP,Gene,SNP
498585,18696,VEP,Gene,SNP
498585,18697,VEP,Gene,SNP
498585,18698,VEP,Gene,SNP
498686,18699,VEP,Gene,SNP
498585,18700,VEP,Gene,SNP
498585,18701,VEP,Gene,SNP
498686,18702,VEP,Gene,SNP
498585,18703,VEP,Gene,SNP
12353,18705,VEP,Gene,SNP
13052,18706,VEP,Gene,SNP
498444,18708,VEP,Gene,SNP
498365,18710,VEP,Gene,SNP
498365,18712,VEP,Gene,SNP
498365,18714,VEP,Gene,SNP
498365,18715,VEP,Gene,SNP
498393,18718,VEP,Gene,SNP
4163,18719,VEP,Gene,SNP
498821,18719,VEP,Gene,SNP
498822,17178,VEP,Gene,SNP
498823,18720,VEP,Gene,SNP
7344,18720,VEP,Gene,SNP
11061,18721,VEP,Gene,SNP
15233,18721,VEP,Gene,SNP
11858,18721,VEP,Gene,SNP
498585,18722,VEP,Gene,SNP
15172,18724,VEP,Gene,SNP
5439,18726,VEP,Gene,SNP
498824,18727,VEP,Gene,SNP
498825,18728,VEP,Gene,SNP
498362,18729,VEP,Gene,SNP
498826,18730,VEP,Gene,SNP
498827,18730,VEP,Gene,SNP
5909,18731,VEP,Gene,SNP
8042,18732,VEP,Gene,SNP
9577,18733,VEP,Gene,SNP
498362,18734,VEP,Gene,SNP
12970,18735,VEP,Gene,SNP
6276,18735,VEP,Gene,SNP
498828,18736,VEP,Gene,SNP
498362,18737,VEP,Gene,SNP
2589,18738,VEP,Gene,SNP
2591,18739,VEP,Gene,SNP
2592,18740,VEP,Gene,SNP
12220,18741,VEP,Gene,SNP
12220,18742,VEP,Gene,SNP
12067,18743,VEP,Gene,SNP
8861,18744,VEP,Gene,SNP
4030,18745,VEP,Gene,SNP
498829,18746,VEP,Gene,SNP
5929,18747,VEP,Gene,SNP
14522,18748,VEP,Gene,SNP
14522,18749,VEP,Gene,SNP
498362,18750,VEP,Gene,SNP
11306,18752,VEP,Gene,SNP
11306,18754,VEP,Gene,SNP
3192,18756,VEP,Gene,SNP
3192,18758,VEP,Gene,SNP
3192,18759,VEP,Gene,SNP
12140,18760,VEP,Gene,SNP
6877,18761,VEP,Gene,SNP
11857,18762,VEP,Gene,SNP
498830,18763,VEP,Gene,SNP
12899,18764,VEP,Gene,SNP
8455,18765,VEP,Gene,SNP
10906,18766,VEP,Gene,SNP
10907,17160,VEP,Gene,SNP
498362,18767,VEP,Gene,SNP
498831,18768,VEP,Gene,SNP
498406,18770,VEP,Gene,SNP
498365,15992,VEP,Gene,SNP
498365,15988,VEP,Gene,SNP
495756,18772,VEP,Gene,SNP
498355,18773,VEP,Gene,SNP
498365,16017,VEP,Gene,SNP
4159,18774,VEP,Gene,SNP
498386,18776,VEP,Gene,SNP
498365,18778,VEP,Gene,SNP
14604,18780,VEP,Gene,SNP
498733,18780,VEP,Gene,SNP
498832,18782,VEP,Gene,SNP
498833,18782,VEP,Gene,SNP
498362,18784,VEP,Gene,SNP
498677,18785,VEP,Gene,SNP
3181,18785,VEP,Gene,SNP
4159,18787,VEP,Gene,SNP
8823,18789,VEP,Gene,SNP
498351,18791,VEP,Gene,SNP
498585,18793,VEP,Gene,SNP
498585,18794,VEP,Gene,SNP
498686,18795,VEP,Gene,SNP
498585,18796,VEP,Gene,SNP
498585,18797,VEP,Gene,SNP
498585,18798,VEP,Gene,SNP
8830,18800,VEP,Gene,SNP
498629,18803,VEP,Gene,SNP
498834,18803,VEP,Gene,SNP
498365,18804,VEP,Gene,SNP
498365,18805,VEP,Gene,SNP
498365,18806,VEP,Gene,SNP
498365,18807,VEP,Gene,SNP
498365,18808,VEP,Gene,SNP
498499,18809,VEP,Gene,SNP
7347,18810,VEP,Gene,SNP
498390,18810,VEP,Gene,SNP
7347,18811,VEP,Gene,SNP
498390,18811,VEP,Gene,SNP
8861,18812,VEP,Gene,SNP
5640,18813,VEP,Gene,SNP
6282,18814,VEP,Gene,SNP
11306,18816,VEP,Gene,SNP
498365,18818,VEP,Gene,SNP
11306,18820,VEP,Gene,SNP
11306,18821,VEP,Gene,SNP
4159,18822,VEP,Gene,SNP
4159,18823,VEP,Gene,SNP
498365,18824,VEP,Gene,SNP
498365,18825,VEP,Gene,SNP
498365,18826,VEP,Gene,SNP
498365,18827,VEP,Gene,SNP
498365,18828,VEP,Gene,SNP
498365,18829,VEP,Gene,SNP
498365,18830,VEP,Gene,SNP
498365,18831,VEP,Gene,SNP
498365,18832,VEP,Gene,SNP
498365,18833,VEP,Gene,SNP
498365,18834,VEP,Gene,SNP
498365,18835,VEP,Gene,SNP
498365,18836,VEP,Gene,SNP
498365,18837,VEP,Gene,SNP
498365,18838,VEP,Gene,SNP
498365,18839,VEP,Gene,SNP
498365,18840,VEP,Gene,SNP
498365,18841,VEP,Gene,SNP
498365,18842,VEP,Gene,SNP
498365,18843,VEP,Gene,SNP
498365,18844,VEP,Gene,SNP
498365,18845,VEP,Gene,SNP
498365,18846,VEP,Gene,SNP
498365,18847,VEP,Gene,SNP
498365,18848,VEP,Gene,SNP
498365,18849,VEP,Gene,SNP
498365,18850,VEP,Gene,SNP
498365,18851,VEP,Gene,SNP
498365,18852,VEP,Gene,SNP
498365,18853,VEP,Gene,SNP
498365,18854,VEP,Gene,SNP
498365,18855,VEP,Gene,SNP
498365,18856,VEP,Gene,SNP
498365,18857,VEP,Gene,SNP
498365,18858,VEP,Gene,SNP
498365,18859,VEP,Gene,SNP
498365,18860,VEP,Gene,SNP
498365,18861,VEP,Gene,SNP
498365,18862,VEP,Gene,SNP
498365,18863,VEP,Gene,SNP
498365,18864,VEP,Gene,SNP
498365,18865,VEP,Gene,SNP
498365,18866,VEP,Gene,SNP
498365,18867,VEP,Gene,SNP
498365,18868,VEP,Gene,SNP
498365,18869,VEP,Gene,SNP
498365,18870,VEP,Gene,SNP
498365,18871,VEP,Gene,SNP
498365,18872,VEP,Gene,SNP
498365,18873,VEP,Gene,SNP
498365,18874,VEP,Gene,SNP
498365,18875,VEP,Gene,SNP
498365,18876,VEP,Gene,SNP
498365,18877,VEP,Gene,SNP
498365,18878,VEP,Gene,SNP
498365,18879,VEP,Gene,SNP
498365,18880,VEP,Gene,SNP
498365,18881,VEP,Gene,SNP
498365,18882,VEP,Gene,SNP
498365,18883,VEP,Gene,SNP
498365,18884,VEP,Gene,SNP
498365,18885,VEP,Gene,SNP
498365,18886,VEP,Gene,SNP
498365,18887,VEP,Gene,SNP
498365,18888,VEP,Gene,SNP
498365,18889,VEP,Gene,SNP
498365,18890,VEP,Gene,SNP
498365,18891,VEP,Gene,SNP
498365,18892,VEP,Gene,SNP
498365,18893,VEP,Gene,SNP
498365,18894,VEP,Gene,SNP
498365,18895,VEP,Gene,SNP
498365,18896,VEP,Gene,SNP
498365,18897,VEP,Gene,SNP
498365,18898,VEP,Gene,SNP
498365,18899,VEP,Gene,SNP
498365,18900,VEP,Gene,SNP
498365,18901,VEP,Gene,SNP
498365,18902,VEP,Gene,SNP
498365,18903,VEP,Gene,SNP
498365,18904,VEP,Gene,SNP
498365,18905,VEP,Gene,SNP
498365,18906,VEP,Gene,SNP
498365,18907,VEP,Gene,SNP
498365,18908,VEP,Gene,SNP
498365,18909,VEP,Gene,SNP
498365,18910,VEP,Gene,SNP
498365,18911,VEP,Gene,SNP
498365,18912,VEP,Gene,SNP
498365,18913,VEP,Gene,SNP
498365,18914,VEP,Gene,SNP
498365,18915,VEP,Gene,SNP
498365,18916,VEP,Gene,SNP
498365,18917,VEP,Gene,SNP
498365,18918,VEP,Gene,SNP
498365,18919,VEP,Gene,SNP
498365,18920,VEP,Gene,SNP
498365,18921,VEP,Gene,SNP
498365,18922,VEP,Gene,SNP
498365,18923,VEP,Gene,SNP
498365,18924,VEP,Gene,SNP
498365,18925,VEP,Gene,SNP
498365,18926,VEP,Gene,SNP
498365,18927,VEP,Gene,SNP
498365,18928,VEP,Gene,SNP
8844,18930,VEP,Gene,SNP
498471,18932,VEP,Gene,SNP
498400,18933,VEP,Gene,SNP
498835,18934,VEP,Gene,SNP
498836,18934,VEP,Gene,SNP
498391,18935,VEP,Gene,SNP
498644,18935,VEP,Gene,SNP
3182,18936,VEP,Gene,SNP
12220,18937,VEP,Gene,SNP
498362,18938,VEP,Gene,SNP
498829,18939,VEP,Gene,SNP
14522,18940,VEP,Gene,SNP
498365,18942,VEP,Gene,SNP
498356,18944,VEP,Gene,SNP
498583,18946,VEP,Gene,SNP
498619,18946,VEP,Gene,SNP
13871,18947,VEP,Gene,SNP
2855,18948,VEP,Gene,SNP
10905,18949,VEP,Gene,SNP
13871,18950,VEP,Gene,SNP
498382,18951,VEP,Gene,SNP
498393,18951,VEP,Gene,SNP
498837,18952,VEP,Gene,SNP
498838,18953,VEP,Gene,SNP
498839,18954,VEP,Gene,SNP
4037,18955,VEP,Gene,SNP
11302,18957,VEP,Gene,SNP
498428,18958,VEP,Gene,SNP
494916,18959,VEP,Gene,SNP
498611,18959,VEP,Gene,SNP
498610,18959,VEP,Gene,SNP
498362,18960,VEP,Gene,SNP
13240,18961,VEP,Gene,SNP
4509,18962,VEP,Gene,SNP
498725,18963,VEP,Gene,SNP
2852,18964,VEP,Gene,SNP
498830,18965,VEP,Gene,SNP
498554,18966,VEP,Gene,SNP
3707,18967,VEP,Gene,SNP
14208,18968,VEP,Gene,SNP
493389,18969,VEP,Gene,SNP
498362,18971,VEP,Gene,SNP
498676,18973,VEP,Gene,SNP
498676,18974,VEP,Gene,SNP
498362,18975,VEP,Gene,SNP
498387,18976,VEP,Gene,SNP
14205,18977,VEP,Gene,SNP
9578,18977,VEP,Gene,SNP
498676,18979,VEP,Gene,SNP
498813,18980,VEP,Gene,SNP
10355,18981,VEP,Gene,SNP
6099,18982,VEP,Gene,SNP
494163,18983,VEP,Gene,SNP
498813,18984,VEP,Gene,SNP
493984,18985,VEP,Gene,SNP
498611,18985,VEP,Gene,SNP
15800,18986,VEP,Gene,SNP
498362,18987,VEP,Gene,SNP
498682,18988,VEP,Gene,SNP
498386,18989,VEP,Gene,SNP
498365,18991,VEP,Gene,SNP
498365,18993,VEP,Gene,SNP
498365,18994,VEP,Gene,SNP
498365,18995,VEP,Gene,SNP
498365,18997,VEP,Gene,SNP
498365,19000,VEP,Gene,SNP
498365,19002,VEP,Gene,SNP
498707,19004,VEP,Gene,SNP
498668,19004,VEP,Gene,SNP
11595,19006,VEP,Gene,SNP
498840,19007,VEP,Gene,SNP
498782,19008,VEP,Gene,SNP
8049,19009,VEP,Gene,SNP
498647,19010,VEP,Gene,SNP
498647,19011,VEP,Gene,SNP
498714,19012,VEP,Gene,SNP
498522,19012,VEP,Gene,SNP
498362,19013,VEP,Gene,SNP
14205,19014,VEP,Gene,SNP
498722,19014,VEP,Gene,SNP
6753,19015,VEP,Gene,SNP
498362,19016,VEP,Gene,SNP
11137,19017,VEP,Gene,SNP
498841,19017,VEP,Gene,SNP
498842,19018,VEP,Gene,SNP
498362,19019,VEP,Gene,SNP
14208,19020,VEP,Gene,SNP
498397,19022,VEP,Gene,SNP
493451,19023,VEP,Gene,SNP
493453,19023,VEP,Gene,SNP
11934,19024,VEP,Gene,SNP
15817,19026,VEP,Gene,SNP
3705,19026,VEP,Gene,SNP
498421,19027,VEP,Gene,SNP
498843,19028,VEP,Gene,SNP
3703,19028,VEP,Gene,SNP
13244,16769,VEP,Gene,SNP
498358,19029,VEP,Gene,SNP
495355,19030,VEP,Gene,SNP
498365,19031,VEP,Gene,SNP
498365,19032,VEP,Gene,SNP
498365,19033,VEP,Gene,SNP
498365,19034,VEP,Gene,SNP
496887,18099,VEP,Gene,SNP
498844,18099,VEP,Gene,SNP
498845,19036,VEP,Gene,SNP
498486,19036,VEP,Gene,SNP
498846,19037,VEP,Gene,SNP
12070,19037,VEP,Gene,SNP
498365,19039,VEP,Gene,SNP
498365,19040,VEP,Gene,SNP
493451,19042,VEP,Gene,SNP
498365,19043,VEP,Gene,SNP
498365,19044,VEP,Gene,SNP
498365,19045,VEP,Gene,SNP
498365,19046,VEP,Gene,SNP
498365,19047,VEP,Gene,SNP
498365,19048,VEP,Gene,SNP
498365,19049,VEP,Gene,SNP
498365,19050,VEP,Gene,SNP
498365,19051,VEP,Gene,SNP
5911,19053,VEP,Gene,SNP
498847,19053,VEP,Gene,SNP
498365,19055,VEP,Gene,SNP
4515,19056,VEP,Gene,SNP
12353,19056,VEP,Gene,SNP
5926,19058,VEP,Gene,SNP
498383,19055,VEP,Gene,SNP
498848,19061,VEP,Gene,SNP
498849,19062,VEP,Gene,SNP
15507,19063,VEP,Gene,SNP
15507,19064,VEP,Gene,SNP
15507,19065,VEP,Gene,SNP
15507,19066,VEP,Gene,SNP
15507,19067,VEP,Gene,SNP
8864,19069,VEP,Gene,SNP
498850,19069,VEP,Gene,SNP
498768,19070,VEP,Gene,SNP
498365,19079,VEP,Gene,SNP
498686,19081,VEP,Gene,SNP
498851,19083,VEP,Gene,SNP
498852,19083,VEP,Gene,SNP
498853,19084,VEP,Gene,SNP
498854,19084,VEP,Gene,SNP
11852,19084,VEP,Gene,SNP
498365,19086,VEP,Gene,SNP
498365,19087,VEP,Gene,SNP
498365,19088,VEP,Gene,SNP
12968,19090,VEP,Gene,SNP
10906,19091,VEP,Gene,SNP
15961,19093,VEP,Gene,SNP
498524,19095,VEP,Gene,SNP
494116,19096,VEP,Gene,SNP
15800,19098,VEP,Gene,SNP
7485,19099,VEP,Gene,SNP
494116,19100,VEP,Gene,SNP
4372,19101,VEP,Gene,SNP
4775,19102,VEP,Gene,SNP
13198,19105,VEP,Gene,SNP
498406,19105,VEP,Gene,SNP
3705,19106,VEP,Gene,SNP
4159,19107,VEP,Gene,SNP
2611,19108,VEP,Gene,SNP
12353,19109,VEP,Gene,SNP
498365,19111,VEP,Gene,SNP
498365,16555,VEP,Gene,SNP
498365,15977,VEP,Gene,SNP
498365,19112,VEP,Gene,SNP
498365,19113,VEP,Gene,SNP
498365,16020,VEP,Gene,SNP
498365,17910,VEP,Gene,SNP
498365,16107,VEP,Gene,SNP
498365,19114,VEP,Gene,SNP
2611,19115,VEP,Gene,SNP
498855,19116,VEP,Gene,SNP
498573,19118,VEP,Gene,SNP
498572,19118,VEP,Gene,SNP
498856,19119,VEP,Gene,SNP
498857,19120,VEP,Gene,SNP
498858,19120,VEP,Gene,SNP
12220,19121,VEP,Gene,SNP
7852,19123,VEP,Gene,SNP
11302,19124,VEP,Gene,SNP
10152,19125,VEP,Gene,SNP
4163,19126,VEP,Gene,SNP
3182,19128,VEP,Gene,SNP
493451,19129,VEP,Gene,SNP
9229,19131,VEP,Gene,SNP
7672,19132,VEP,Gene,SNP
6285,19088,VEP,Gene,SNP
498734,19134,VEP,Gene,SNP
495271,19135,VEP,Gene,SNP
498537,19137,VEP,Gene,SNP
498859,19137,VEP,Gene,SNP
498860,19139,VEP,Gene,SNP
15151,19139,VEP,Gene,SNP
11697,19141,VEP,Gene,SNP
498850,19141,VEP,Gene,SNP
498861,19142,VEP,Gene,SNP
4159,19144,VEP,Gene,SNP
11856,19145,VEP,Gene,SNP
498706,19147,VEP,Gene,SNP
15233,19148,VEP,Gene,SNP
498862,19149,VEP,Gene,SNP
498365,19150,VEP,Gene,SNP
8057,19151,VEP,Gene,SNP
498365,19153,VEP,Gene,SNP
498365,19154,VEP,Gene,SNP
498365,19155,VEP,Gene,SNP
498365,19156,VEP,Gene,SNP
498365,19157,VEP,Gene,SNP
498365,19158,VEP,Gene,SNP
498365,19159,VEP,Gene,SNP
498365,16000,VEP,Gene,SNP
498365,19160,VEP,Gene,SNP
498365,15993,VEP,Gene,SNP
498365,19161,VEP,Gene,SNP
9716,19163,VEP,Gene,SNP
2849,19163,VEP,Gene,SNP
498863,19164,VEP,Gene,SNP
3190,19165,VEP,Gene,SNP
498864,17310,VEP,Gene,SNP
498865,17310,VEP,Gene,SNP
8196,19166,VEP,Gene,SNP
14309,19167,VEP,Gene,SNP
498365,19169,VEP,Gene,SNP
498365,19170,VEP,Gene,SNP
498365,19171,VEP,Gene,SNP
7345,19173,VEP,Gene,SNP
498394,19176,VEP,Gene,SNP
498503,19177,VEP,Gene,SNP
498844,19179,VEP,Gene,SNP
5932,19180,VEP,Gene,SNP
11306,19181,VEP,Gene,SNP
498866,19182,VEP,Gene,SNP
498867,19183,VEP,Gene,SNP
8190,19184,VEP,Gene,SNP
2846,19185,VEP,Gene,SNP
4159,19186,VEP,Gene,SNP
498868,19187,VEP,Gene,SNP
493917,19188,VEP,Gene,SNP
2846,19189,VEP,Gene,SNP
11594,19190,VEP,Gene,SNP
498355,19191,VEP,Gene,SNP
12070,19192,VEP,Gene,SNP
7024,19194,VEP,Gene,SNP
498365,19195,VEP,Gene,SNP
498365,19196,VEP,Gene,SNP
498365,16040,VEP,Gene,SNP
498365,19197,VEP,Gene,SNP
498365,19198,VEP,Gene,SNP
498365,19199,VEP,Gene,SNP
498365,19201,VEP,Gene,SNP
498365,19202,VEP,Gene,SNP
498365,19203,VEP,Gene,SNP
498375,19205,VEP,Gene,SNP
14632,19205,VEP,Gene,SNP
7840,19206,VEP,Gene,SNP
3182,19207,VEP,Gene,SNP
498358,19208,VEP,Gene,SNP
12070,19209,VEP,Gene,SNP
5431,19210,VEP,Gene,SNP
14233,19211,VEP,Gene,SNP
493451,19212,VEP,Gene,SNP
9241,19213,VEP,Gene,SNP
493524,18082,VEP,Gene,SNP
498845,19214,VEP,Gene,SNP
4159,19154,VEP,Gene,SNP
498385,19215,VEP,Gene,SNP
498356,19216,VEP,Gene,SNP
498365,19241,VEP,Gene,SNP
498365,19242,VEP,Gene,SNP
498365,19243,VEP,Gene,SNP
498365,19244,VEP,Gene,SNP
498365,19245,VEP,Gene,SNP
498365,19246,VEP,Gene,SNP
498365,19247,VEP,Gene,SNP
498365,19248,VEP,Gene,SNP
498365,19249,VEP,Gene,SNP
498365,19250,VEP,Gene,SNP
498365,19251,VEP,Gene,SNP
498365,19252,VEP,Gene,SNP
498365,19253,VEP,Gene,SNP
498365,18099,VEP,Gene,SNP
498365,19254,VEP,Gene,SNP
8351,19256,VEP,Gene,SNP
15270,19257,VEP,Gene,SNP
498771,19258,VEP,Gene,SNP
11733,19258,VEP,Gene,SNP
7140,19258,VEP,Gene,SNP
498525,19260,VEP,Gene,SNP
13293,17134,VEP,Gene,SNP
498530,17134,VEP,Gene,SNP
10141,17134,VEP,Gene,SNP
498869,17134,VEP,Gene,SNP
498841,17134,VEP,Gene,SNP
13053,17134,VEP,Gene,SNP
498448,17134,VEP,Gene,SNP
498870,17134,VEP,Gene,SNP
12218,17134,VEP,Gene,SNP
498650,17134,VEP,Gene,SNP
498503,17134,VEP,Gene,SNP
498546,17134,VEP,Gene,SNP
11595,17134,VEP,Gene,SNP
13292,17134,VEP,Gene,SNP
8838,17134,VEP,Gene,SNP
11137,17134,VEP,Gene,SNP
14260,17134,VEP,Gene,SNP
498423,17134,VEP,Gene,SNP
498582,17134,VEP,Gene,SNP
14205,17134,VEP,Gene,SNP
3182,17134,VEP,Gene,SNP
3181,17134,VEP,Gene,SNP
13054,17134,VEP,Gene,SNP
10652,17134,VEP,Gene,SNP
498417,17134,VEP,Gene,SNP
15006,17134,VEP,Gene,SNP
498785,17134,VEP,Gene,SNP
498414,17134,VEP,Gene,SNP
498591,17134,VEP,Gene,SNP
498871,17134,VEP,Gene,SNP
498872,17134,VEP,Gene,SNP
498873,17134,VEP,Gene,SNP
498874,17134,VEP,Gene,SNP
498875,17134,VEP,Gene,SNP
498876,17134,VEP,Gene,SNP
498589,17134,VEP,Gene,SNP
9578,17134,VEP,Gene,SNP
498877,17134,VEP,Gene,SNP
498878,17134,VEP,Gene,SNP
498879,17134,VEP,Gene,SNP
10142,17134,VEP,Gene,SNP
498880,17134,VEP,Gene,SNP
498415,17134,VEP,Gene,SNP
3183,17134,VEP,Gene,SNP
8044,17134,VEP,Gene,SNP
496593,17134,VEP,Gene,SNP
15507,17134,VEP,Gene,SNP
15342,17134,VEP,Gene,SNP
498806,17134,VEP,Gene,SNP
498881,17134,VEP,Gene,SNP
498882,17134,VEP,Gene,SNP
498421,17134,VEP,Gene,SNP
498883,17134,VEP,Gene,SNP
498884,17134,VEP,Gene,SNP
498885,17134,VEP,Gene,SNP
498886,17134,VEP,Gene,SNP
498887,17134,VEP,Gene,SNP
498467,17134,VEP,Gene,SNP
493514,17134,VEP,Gene,SNP
15082,17134,VEP,Gene,SNP
498775,17134,VEP,Gene,SNP
498437,19262,VEP,Gene,SNP
494115,19262,VEP,Gene,SNP
11804,19262,VEP,Gene,SNP
498435,19262,VEP,Gene,SNP
11803,19262,VEP,Gene,SNP
498888,19264,VEP,Gene,SNP
498386,19264,VEP,Gene,SNP
498376,19264,VEP,Gene,SNP
