Id,Name,Type,VectorableProperty
16600,Plasma X-22162 Levels In Chronic Kidney Disease,Phenotype,Plasma X-22162 Levels In Chronic Kidney Disease
16603,Global Electrical Heterogeneity Phenotypes,Phenotype,Global Electrical Heterogeneity Phenotypes
16605,Memory Decline In Impaired Cognition,Phenotype,Memory Decline In Impaired Cognition
16609,Ornithine Levels,Phenotype,Ornithine Levels
16611,Advanced Age-Related Macular Degeneration,Phenotype,Advanced Age-Related Macular Degeneration
16613,Cholelithiasis (Ukb Data Field 20002_1162),Phenotype,Cholelithiasis (Ukb Data Field 20002_1162)
16616,Fish- And Plant-Related Diet,Phenotype,Fish- And Plant-Related Diet
16618,Breast Cancer (Survival),Phenotype,Breast Cancer (Survival)
16620,Left Colon Colorectal Cancer (Peritoneal Metastasis Vs No Metastasis),Phenotype,Left Colon Colorectal Cancer (Peritoneal Metastasis Vs No Metastasis)
16623,Fasting Plasma Glycodeoxycholate 3-O-Glucuronide Concentration,Phenotype,Fasting Plasma Glycodeoxycholate 3-O-Glucuronide Concentration
16626,Direct Bilirubin Levels,Phenotype,Direct Bilirubin Levels
16628,Diverticular Disease,Phenotype,Diverticular Disease
16630,Pr Interval,Phenotype,Pr Interval
16632,Serum Levels Of Protein Fn1,Phenotype,Serum Levels Of Protein Fn1
16634,Central Corneal Thickness,Phenotype,Central Corneal Thickness
16636,Depressive Symptoms,Phenotype,Depressive Symptoms
16638,Follistatin-Related Protein 3 Levels,Phenotype,Follistatin-Related Protein 3 Levels
16641,Facial Morphology,Phenotype,Facial Morphology
16643,Platelet-To-Lymphocyte Ratio,Phenotype,Platelet-To-Lymphocyte Ratio
16645,Migraine (Mtag),Phenotype,Migraine (Mtag)
16649,Obstructive Sleep Apnea Trait (Apnea Hypopnea Index),Phenotype,Obstructive Sleep Apnea Trait (Apnea Hypopnea Index)
16652,Ldl Cholesterol Levels X Alcohol Consumption (Regular Vs Non-Regular Drinkers) Interaction (2Df),Phenotype,Ldl Cholesterol Levels X Alcohol Consumption (Regular Vs Non-Regular Drinkers) Interaction (2Df)
16655,Brain Shape (Segment 80),Phenotype,Brain Shape (Segment 80)
16658,Heart Rate Response To Exercise,Phenotype,Heart Rate Response To Exercise
16664,Facial Morphology (Segment 7),Phenotype,Facial Morphology (Segment 7)
16666,O-Sulfo-L-Tyrosine Levels,Phenotype,O-Sulfo-L-Tyrosine Levels
16668,Cognitive Performance (Mtag),Phenotype,Cognitive Performance (Mtag)
16671,Colec12/Tafa5 Protein Level Ratio,Phenotype,Colec12/Tafa5 Protein Level Ratio
16674,Retinal Arteriolar Tortuosity,Phenotype,Retinal Arteriolar Tortuosity
16676,Reticulocyte Fraction Of Red Cells,Phenotype,Reticulocyte Fraction Of Red Cells
16679,Gut Microbiota Abundance (K_Bacteria.P_Actinobacteria.C_Actinobacteria.O_Bifidobacteriales.F_Bifidobacteriaceae.G_Bifidobacterium.S_Bifidobacterium_Adolescentis),Phenotype,Gut Microbiota Abundance (K_Bacteria.P_Actinobacteria.C_Actinobacteria.O_Bifidobacteriales.F_Bifidobacteriaceae.G_Bifidobacterium.S_Bifidobacterium_Adolescentis)
16681,General Cognitive Ability,Phenotype,General Cognitive Ability
16683,Total Bilirubin Levels In Hiv-1 Infection,Phenotype,Total Bilirubin Levels In Hiv-1 Infection
16685,Gestational Age At Birth (Child Effect),Phenotype,Gestational Age At Birth (Child Effect)
16687,Methoxychlor Levels,Phenotype,Methoxychlor Levels
16689,Monocyte Count,Phenotype,Monocyte Count
16692,Phospholipid Levels In Very Large Hdl,Phenotype,Phospholipid Levels In Very Large Hdl
16695,Ocular Sarcoidosis In Sarcoidosis,Phenotype,Ocular Sarcoidosis In Sarcoidosis
16698,COVID-19,Phenotype,COVID-19
16702,Glycated Hemoglobin Levels,Phenotype,Glycated Hemoglobin Levels
16704,Alcohol Dependence (Dominant Genetic Model),Phenotype,Alcohol Dependence (Dominant Genetic Model)
16707,Acceptance Of An Invitation To Participate In A Mental Health Questionnaire,Phenotype,Acceptance Of An Invitation To Participate In A Mental Health Questionnaire
16709,Response To Methotrexate In Juvenile Idiopathic Arthritis,Phenotype,Response To Methotrexate In Juvenile Idiopathic Arthritis
16711,Deliberate Self-Harm,Phenotype,Deliberate Self-Harm
16714,Memory Decline,Phenotype,Memory Decline
16716,Neurofibrillary Tangles (Snp X Snp Interaction),Phenotype,Neurofibrillary Tangles (Snp X Snp Interaction)
16721,Cholesteryl Esters To Total Lipids In Medium Ldl Percentage (Ukb Data Field 23621),Phenotype,Cholesteryl Esters To Total Lipids In Medium Ldl Percentage (Ukb Data Field 23621)
16723,Overall Survival In Er Negative Breast Cancer,Phenotype,Overall Survival In Er Negative Breast Cancer
16725,Allergic Disease (Asthma-- Hay Fever And/Or Eczema) (Multivariate Analysis),Phenotype,Allergic Disease (Asthma-- Hay Fever And/Or Eczema) (Multivariate Analysis)
16727,Gall Stone Disease Or Coronary Artery Disease,Phenotype,Gall Stone Disease Or Coronary Artery Disease
16729,1-Margaroyl-2-Linoleoyl-Gpc (17:0/18:2) Levels,Phenotype,1-Margaroyl-2-Linoleoyl-Gpc (17:0/18:2) Levels
16731,Body Mass Index And Coronary Artery Disease (Pairwise),Phenotype,Body Mass Index And Coronary Artery Disease (Pairwise)
16733,Heart Failure,Phenotype,Heart Failure
16740,Interferon-Related Traits,Phenotype,Interferon-Related Traits
16742,Mosquito Bite Size,Phenotype,Mosquito Bite Size
16744,Neutrophils And Lymphocytes In Blood (Confirmatory Factor Analysis Factor 35),Phenotype,Neutrophils And Lymphocytes In Blood (Confirmatory Factor Analysis Factor 35)
16748,Cytochrome P450 3A4 Levels,Phenotype,Cytochrome P450 3A4 Levels
16750,Drinks Per Week,Phenotype,Drinks Per Week
16753,Antipsychotic-Induced Ldl-Cholesterol Change In Schizophrenia (4-Week),Phenotype,Antipsychotic-Induced Ldl-Cholesterol Change In Schizophrenia (4-Week)
16755,Heart Rate In Heart Failure With Reduced Ejection Fraction,Phenotype,Heart Rate In Heart Failure With Reduced Ejection Fraction
16757,Monocyte Forward Scatter Distribution Width,Phenotype,Monocyte Forward Scatter Distribution Width
16759,Blood Urea Nitrogen Levels,Phenotype,Blood Urea Nitrogen Levels
16761,Cold Induced Vasodilation,Phenotype,Cold Induced Vasodilation
16763,Asthma (Childhood Onset),Phenotype,Asthma (Childhood Onset)
16765,Seropositivity For Bartonella Henselae Peptide (Agilent_237188),Phenotype,Seropositivity For Bartonella Henselae Peptide (Agilent_237188)
16769,Non-Melanoma Skin Cancer,Phenotype,Non-Melanoma Skin Cancer
16773,Neuroticism Conditioned On Cognitive Performance (Multi-Trait Conditioning And Joint Analysis),Phenotype,Neuroticism Conditioned On Cognitive Performance (Multi-Trait Conditioning And Joint Analysis)
16777,Alzheimer'S Disease Or Educational Attainment (Pleiotropy),Phenotype,Alzheimer'S Disease Or Educational Attainment (Pleiotropy)
16780,Intraocular Pressure (Confirmatory Factor Analysis Factor 26),Phenotype,Intraocular Pressure (Confirmatory Factor Analysis Factor 26)
16782,Household Income (Mtag),Phenotype,Household Income (Mtag)
16784,Seropositivity For Plasmodium Falciparum Peptide (Twist_36885),Phenotype,Seropositivity For Plasmodium Falciparum Peptide (Twist_36885)
16786,Concentration Of Small Ldl Particles,Phenotype,Concentration Of Small Ldl Particles
16790,Ceramide Levels,Phenotype,Ceramide Levels
16792,Fractalkine Levels,Phenotype,Fractalkine Levels
16795,Total Cholesterol In Medium Ldl,Phenotype,Total Cholesterol In Medium Ldl
16799,Protein Delta Homolog 1:Extracellular Domain Levels,Phenotype,Protein Delta Homolog 1:Extracellular Domain Levels
16802,Essential Hypertension (Time To Event),Phenotype,Essential Hypertension (Time To Event)
16804,Color Vision Defects (Deutan-Protan),Phenotype,Color Vision Defects (Deutan-Protan)
16806,Pancreatic Cancer,Phenotype,Pancreatic Cancer
16811,Highest Math Class Taken,Phenotype,Highest Math Class Taken
16814,Resistance To Covid-19 Infection (Exposed Negative Vs Positive),Phenotype,Resistance To Covid-19 Infection (Exposed Negative Vs Positive)
16817,Corneal Curvature,Phenotype,Corneal Curvature
16819,Free Cholesterol In Medium Ldl,Phenotype,Free Cholesterol In Medium Ldl
16825,FVC,Phenotype,FVC
16829,Cholesterol In Small Vldl (Ukb Data Field 23512),Phenotype,Cholesterol In Small Vldl (Ukb Data Field 23512)
16833,Waist-To-Hip Ratio Adjusted For Bmi (Adjusted For Smoking Behaviour),Phenotype,Waist-To-Hip Ratio Adjusted For Bmi (Adjusted For Smoking Behaviour)
16835,Medication Use (Antihypertensives),Phenotype,Medication Use (Antihypertensives)
16837,Waist-Hip Index,Phenotype,Waist-Hip Index
16838,Basophil Count,Phenotype,Basophil Count
16841,Stable Warfarin Dose,Phenotype,Stable Warfarin Dose
16843,Beans Liking,Phenotype,Beans Liking
16846,Bone Mineral Density,Phenotype,Bone Mineral Density
16848,Dorsomedial Frontal Area (Unadjusted For Global Measures),Phenotype,Dorsomedial Frontal Area (Unadjusted For Global Measures)
16851,Caspase Recruitment Domain-Containing Protein 18 Levels,Phenotype,Caspase Recruitment Domain-Containing Protein 18 Levels
16853,Pcdh17/Ptprm Protein Level Ratio,Phenotype,Pcdh17/Ptprm Protein Level Ratio
16856,Igg Glycosylation,Phenotype,Igg Glycosylation
16859,Educational Attainment (Mtag),Phenotype,Educational Attainment (Mtag)
16861,Verbal Learning,Phenotype,Verbal Learning
16863,Smoking Initiation (Ever Regular Vs Never Regular) (Mtag),Phenotype,Smoking Initiation (Ever Regular Vs Never Regular) (Mtag)
16865,Reticulocyte Count,Phenotype,Reticulocyte Count
16867,5Alpha-Pregnan-3Beta--20Alpha-Diol Monosulfate (2) Levels In Elite Athletes,Phenotype,5Alpha-Pregnan-3Beta--20Alpha-Diol Monosulfate (2) Levels In Elite Athletes
16870,Gestational Thrombocytopenia,Phenotype,Gestational Thrombocytopenia
16873,Trafficking Protein Particle Complex Subunit 4 Levels,Phenotype,Trafficking Protein Particle Complex Subunit 4 Levels
16876,Total Lipids In Medium Vldl,Phenotype,Total Lipids In Medium Vldl
16878,Waist Circumference Adjusted For Bmi (Joint Analysis Main Effects And Physical Activity Interaction),Phenotype,Waist Circumference Adjusted For Bmi (Joint Analysis Main Effects And Physical Activity Interaction)
16880,Triglycerides To Total Lipids Ratio In Large Ldl,Phenotype,Triglycerides To Total Lipids Ratio In Large Ldl
16882,Dementia,Phenotype,Dementia
16884,Covid-19 (Covid Vs Negative),Phenotype,Covid-19 (Covid Vs Negative)
16889,Regular Attendance At A Gym Or Sports Club,Phenotype,Regular Attendance At A Gym Or Sports Club
16892,High Light Scatter Reticulocyte Count,Phenotype,High Light Scatter Reticulocyte Count
16894,Self-Reported Allergy,Phenotype,Self-Reported Allergy
16896,Crisps Liking,Phenotype,Crisps Liking
16898,Venous Thromboembolism (Snp X Snp Interaction),Phenotype,Venous Thromboembolism (Snp X Snp Interaction)
16900,Response To Cognitive-Behavioural Therapy In Anxiety Disorder,Phenotype,Response To Cognitive-Behavioural Therapy In Anxiety Disorder
16904,Platelet Distribution Width,Phenotype,Platelet Distribution Width
16912,Pentraxin-Related Protein Ptx3 Levels,Phenotype,Pentraxin-Related Protein Ptx3 Levels
16915,X-12244--N-Acetylcarnosine Levels,Phenotype,X-12244--N-Acetylcarnosine Levels
16918,Physiological Traits,Phenotype,Physiological Traits
16921,Cannabis Use Disorder,Phenotype,Cannabis Use Disorder
16925,Transcription Initiation Factor Tfiid Subunit 10 Levels,Phenotype,Transcription Initiation Factor Tfiid Subunit 10 Levels
16927,Fasting Insulin Z-Score (>50Th Percentile),Phenotype,Fasting Insulin Z-Score (>50Th Percentile)
16929,Cigarettes Smoked Per Day,Phenotype,Cigarettes Smoked Per Day
16938,Facial Morphology (Segment 14),Phenotype,Facial Morphology (Segment 14)
16941,Suicide Attempts,Phenotype,Suicide Attempts
16945,Pediatric Bone Mineral Content (Radius),Phenotype,Pediatric Bone Mineral Content (Radius)
16947,Triglycerides To Total Lipids In Small Ldl Percentage (Ukb Data Field 23628),Phenotype,Triglycerides To Total Lipids In Small Ldl Percentage (Ukb Data Field 23628)
16949,Femur Bone Mineral Density X Serum Urate Levels Interaction,Phenotype,Femur Bone Mineral Density X Serum Urate Levels Interaction
16954,Acute Radiotoxicity In Prostate Cancer,Phenotype,Acute Radiotoxicity In Prostate Cancer
16956,Shoulder Impingement Syndrome,Phenotype,Shoulder Impingement Syndrome
16959,Post Bronchodilator Fev1,Phenotype,Post Bronchodilator Fev1
16961,Interleukin-17 Receptor D Levels,Phenotype,Interleukin-17 Receptor D Levels
16967,Covid-19 (Hospitalized Vs Not Hospitalized),Phenotype,Covid-19 (Hospitalized Vs Not Hospitalized)
16969,Testosterone Levels X Vegetarianism Interaction,Phenotype,Testosterone Levels X Vegetarianism Interaction
16971,Glucose-Dependent Insulinotropic Peptide Levels,Phenotype,Glucose-Dependent Insulinotropic Peptide Levels
16977,Surgical Knee Osteoarthritis,Phenotype,Surgical Knee Osteoarthritis
16981,Whole Brain Free Water Diffusion (Multivariate Analysis),Phenotype,Whole Brain Free Water Diffusion (Multivariate Analysis)
16983,White Blood Cell Count (Basophil),Phenotype,White Blood Cell Count (Basophil)
16985,Serum Alkaline Phosphatase Levels,Phenotype,Serum Alkaline Phosphatase Levels
16987,Bipolar Disorder,Phenotype,Bipolar Disorder
16989,Optic Disc Size,Phenotype,Optic Disc Size
16991,Body Mass Index (Change Over Time),Phenotype,Body Mass Index (Change Over Time)
16993,Caproate (6:0) Levels,Phenotype,Caproate (6:0) Levels
16996,3-Hydroxyisobutyrate Levels In Elite Athletes,Phenotype,3-Hydroxyisobutyrate Levels In Elite Athletes
16998,Alzheimer'S Disease With Visuospatial Domain Impairment,Phenotype,Alzheimer'S Disease With Visuospatial Domain Impairment
17000,Hdl Cholesterol Levels,Phenotype,Hdl Cholesterol Levels
17003,X-24947 Levels,Phenotype,X-24947 Levels
17006,Response To Metformin (Ic50),Phenotype,Response To Metformin (Ic50)
17008,Leucine-Rich Repeat And Transmembrane Domain-Containing Protein 1 Levels,Phenotype,Leucine-Rich Repeat And Transmembrane Domain-Containing Protein 1 Levels
17010,C-Reactive Protein Levels (Mtag),Phenotype,C-Reactive Protein Levels (Mtag)
17017,Alzheimer'S Disease (Cognitive Decline),Phenotype,Alzheimer'S Disease (Cognitive Decline)
17019,Chronic Obstructive Pulmonary Disease Liability (Machine Learning-Based Score),Phenotype,Chronic Obstructive Pulmonary Disease Liability (Machine Learning-Based Score)
17023,Osteoarthritis,Phenotype,Osteoarthritis
17024,Deep White Matter Hyperintensities,Phenotype,Deep White Matter Hyperintensities
17026,Plateletcrit,Phenotype,Plateletcrit
17028,Sphingomyelin(32:1)_[M+H]1+ Levels,Phenotype,Sphingomyelin(32:1)_[M+H]1+ Levels
17033,Brain Morphology (Min-P),Phenotype,Brain Morphology (Min-P)
17038,Decanoylcarnitine Levels,Phenotype,Decanoylcarnitine Levels
17043,Response To Hepatitis C Treatment,Phenotype,Response To Hepatitis C Treatment
17045,Ischemic Stroke (Cardioembolic),Phenotype,Ischemic Stroke (Cardioembolic)
17047,Serum Urea Levels,Phenotype,Serum Urea Levels
17049,Migraine,Phenotype,Migraine
17051,Glycosyl Ceramide (D18:1/20:0-- D16:1/22:0) Levels,Phenotype,Glycosyl Ceramide (D18:1/20:0-- D16:1/22:0) Levels
17054,Eosinophil Forward Scatter,Phenotype,Eosinophil Forward Scatter
17056,Endometriosis,Phenotype,Endometriosis
17058,Hemoglobin Concentration,Phenotype,Hemoglobin Concentration
17061,Multimerin-2 Levels (Mmrn2.11895.21.3),Phenotype,Multimerin-2 Levels (Mmrn2.11895.21.3)
17064,Testican-3 Levels,Phenotype,Testican-3 Levels
17066,Brain Volume In Infants (Grey Matter),Phenotype,Brain Volume In Infants (Grey Matter)
17069,Erbin/Lat2 Protein Level Ratio,Phenotype,Erbin/Lat2 Protein Level Ratio
17071,Reticulocyte Side Fluorescence,Phenotype,Reticulocyte Side Fluorescence
17073,Dental Caries,Phenotype,Dental Caries
17076,Protocadherin-10:Extracellular Domain Levels,Phenotype,Protocadherin-10:Extracellular Domain Levels
17078,Chronic Obstructive Pulmonary Disease,Phenotype,Chronic Obstructive Pulmonary Disease
17081,Estimated Glomerular Filtration Rate (Creatinine-- Cystatin C),Phenotype,Estimated Glomerular Filtration Rate (Creatinine-- Cystatin C)
17083,Adolescent Idiopathic Scoliosis,Phenotype,Adolescent Idiopathic Scoliosis
17085,Covid-19 (Critical Illness Vs Population),Phenotype,Covid-19 (Critical Illness Vs Population)
17090,Growth-Regulated Alpha Protein Levels,Phenotype,Growth-Regulated Alpha Protein Levels
17092,Cognitive Performance (Attention) (Longitudinal),Phenotype,Cognitive Performance (Attention) (Longitudinal)
17095,Cortical Thickness,Phenotype,Cortical Thickness
17099,Vitamin D-Binding Protein Levels,Phenotype,Vitamin D-Binding Protein Levels
17101,Allergic Sensitization,Phenotype,Allergic Sensitization
17103,Nk-Cell Telomere Length,Phenotype,Nk-Cell Telomere Length
17105,Estimated Glomerular Filtration Rate,Phenotype,Estimated Glomerular Filtration Rate
17107,Glucose Levels,Phenotype,Glucose Levels
17109,Diffuse Plaques (Snp X Snp Interaction),Phenotype,Diffuse Plaques (Snp X Snp Interaction)
17111,Mean Arterial Pressure X Alcohol Consumption Interaction (2Df Test),Phenotype,Mean Arterial Pressure X Alcohol Consumption Interaction (2Df Test)
17112,Venous Thromboembolism,Phenotype,Venous Thromboembolism
17115,Multi-Trait Sex Score,Phenotype,Multi-Trait Sex Score
17118,Personality Traits Or Cognitive Traits (Multivariate Analysis),Phenotype,Personality Traits Or Cognitive Traits (Multivariate Analysis)
17121,Vaginal Microbiome Metacyc Pathway (Pwy0-321|Phenylacetate Degradation I (Aerobic)),Phenotype,Vaginal Microbiome Metacyc Pathway (Pwy0-321|Phenylacetate Degradation I (Aerobic))
17125,Composite Immunoglobulin Trait (Igg/Igm),Phenotype,Composite Immunoglobulin Trait (Igg/Igm)
17127,Monohexosylceramide (D16:1/18:0) Levels,Phenotype,Monohexosylceramide (D16:1/18:0) Levels
17129,Modified Stumvoll Insulin Sensitivity Index (Bmi Interaction),Phenotype,Modified Stumvoll Insulin Sensitivity Index (Bmi Interaction)
17131,Smooth-Surface Caries,Phenotype,Smooth-Surface Caries
17133,Emphysema Annual Change Measurement In Smokers (Adjusted Lung Density),Phenotype,Emphysema Annual Change Measurement In Smokers (Adjusted Lung Density)
17135,Sterol Ester (27:1/18:2) Levels,Phenotype,Sterol Ester (27:1/18:2) Levels
17138,Rectal Cancer,Phenotype,Rectal Cancer
17140,Uveal Melanoma (Tnm Stage 3 Or 4),Phenotype,Uveal Melanoma (Tnm Stage 3 Or 4)
17142,S-Methylmethionine--Homocysteine S-Methyltransferase Bhmt2 Levels,Phenotype,S-Methylmethionine--Homocysteine S-Methyltransferase Bhmt2 Levels
17146,Enterococcaceae Abundance In Stool,Phenotype,Enterococcaceae Abundance In Stool
17149,Phospholipids In Small Vldl,Phenotype,Phospholipids In Small Vldl
17151,Atrial Fibrillation (Mtag),Phenotype,Atrial Fibrillation (Mtag)
17154,Efna4/Scarb2 Protein Level Ratio,Phenotype,Efna4/Scarb2 Protein Level Ratio
17156,Eczema,Phenotype,Eczema
17158,Blond Vs. Brown/Black Hair Color,Phenotype,Blond Vs. Brown/Black Hair Color
17166,Limited Cutaneous Systemic Scleroderma,Phenotype,Limited Cutaneous Systemic Scleroderma
17168,Cigarettes Smoked Per Day (Mtag),Phenotype,Cigarettes Smoked Per Day (Mtag)
17170,Abdominal Aortic Aneurysm,Phenotype,Abdominal Aortic Aneurysm
17172,Estimated Glomerular Filtration Rate (Creatinine),Phenotype,Estimated Glomerular Filtration Rate (Creatinine)
17176,Systolic Blood Pressure (Bmi Unadjusted),Phenotype,Systolic Blood Pressure (Bmi Unadjusted)
17178,Diisocyanate-Induced Asthma,Phenotype,Diisocyanate-Induced Asthma
17182,Baseline Memory In Impaired Cognition,Phenotype,Baseline Memory In Impaired Cognition
17184,Principal Component-Derived Dietary Pattern 1,Phenotype,Principal Component-Derived Dietary Pattern 1
17187,Urine X-11612 Levels In Chronic Kidney Disease,Phenotype,Urine X-11612 Levels In Chronic Kidney Disease
17190,Aspartate Aminotransferase Levels,Phenotype,Aspartate Aminotransferase Levels
17192,Eosinophil-Derived Neurotoxin Levels,Phenotype,Eosinophil-Derived Neurotoxin Levels
17195,Chronotype,Phenotype,Chronotype
17197,Itgb1Bp2/Tia1 Protein Level Ratio,Phenotype,Itgb1Bp2/Tia1 Protein Level Ratio
17199,Allergy,Phenotype,Allergy
17202,Phosphatidylglycerol(32:1)_[M+Oac]1- Levels,Phenotype,Phosphatidylglycerol(32:1)_[M+Oac]1- Levels
17204,Night Sleep Phenotypes,Phenotype,Night Sleep Phenotypes
17209,Suicide Attempt Severity In Mood Disorders,Phenotype,Suicide Attempt Severity In Mood Disorders
17214,Metabolite Levels,Phenotype,Metabolite Levels
17216,Sphingolipid Levels,Phenotype,Sphingolipid Levels
17219,Endrin Levels,Phenotype,Endrin Levels
17222,Parkinson'S Disease,Phenotype,Parkinson'S Disease
17227,Vwf Levels,Phenotype,Vwf Levels
17230,Cystatin C Levels,Phenotype,Cystatin C Levels
17232,Arachidonoylcarnitine (C20:4) Levels,Phenotype,Arachidonoylcarnitine (C20:4) Levels
17236,Cognitive Decline Rate In Late Mild Cognitive Impairment,Phenotype,Cognitive Decline Rate In Late Mild Cognitive Impairment
17239,Nicotine Dependence,Phenotype,Nicotine Dependence
17241,Blood And Toenail Selenium Levels,Phenotype,Blood And Toenail Selenium Levels
17243,Lysophosphatidylethanolamine (16:0) [Sn1] Levels,Phenotype,Lysophosphatidylethanolamine (16:0) [Sn1] Levels
17245,Hars1/Mesd Protein Level Ratio,Phenotype,Hars1/Mesd Protein Level Ratio
17249,Autism Spectrum Disorder Or Schizophrenia,Phenotype,Autism Spectrum Disorder Or Schizophrenia
17251,Cleft Lip With Or Without Cleft Palate,Phenotype,Cleft Lip With Or Without Cleft Palate
17253,Waist Circumference Adjusted For Bmi In Active Individuals,Phenotype,Waist Circumference Adjusted For Bmi In Active Individuals
17255,Major Depressive Disorder Or Stress-Related Disorder,Phenotype,Major Depressive Disorder Or Stress-Related Disorder
17257,Concentration Of Large Vldl Particles,Phenotype,Concentration Of Large Vldl Particles
17259,Mortality In Sepsis,Phenotype,Mortality In Sepsis
17264,Rs-Warfarin Levels,Phenotype,Rs-Warfarin Levels
17270,Sum Eosinophil Basophil Counts,Phenotype,Sum Eosinophil Basophil Counts
17275,Corneal Astigmatism,Phenotype,Corneal Astigmatism
17277,White Matter Microstructure (Radial Diusivities),Phenotype,White Matter Microstructure (Radial Diusivities)
17283,Cd5/Il16 Protein Level Ratio,Phenotype,Cd5/Il16 Protein Level Ratio
17286,Free Testosterone Levels,Phenotype,Free Testosterone Levels
17288,Risk-Taking Tendency (4-Domain Principal Component Model),Phenotype,Risk-Taking Tendency (4-Domain Principal Component Model)
17295,Leisure Sedentary Behaviour (Television Watching),Phenotype,Leisure Sedentary Behaviour (Television Watching)
17297,Total Testosterone Levels,Phenotype,Total Testosterone Levels
17301,Cortical Surface Area,Phenotype,Cortical Surface Area
17303,Free Cholesterol To Total Lipids Ratio In Small Ldl,Phenotype,Free Cholesterol To Total Lipids Ratio In Small Ldl
17305,Hair Color,Phenotype,Hair Color
17307,Post Bronchodilator Fev1/Fvc Ratio In Copd,Phenotype,Post Bronchodilator Fev1/Fvc Ratio In Copd
17310,Prostate Cancer,Phenotype,Prostate Cancer
17312,C-Reactive Protein Levels,Phenotype,C-Reactive Protein Levels
17315,Free Cholesterol To Total Lipids Ratio In Medium Ldl,Phenotype,Free Cholesterol To Total Lipids Ratio In Medium Ldl
17317,Medication Use For Hypertension (Number Of Purchases),Phenotype,Medication Use For Hypertension (Number Of Purchases)
17319,Renal Function And Chronic Kidney Disease,Phenotype,Renal Function And Chronic Kidney Disease
17324,Proinsulin Levels,Phenotype,Proinsulin Levels
17326,Cortical Thickness (Mostest),Phenotype,Cortical Thickness (Mostest)
17328,Shingles,Phenotype,Shingles
17330,Brain Morphology (Mostest),Phenotype,Brain Morphology (Mostest)
17332,FEV1,Phenotype,FEV1
17334,Inhibitory Control,Phenotype,Inhibitory Control
17336,Systemic Sclerosis,Phenotype,Systemic Sclerosis
17339,Precentral Gyrus Volume,Phenotype,Precentral Gyrus Volume
17345,Body Surface Area,Phenotype,Body Surface Area
17347,Diacylglycerol_38:5_[M+H-H2O]1+ Levels,Phenotype,Diacylglycerol_38:5_[M+H-H2O]1+ Levels
17349,Blood Pressure (Pleiotropy Model 2 Sbp Adjusted For Estimated Causal Effects X Dbp),Phenotype,Blood Pressure (Pleiotropy Model 2 Sbp Adjusted For Estimated Causal Effects X Dbp)
17355,Handedness In Dyslexia,Phenotype,Handedness In Dyslexia
17358,Cholesteryl Esters To Total Lipids Ratio In Medium Ldl,Phenotype,Cholesteryl Esters To Total Lipids Ratio In Medium Ldl
17360,Free Androgen Index,Phenotype,Free Androgen Index
17363,Essential Tremor,Phenotype,Essential Tremor
17367,Periodontitis (Mean Pal),Phenotype,Periodontitis (Mean Pal)
17369,Concentration Of Very Large Vldl Particles (Ukb Data Field 23488),Phenotype,Concentration Of Very Large Vldl Particles (Ukb Data Field 23488)
17371,Excessive Daytime Sleepiness,Phenotype,Excessive Daytime Sleepiness
17373,Gastric Cancer,Phenotype,Gastric Cancer
17377,Morning Vs. Evening Chronotype,Phenotype,Morning Vs. Evening Chronotype
17380,Alkenylphosphatidylethanolamine (P-20:0/18:2) Levels,Phenotype,Alkenylphosphatidylethanolamine (P-20:0/18:2) Levels
17382,Cd79B/Tnfrsf13B Protein Level Ratio,Phenotype,Cd79B/Tnfrsf13B Protein Level Ratio
17384,Familial Lung Adenocarcinoma,Phenotype,Familial Lung Adenocarcinoma
17386,Atopic Asthma,Phenotype,Atopic Asthma
17388,Cortical Thickness (Min-P),Phenotype,Cortical Thickness (Min-P)
17391,Serum Omega-3 Polyunsaturated Fatty Acid Concentration In Metabolic Syndrome,Phenotype,Serum Omega-3 Polyunsaturated Fatty Acid Concentration In Metabolic Syndrome
17394,Hip Index,Phenotype,Hip Index
17396,Emotional Lability In Attention Deficit Hyperactivity Disorder,Phenotype,Emotional Lability In Attention Deficit Hyperactivity Disorder
17399,Cholesteryl Esters To Total Lipids Ratio In Small Hdl,Phenotype,Cholesteryl Esters To Total Lipids Ratio In Small Hdl
17401,Vaginal Microbiome Relative Abundance (S_Peptoniphilus Vaginalis),Phenotype,Vaginal Microbiome Relative Abundance (S_Peptoniphilus Vaginalis)
17403,Adverse Response To Inhaled Corticosteroid Treatment X Age Interaction In Asthma,Phenotype,Adverse Response To Inhaled Corticosteroid Treatment X Age Interaction In Asthma
17406,Circulating Chromogranin Peptide Levels,Phenotype,Circulating Chromogranin Peptide Levels
17408,Sunburns,Phenotype,Sunburns
17411,Micb_Mica/Tek Protein Level Ratio,Phenotype,Micb_Mica/Tek Protein Level Ratio
17414,Coronary Artery Disease Or Von Willebrand Factor Levels (Pleiotropy),Phenotype,Coronary Artery Disease Or Von Willebrand Factor Levels (Pleiotropy)
17419,Alzheimer'S Disease-- Proxy Alzheimer'S Disease Or Related Dementias,Phenotype,Alzheimer'S Disease-- Proxy Alzheimer'S Disease Or Related Dementias
17422,Type 2 Diabetes Or Prostate Cancer (Pleiotropy),Phenotype,Type 2 Diabetes Or Prostate Cancer (Pleiotropy)
17425,Brain Shape (Segment 1),Phenotype,Brain Shape (Segment 1)
17428,Height (Standard Gwa),Phenotype,Height (Standard Gwa)
17434,Type 1 Diabetes (Age At Diagnosis),Phenotype,Type 1 Diabetes (Age At Diagnosis)
