FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase,FromType,ToType
13991,26485,adrenergic receptor antagonist|serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25575,26485,adrenergic receptor antagonist|serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25551,26485,adrenergic receptor antagonist|serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25751,26486,opioid receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25872,26486,opioid receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25873,26486,opioid receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25551,26496,serotonin receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25573,26497,dopamine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25575,26497,dopamine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25541,26497,dopamine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25546,26497,dopamine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25547,26497,dopamine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25548,26497,dopamine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25549,26497,dopamine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25551,26497,dopamine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
7079,26497,dopamine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
5173,26498,endothelin receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
6150,26499,endothelin receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
12161,26500,Ras GTPase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
12295,26500,Ras GTPase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
5189,26501,histone lysine methyltransferase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26403,26502,ribosomal protein inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8439,26502,ribosomal protein inhibitor,MoA,Preclinical,Gene,Chemical_Compound
15329,26502,ribosomal protein inhibitor,MoA,Preclinical,Gene,Chemical_Compound
15188,26503,kinesin inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8688,26504,protein synthesis inhibitor,MoA,Preclinical,Gene,Chemical_Compound
14870,26504,protein synthesis inhibitor,MoA,Preclinical,Gene,Chemical_Compound
2942,26510,dihydroorotate dehydrogenase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25598,26511,GABA benzodiazepine site receptor partial agonist,MoA,Phase 2,Gene,Chemical_Compound
25640,26511,GABA benzodiazepine site receptor partial agonist,MoA,Phase 2,Gene,Chemical_Compound
25641,26511,GABA benzodiazepine site receptor partial agonist,MoA,Phase 2,Gene,Chemical_Compound
25600,26511,GABA benzodiazepine site receptor partial agonist,MoA,Phase 2,Gene,Chemical_Compound
25642,26511,GABA benzodiazepine site receptor partial agonist,MoA,Phase 2,Gene,Chemical_Compound
25643,26511,GABA benzodiazepine site receptor partial agonist,MoA,Phase 2,Gene,Chemical_Compound
14804,26514,cyclin D inhibitor,MoA,Phase 1,Gene,Chemical_Compound
25808,26519,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
5212,26519,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
26178,26519,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25955,26519,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25712,26519,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25760,26520,FGFR inhibitor|VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25551,26521,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25552,26521,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25553,26521,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25853,26521,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25854,26521,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25554,26521,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
7079,26521,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25555,26521,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25962,26521,serotonin receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
7449,26522,cholesterol inhibitor,MoA,Phase 1,Gene,Chemical_Compound
25660,26523,adrenergic receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25804,26523,adrenergic receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25918,26523,adrenergic receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25541,26524,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25543,26524,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25544,26524,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
4153,26525,phosphodiesterase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8147,26525,phosphodiesterase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25872,26526,opioid receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25853,26527,serotonin receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25854,26527,serotonin receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
7829,26529,cyclooxygenase inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
25665,26529,cyclooxygenase inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
25804,26534,adrenergic receptor agonist,MoA,Phase 3,Gene,Chemical_Compound
25592,26535,glycine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25593,26535,glycine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25594,26535,glycine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25595,26535,glycine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
9280,26535,glycine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
5178,26536,CDK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26537,26538,ATPase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
13691,26539,mitotic kinesin inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25921,26540,dopamine reuptake inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
25958,26540,dopamine reuptake inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
25800,26540,dopamine reuptake inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
13139,26541,GABA receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
15694,26542,integrin inhibitor,MoA,Preclinical,Gene,Chemical_Compound
15105,26542,integrin inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7020,26543,imidazoline receptor ligand,MoA,Preclinical,Gene,Chemical_Compound
7633,26543,imidazoline receptor ligand,MoA,Preclinical,Gene,Chemical_Compound
26333,26548,cyclooxygenase inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
15499,26548,cyclooxygenase inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
9637,26554,PI3K inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25846,26554,PI3K inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25660,26556,adrenergic receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
13953,26561,tripeptidyl peptidase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25546,26562,dopamine receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
25547,26562,dopamine receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
25548,26562,dopamine receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
25549,26562,dopamine receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
25550,26562,dopamine receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
25551,26562,dopamine receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
25554,26562,dopamine receptor antagonist,MoA,Phase 2,Gene,Chemical_Compound
7591,26564,EGFR inhibitor|SRC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7658,26566,glutathione transferase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
25676,26567,carbonic anhydrase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
3557,26569,11-beta hydroxysteroid dehydrogenase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
4909,26570,tyrosine phosphatase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
6921,26570,tyrosine phosphatase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
5751,26570,tyrosine phosphatase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25795,26571,lipoxygenase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
25795,26572,lipoxygenase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25751,26573,opioid receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25873,26573,opioid receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25751,26574,opioid receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
7020,26575,monoamine oxidase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25554,26576,serotonin receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
7079,26576,serotonin receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25555,26576,serotonin receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
8227,26577,IKK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7517,26577,IKK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8086,26577,IKK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25712,26577,IKK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
3724,26577,IKK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
5297,26577,IKK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8227,26578,pyruvate dehydrogenase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7517,26578,pyruvate dehydrogenase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8086,26578,pyruvate dehydrogenase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25712,26578,pyruvate dehydrogenase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
3724,26578,pyruvate dehydrogenase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
5297,26578,pyruvate dehydrogenase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
13754,26579,PARP inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26580,26581,CC chemokine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
7247,26582,protein kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26594,26595,calcium-activated chloride channel inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25795,26596,HIV integrase inhibitor|lipoxygenase inhibitor|nitric oxide production inhibitor|tumor necrosis factor production inhibitor,MoA,Preclinical,Gene,Chemical_Compound
10043,26596,HIV integrase inhibitor|lipoxygenase inhibitor|nitric oxide production inhibitor|tumor necrosis factor production inhibitor,MoA,Preclinical,Gene,Chemical_Compound
3844,26597,HIV integrase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26611,26612,calcium sensing receptor negative allosteric modulator,MoA,Preclinical,Gene,Chemical_Compound
26262,26613,motilin receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
11481,26614,calcium/calmodulin dependent protein kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
14776,26614,calcium/calmodulin dependent protein kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
12895,26614,calcium/calmodulin dependent protein kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
6322,26614,calcium/calmodulin dependent protein kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
6190,26617,TRPV activator,MoA,Phase 1,Gene,Chemical_Compound
15946,26618,topoisomerase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
11481,26622,EGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
12907,26622,EGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
13590,26622,EGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
11200,26622,EGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
12016,26623,mineralocorticoid receptor antagonist,MoA,Withdrawn,Gene,Chemical_Compound
8041,26624,adenosine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
6190,26627,TRPV agonist,MoA,Preclinical,Gene,Chemical_Compound
6139,26627,TRPV agonist,MoA,Preclinical,Gene,Chemical_Compound
7850,26629,ribonucleotide reductase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
26662,26663,calcium channel blocker,MoA,Phase 3,Gene,Chemical_Compound
5948,26664,angiotensin antagonist,MoA,Phase 1,Gene,Chemical_Compound
3188,26665,WNT signaling inhibitor,MoA,Preclinical,Gene,Chemical_Compound
13040,26666,histamine receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
15168,26669,NADPH quinone oxidoreductase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
11988,26670,sodium/hydrogen exchanger inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25804,26673,adrenergic receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25547,26674,dopamine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
7020,26676,monoamine oxidase inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
7633,26676,monoamine oxidase inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
2512,26683,GTPase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
3928,26684,glucosidase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
4689,26684,glucosidase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
2744,26685,cathepsin inhibitor,MoA,Preclinical,Gene,Chemical_Compound
4497,26685,cathepsin inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26686,26685,cathepsin inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25846,26687,PI3K inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7292,26688,androgen receptor antagonist,MoA,Phase 3,Gene,Chemical_Compound
11104,26689,valosin-containing protein inhibitor,MoA,Phase 1,Gene,Chemical_Compound
10125,26690,glutaminase inhibitor,MoA,Phase 2,Gene,Chemical_Compound
26425,26691,glutamate receptor positive allosteric modulator,MoA,Preclinical,Gene,Chemical_Compound
25795,26692,lipoxygenase inhibitor,MoA,Phase 1,Gene,Chemical_Compound
7640,26693,DNA protein kinase inhibitor|mTOR inhibitor,MoA,Phase 2,Gene,Chemical_Compound
7640,26694,mTOR inhibitor,MoA,Phase 2,Gene,Chemical_Compound
9097,26695,JNK inhibitor,MoA,Phase 1,Gene,Chemical_Compound
7661,26696,apoptosis stimulant,MoA,Preclinical,Gene,Chemical_Compound
12487,26696,apoptosis stimulant,MoA,Preclinical,Gene,Chemical_Compound
12463,26697,G protein signaling inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26698,26697,G protein signaling inhibitor,MoA,Preclinical,Gene,Chemical_Compound
12463,26699,G protein signaling inhibitor,MoA,Preclinical,Gene,Chemical_Compound
12463,26700,G protein signaling inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25571,26701,acetylcholine receptor allosteric modulator,MoA,Preclinical,Gene,Chemical_Compound
3188,26702,WNT signaling inhibitor,MoA,Preclinical,Gene,Chemical_Compound
4229,26703,HSP inhibitor,MoA,Preclinical,Gene,Chemical_Compound
4111,26703,HSP inhibitor,MoA,Preclinical,Gene,Chemical_Compound
13343,26704,Aurora kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8285,26704,Aurora kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25916,26704,Aurora kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
13343,26705,Aurora kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8285,26705,Aurora kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25916,26705,Aurora kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25866,26706,nicotinic receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
6665,26707,retinoid receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
6665,26708,retinoid receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
15298,26709,CDK inhibitor|glycogen synthase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
6044,26709,CDK inhibitor|glycogen synthase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8086,26709,CDK inhibitor|glycogen synthase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
11699,26710,CDK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25655,26711,glutamate receptor positive allosteric modulator,MoA,Preclinical,Gene,Chemical_Compound
26294,26712,opioid receptor agonist,MoA,Phase 3,Gene,Chemical_Compound
25873,26712,opioid receptor agonist,MoA,Phase 3,Gene,Chemical_Compound
5185,26713,KIT inhibitor|VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
26178,26713,KIT inhibitor|VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25632,26713,KIT inhibitor|VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
26179,26713,KIT inhibitor|VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25712,26713,KIT inhibitor|VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
25633,26713,KIT inhibitor|VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
7392,26713,KIT inhibitor|VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
12302,26713,KIT inhibitor|VEGFR inhibitor,MoA,Phase 3,Gene,Chemical_Compound
9018,26723,RAF inhibitor,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
5450,26723,RAF inhibitor,MoA,Phase 1/Phase 2,Gene,Chemical_Compound
11600,26724,JAK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
11330,26725,ALK tyrosine kinase receptor inhibitor,MoA,Phase 1,Gene,Chemical_Compound
26367,26729,CCK receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
8337,26730,ACAT inhibitor|cholesterol inhibitor,MoA,Phase 2,Gene,Chemical_Compound
26731,26732,triacylglycerol lipase inhibitor,MoA,Phase 3,Gene,Chemical_Compound
7762,26737,microtubule stimulant|tubulin polymerization inhibitor,MoA,Phase 1,Gene,Chemical_Compound
26738,26739,rap guanine nucleotide exchange factor inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26051,26740,chloride channel blocker,MoA,Preclinical,Gene,Chemical_Compound
8041,26741,adenosine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25726,26741,adenosine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
9810,26741,adenosine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
25727,26741,adenosine receptor agonist,MoA,Phase 2,Gene,Chemical_Compound
8041,26742,adenosine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
9810,26742,adenosine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25727,26742,adenosine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
12946,26743,ATM kinase inhibitor|ATR kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
15816,26743,ATM kinase inhibitor|ATR kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
9986,26744,MDM inhibitor,MoA,Phase 1,Gene,Chemical_Compound
25660,26745,adrenergic receptor agonist,MoA,Phase 1,Gene,Chemical_Compound
25804,26745,adrenergic receptor agonist,MoA,Phase 1,Gene,Chemical_Compound
25918,26745,adrenergic receptor agonist,MoA,Phase 1,Gene,Chemical_Compound
13139,26746,GABA receptor modulator,MoA,Preclinical,Gene,Chemical_Compound
25660,26747,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25918,26747,adrenergic receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
12796,26748,mitochondrial Na+/Ca2+ exchanger antagonist|sodium/calcium exchange inhibitor,MoA,Preclinical,Gene,Chemical_Compound
11142,26749,glutamate receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
4203,26749,glutamate receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
14160,26749,glutamate receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
14968,26749,glutamate receptor antagonist,MoA,Phase 1,Gene,Chemical_Compound
12907,26750,EGFR inhibitor,MoA,Preclinical,Gene,Chemical_Compound
12907,26751,EGFR inhibitor|PKC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26752,26751,EGFR inhibitor|PKC inhibitor,MoA,Preclinical,Gene,Chemical_Compound
13139,26753,GABA receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25560,26753,GABA receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
10388,26753,GABA receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
2657,26753,GABA receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
26281,26753,GABA receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
13139,26754,GABA receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25560,26754,GABA receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
10388,26754,GABA receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
2657,26754,GABA receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
26281,26754,GABA receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
8285,26755,MAP kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26440,26755,MAP kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
3103,26755,MAP kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
4881,26755,MAP kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
4757,26755,MAP kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
15298,26756,CDK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8227,26756,CDK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
26757,26758,neuropeptide receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
15298,26759,CDK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
13139,26760,GABA receptor modulator,MoA,Preclinical,Gene,Chemical_Compound
8041,26761,adenosine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25726,26761,adenosine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
9810,26761,adenosine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25727,26761,adenosine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25598,26762,benzodiazepine receptor agonist|GABA benzodiazepine site receptor partial agonist,MoA,Phase 1,Gene,Chemical_Compound
25640,26762,benzodiazepine receptor agonist|GABA benzodiazepine site receptor partial agonist,MoA,Phase 1,Gene,Chemical_Compound
25641,26762,benzodiazepine receptor agonist|GABA benzodiazepine site receptor partial agonist,MoA,Phase 1,Gene,Chemical_Compound
25600,26762,benzodiazepine receptor agonist|GABA benzodiazepine site receptor partial agonist,MoA,Phase 1,Gene,Chemical_Compound
25642,26762,benzodiazepine receptor agonist|GABA benzodiazepine site receptor partial agonist,MoA,Phase 1,Gene,Chemical_Compound
25643,26762,benzodiazepine receptor agonist|GABA benzodiazepine site receptor partial agonist,MoA,Phase 1,Gene,Chemical_Compound
8041,26763,adenosine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25726,26763,adenosine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
9810,26763,adenosine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25727,26763,adenosine receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
25598,26764,GABA receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25645,26764,GABA receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25648,26764,GABA receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
5212,26765,fibroblast growth factor inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25759,26765,fibroblast growth factor inhibitor,MoA,Phase 2,Gene,Chemical_Compound
25760,26765,fibroblast growth factor inhibitor,MoA,Phase 2,Gene,Chemical_Compound
7323,26766,monocarboxylate transporter inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8514,26769,gamma secretase modulator,MoA,Phase 2,Gene,Chemical_Compound
10043,26770,glutamate inhibitor|macrophage migration inhibiting factor inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7517,26772,CHK inhibitor,MoA,Preclinical,Gene,Chemical_Compound
6999,26773,glycogen synthase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8086,26773,glycogen synthase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
15298,26774,glycogen synthase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
6999,26774,glycogen synthase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
8086,26774,glycogen synthase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
15365,26774,glycogen synthase kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25746,26776,acetylcholine receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
25598,26778,GABA receptor modulator,MoA,Withdrawn,Gene,Chemical_Compound
6859,26795,acetylcholinesterase inhibitor,MoA,Launched,Gene,Chemical_Compound
6859,26805,acetylcholine precursor,MoA,Phase 3,Gene,Chemical_Compound
7382,26805,acetylcholine precursor,MoA,Phase 3,Gene,Chemical_Compound
25691,26805,acetylcholine precursor,MoA,Phase 3,Gene,Chemical_Compound
2628,26805,acetylcholine precursor,MoA,Phase 3,Gene,Chemical_Compound
26806,26805,acetylcholine precursor,MoA,Phase 3,Gene,Chemical_Compound
26807,26805,acetylcholine precursor,MoA,Phase 3,Gene,Chemical_Compound
8093,26805,acetylcholine precursor,MoA,Phase 3,Gene,Chemical_Compound
3540,26805,acetylcholine precursor,MoA,Phase 3,Gene,Chemical_Compound
25655,26808,glutamate receptor agonist,MoA,Preclinical,Gene,Chemical_Compound
26809,26810,serine/threonine kinase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
2742,26811,breast cancer resistance protein inhibitor,MoA,Phase 1,Gene,Chemical_Compound
3305,26811,breast cancer resistance protein inhibitor,MoA,Phase 1,Gene,Chemical_Compound
25940,26811,breast cancer resistance protein inhibitor,MoA,Phase 1,Gene,Chemical_Compound
3148,26811,breast cancer resistance protein inhibitor,MoA,Phase 1,Gene,Chemical_Compound
12907,26812,EGFR inhibitor,MoA,Preclinical,Gene,Chemical_Compound
7640,26812,EGFR inhibitor,MoA,Preclinical,Gene,Chemical_Compound
6024,26813,aryl hydrocarbon receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
7640,26814,PI3K inhibitor,MoA,Phase 1,Gene,Chemical_Compound
9637,26814,PI3K inhibitor,MoA,Phase 1,Gene,Chemical_Compound
6809,26814,PI3K inhibitor,MoA,Phase 1,Gene,Chemical_Compound
12097,26814,PI3K inhibitor,MoA,Phase 1,Gene,Chemical_Compound
25846,26814,PI3K inhibitor,MoA,Phase 1,Gene,Chemical_Compound
6481,26815,retinoid receptor binder,MoA,Preclinical,Gene,Chemical_Compound
14201,26815,retinoid receptor binder,MoA,Preclinical,Gene,Chemical_Compound
26816,26817,GAT inhibitor,MoA,Phase 1,Gene,Chemical_Compound
7512,26818,ACAT inhibitor,MoA,Phase 1,Gene,Chemical_Compound
7230,26818,ACAT inhibitor,MoA,Phase 1,Gene,Chemical_Compound
7829,26819,fatty acid synthase inhibitor,MoA,Withdrawn,Gene,Chemical_Compound
7829,26822,cyclooxygenase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25665,26822,cyclooxygenase inhibitor,MoA,Preclinical,Gene,Chemical_Compound
25882,26823,G protein-coupled receptor antagonist,MoA,Preclinical,Gene,Chemical_Compound
