FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase,Relation_Context_DiseaseArea,Relation_Context_Indication,FromType,ToType
5054,26265,electrolyte reabsorption inhibitor,MoA,Launched,cardiology,edema,Gene,Chemical_Compound
4742,26265,electrolyte reabsorption inhibitor,MoA,Launched,cardiology,edema,Gene,Chemical_Compound
3372,26279,bacterial cell wall synthesis inhibitor,MoA,Launched,infectious disease,first-aid antibiotic,Gene,Chemical_Compound
13139,26280,benzodiazepine receptor agonist,MoA,Launched,neurology/psychiatry,multiple sclerosis|spasms,Gene,Chemical_Compound
25560,26280,benzodiazepine receptor agonist,MoA,Launched,neurology/psychiatry,multiple sclerosis|spasms,Gene,Chemical_Compound
10388,26280,benzodiazepine receptor agonist,MoA,Launched,neurology/psychiatry,multiple sclerosis|spasms,Gene,Chemical_Compound
2657,26280,benzodiazepine receptor agonist,MoA,Launched,neurology/psychiatry,multiple sclerosis|spasms,Gene,Chemical_Compound
26281,26280,benzodiazepine receptor agonist,MoA,Launched,neurology/psychiatry,multiple sclerosis|spasms,Gene,Chemical_Compound
7432,26287,beta glucuronidase inhibitor,MoA,Launched,neurology/psychiatry,anxiety,Gene,Chemical_Compound
25795,26291,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,ulcerative colitis,Gene,Chemical_Compound
10141,26291,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,ulcerative colitis,Gene,Chemical_Compound
7829,26291,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,ulcerative colitis,Gene,Chemical_Compound
25665,26291,cyclooxygenase inhibitor,MoA,Launched,gastroenterology,ulcerative colitis,Gene,Chemical_Compound
25804,26292,adrenergic receptor agonist,MoA,Launched,pulmonary,asthma,Gene,Chemical_Compound
7382,26292,adrenergic receptor agonist,MoA,Launched,pulmonary,asthma,Gene,Chemical_Compound
3105,26301,JAK inhibitor,MoA,Launched,rheumatology,rheumatoid arthritis,Gene,Chemical_Compound
11600,26301,JAK inhibitor,MoA,Launched,rheumatology,rheumatoid arthritis,Gene,Chemical_Compound
11393,26320,selective estrogen receptor modulator (SERM),MoA,Launched,orthopedics|endocrinology,osteoporosis|menopause,Gene,Chemical_Compound
25625,26320,selective estrogen receptor modulator (SERM),MoA,Launched,orthopedics|endocrinology,osteoporosis|menopause,Gene,Chemical_Compound
14109,26328,glucocorticoid receptor agonist,MoA,Launched,allergy,allergic rhinitis,Gene,Chemical_Compound
25810,26328,glucocorticoid receptor agonist,MoA,Launched,allergy,allergic rhinitis,Gene,Chemical_Compound
26329,26330,glucocorticoid receptor agonist,MoA,Launched,allergy,allergic rhinitis,Gene,Chemical_Compound
14109,26330,glucocorticoid receptor agonist,MoA,Launched,allergy,allergic rhinitis,Gene,Chemical_Compound
9570,26332,HDAC inhibitor,MoA,Launched,hematologic malignancy,peripheral T-cell lymphoma (PTCL),Gene,Chemical_Compound
26333,26332,HDAC inhibitor,MoA,Launched,hematologic malignancy,peripheral T-cell lymphoma (PTCL),Gene,Chemical_Compound
26334,26332,HDAC inhibitor,MoA,Launched,hematologic malignancy,peripheral T-cell lymphoma (PTCL),Gene,Chemical_Compound
9941,26332,HDAC inhibitor,MoA,Launched,hematologic malignancy,peripheral T-cell lymphoma (PTCL),Gene,Chemical_Compound
5184,26332,HDAC inhibitor,MoA,Launched,hematologic malignancy,peripheral T-cell lymphoma (PTCL),Gene,Chemical_Compound
11348,26332,HDAC inhibitor,MoA,Launched,hematologic malignancy,peripheral T-cell lymphoma (PTCL),Gene,Chemical_Compound
11002,26332,HDAC inhibitor,MoA,Launched,hematologic malignancy,peripheral T-cell lymphoma (PTCL),Gene,Chemical_Compound
15499,26332,HDAC inhibitor,MoA,Launched,hematologic malignancy,peripheral T-cell lymphoma (PTCL),Gene,Chemical_Compound
26335,26332,HDAC inhibitor,MoA,Launched,hematologic malignancy,peripheral T-cell lymphoma (PTCL),Gene,Chemical_Compound
11646,26332,HDAC inhibitor,MoA,Launched,hematologic malignancy,peripheral T-cell lymphoma (PTCL),Gene,Chemical_Compound
3799,26332,HDAC inhibitor,MoA,Launched,hematologic malignancy,peripheral T-cell lymphoma (PTCL),Gene,Chemical_Compound
25598,26336,chemoreceptor agonist,MoA,Launched,critical care,poison antidote,Gene,Chemical_Compound
7591,26339,angiotensin converting enzyme inhibitor,MoA,Launched,cardiology,hypertension,Gene,Chemical_Compound
7829,26340,cyclooxygenase inhibitor,MoA,Launched,neurology/psychiatry|rheumatology,muscle pain|joint pain,Gene,Chemical_Compound
25665,26340,cyclooxygenase inhibitor,MoA,Launched,neurology/psychiatry|rheumatology,muscle pain|joint pain,Gene,Chemical_Compound
5054,26341,sodium/potassium/chloride transporter inhibitor,MoA,Launched,cardiology,hypertension,Gene,Chemical_Compound
26342,26341,sodium/potassium/chloride transporter inhibitor,MoA,Launched,cardiology,hypertension,Gene,Chemical_Compound
26255,26349,antioxidant,MoA,Launched,rheumatology,lumbago,Gene,Chemical_Compound
15539,26350,calcium channel blocker,MoA,Launched,cardiology,hypertension,Gene,Chemical_Compound
25617,26350,calcium channel blocker,MoA,Launched,cardiology,hypertension,Gene,Chemical_Compound
25547,26351,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25662,26352,antitussive,MoA,Launched,pulmonary,cough suppressant,Gene,Chemical_Compound
26353,26354,DOPA decarboxylase inhibitor,MoA,Launched,neurology/psychiatry,Parkinson's Disease,Gene,Chemical_Compound
10012,26358,chloride channel blocker,MoA,Launched,rheumatology,gout,Gene,Chemical_Compound
25578,26359,sodium channel blocker,MoA,Launched,infectious disease,first-aid antiseptic,Gene,Chemical_Compound
25578,26360,sodium channel blocker,MoA,Launched,infectious disease,first-aid antiseptic,Gene,Chemical_Compound
26361,26362,food preservative,MoA,Launched,infectious disease,tinea pedis,Gene,Chemical_Compound
26363,26362,food preservative,MoA,Launched,infectious disease,tinea pedis,Gene,Chemical_Compound
9157,26362,food preservative,MoA,Launched,infectious disease,tinea pedis,Gene,Chemical_Compound
8587,26362,food preservative,MoA,Launched,infectious disease,tinea pedis,Gene,Chemical_Compound
25662,26365,local anesthetic,MoA,Launched,pulmonary,cough suppressant,Gene,Chemical_Compound
25676,26370,carbonic anhydrase inhibitor,MoA,Launched,cardiology,hypertension|edema,Gene,Chemical_Compound
25592,26371,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,extrapyramidal symptoms (EPS)|Parkinson's Disease,Gene,Chemical_Compound
13040,26371,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,extrapyramidal symptoms (EPS)|Parkinson's Disease,Gene,Chemical_Compound
25958,26371,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,extrapyramidal symptoms (EPS)|Parkinson's Disease,Gene,Chemical_Compound
3021,26372,lipase inhibitor,MoA,Launched,allergy,sweet itch,Gene,Chemical_Compound
13040,26373,histamine receptor antagonist,MoA,Launched,ophthalmology,conjunctivitis,Gene,Chemical_Compound
26374,26375,calcium channel blocker,MoA,Launched,cardiology,angina pectoris,Gene,Chemical_Compound
13040,26385,histamine receptor agonist|histamine receptor antagonist,MoA,Launched,neurology/psychiatry,Meniere's disease,Gene,Chemical_Compound
25614,26385,histamine receptor agonist|histamine receptor antagonist,MoA,Launched,neurology/psychiatry,Meniere's disease,Gene,Chemical_Compound
14109,26386,glucocorticoid receptor agonist,MoA,Launched,dermatology,corticosteroid-responsive dermatoses,Gene,Chemical_Compound
14109,26387,glucocorticoid receptor agonist,MoA,Launched,dermatology,corticosteroid-responsive dermatoses,Gene,Chemical_Compound
14109,26388,anti-inflammatory agent,MoA,Launched,dermatology,corticosteroid-responsive dermatoses,Gene,Chemical_Compound
14109,26389,glucocorticoid receptor agonist,MoA,Launched,dermatology,corticosteroid-responsive dermatoses,Gene,Chemical_Compound
25660,26390,adrenergic receptor antagonist,MoA,Launched,ophthalmology,intraocular pressure|glaucoma|ocular hypertension,Gene,Chemical_Compound
25804,26390,adrenergic receptor antagonist,MoA,Launched,ophthalmology,intraocular pressure|glaucoma|ocular hypertension,Gene,Chemical_Compound
25613,26391,histamine receptor agonist,MoA,Launched,gastroenterology,gastric hypersecretion diagnostic,Gene,Chemical_Compound
25592,26392,acetylcholine receptor agonist,MoA,Launched,urology,urinary retention,Gene,Chemical_Compound
25593,26392,acetylcholine receptor agonist,MoA,Launched,urology,urinary retention,Gene,Chemical_Compound
25594,26392,acetylcholine receptor agonist,MoA,Launched,urology,urinary retention,Gene,Chemical_Compound
25595,26392,acetylcholine receptor agonist,MoA,Launched,urology,urinary retention,Gene,Chemical_Compound
25955,26395,coagulation factor inhibitor,MoA,Launched,hematology,deep vein thrombosis (DVT),Gene,Chemical_Compound
9967,26398,retinoid receptor agonist,MoA,Launched,hematologic malignancy,cutaneous T-cell lymphoma (CTCL),Gene,Chemical_Compound
14857,26398,retinoid receptor agonist,MoA,Launched,hematologic malignancy,cutaneous T-cell lymphoma (CTCL),Gene,Chemical_Compound
25701,26398,retinoid receptor agonist,MoA,Launched,hematologic malignancy,cutaneous T-cell lymphoma (CTCL),Gene,Chemical_Compound
8337,26399,PPAR receptor agonist,MoA,Launched,cardiology,cholesterol,Gene,Chemical_Compound
12385,26399,PPAR receptor agonist,MoA,Launched,cardiology,cholesterol,Gene,Chemical_Compound
10141,26399,PPAR receptor agonist,MoA,Launched,cardiology,cholesterol,Gene,Chemical_Compound
7292,26415,androgen receptor antagonist,MoA,Launched,oncology,prostate cancer,Gene,Chemical_Compound
13141,26418,NFkB pathway inhibitor,MoA,Launched,infectious disease,hepatitis B|hepatitis C,Gene,Chemical_Compound
13453,26418,NFkB pathway inhibitor,MoA,Launched,infectious disease,hepatitis B|hepatitis C,Gene,Chemical_Compound
7020,26419,acetylcholine release enhancer,MoA,Launched,ophthalmology|neurology/psychiatry,glaucoma|senile dementia,Gene,Chemical_Compound
7633,26419,acetylcholine release enhancer,MoA,Launched,ophthalmology|neurology/psychiatry,glaucoma|senile dementia,Gene,Chemical_Compound
13040,26421,histamine receptor antagonist,MoA,Launched,ophthalmology,conjunctivitis,Gene,Chemical_Compound
2789,26423,prostanoid receptor agonist,MoA,Launched,ophthalmology,intraocular pressure|glaucoma|ocular hypertension,Gene,Chemical_Compound
25790,26423,prostanoid receptor agonist,MoA,Launched,ophthalmology,intraocular pressure|glaucoma|ocular hypertension,Gene,Chemical_Compound
7320,26423,prostanoid receptor agonist,MoA,Launched,ophthalmology,intraocular pressure|glaucoma|ocular hypertension,Gene,Chemical_Compound
6297,26423,prostanoid receptor agonist,MoA,Launched,ophthalmology,intraocular pressure|glaucoma|ocular hypertension,Gene,Chemical_Compound
14717,26430,MEK inhibitor,MoA,Launched,oncology,melanoma,Gene,Chemical_Compound
15643,26430,MEK inhibitor,MoA,Launched,oncology,melanoma,Gene,Chemical_Compound
25592,26435,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease,Gene,Chemical_Compound
25593,26435,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease,Gene,Chemical_Compound
25594,26435,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease,Gene,Chemical_Compound
25595,26435,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease,Gene,Chemical_Compound
9280,26435,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease,Gene,Chemical_Compound
26441,26442,nitric oxide synthase inhibitor,MoA,Launched,gastroenterology,internal deoderant,Gene,Chemical_Compound
25660,26443,adrenergic receptor antagonist,MoA,Launched,cardiology,hypertension,Gene,Chemical_Compound
26091,26447,thrombin inhibitor,MoA,Launched,cardiology,angina pectoris,Gene,Chemical_Compound
25547,26453,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
25554,26453,dopamine receptor antagonist|serotonin receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
26487,26488,HCV inhibitor,MoA,Launched,infectious disease,hepatitis C,Gene,Chemical_Compound
3643,26488,HCV inhibitor,MoA,Launched,infectious disease,hepatitis C,Gene,Chemical_Compound
5634,26488,HCV inhibitor,MoA,Launched,infectious disease,hepatitis C,Gene,Chemical_Compound
5877,26488,HCV inhibitor,MoA,Launched,infectious disease,hepatitis C,Gene,Chemical_Compound
4497,26488,HCV inhibitor,MoA,Launched,infectious disease,hepatitis C,Gene,Chemical_Compound
5876,26488,HCV inhibitor,MoA,Launched,infectious disease,hepatitis C,Gene,Chemical_Compound
2820,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
3303,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
4221,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
4236,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
11562,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
9259,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
4311,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
26490,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
8970,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
9342,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
26491,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
2517,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
14428,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
3117,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
9253,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
9357,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
12403,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
2673,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
9666,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
8754,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
15375,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
3844,26489,NFkB pathway inhibitor|proteasome inhibitor,MoA,Launched,hematologic malignancy,multiple myeloma|mantle cell lymphoma (MCL),Gene,Chemical_Compound
5173,26492,endothelin receptor antagonist,MoA,Launched,pulmonary,pulmonary arterial hypertension (PAH),Gene,Chemical_Compound
6150,26492,endothelin receptor antagonist,MoA,Launched,pulmonary,pulmonary arterial hypertension (PAH),Gene,Chemical_Compound
10758,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
5820,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
5023,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
8199,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
8227,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
15904,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
6616,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
26494,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
13780,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
14717,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
15643,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
4029,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
8511,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
15786,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
4444,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
11470,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
13201,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
4074,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
26495,26493,Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor,MoA,Launched,hematologic malignancy,chronic myeloid leukemia (CML),Gene,Chemical_Compound
10651,26505,melanocortin receptor agonist,MoA,Launched,neurology/psychiatry,hypoactive sexual desire disorder,Gene,Chemical_Compound
26506,26505,melanocortin receptor agonist,MoA,Launched,neurology/psychiatry,hypoactive sexual desire disorder,Gene,Chemical_Compound
26507,26505,melanocortin receptor agonist,MoA,Launched,neurology/psychiatry,hypoactive sexual desire disorder,Gene,Chemical_Compound
26508,26505,melanocortin receptor agonist,MoA,Launched,neurology/psychiatry,hypoactive sexual desire disorder,Gene,Chemical_Compound
26509,26505,melanocortin receptor agonist,MoA,Launched,neurology/psychiatry,hypoactive sexual desire disorder,Gene,Chemical_Compound
10693,26512,norepinephrine inhibitor,MoA,Launched,cardiology,ventricular arrhythmias|ventricular fibrillation (VF)|ventricular tachycardia (VT),Gene,Chemical_Compound
25547,26513,dopamine receptor partial agonist,MoA,Launched,neurology/psychiatry,depression|schizophrenia,Gene,Chemical_Compound
11330,26515,ALK tyrosine kinase receptor inhibitor|EGFR inhibitor,MoA,Launched,oncology,non-small cell lung cancer (NSCLC),Gene,Chemical_Compound
12907,26515,ALK tyrosine kinase receptor inhibitor|EGFR inhibitor,MoA,Launched,oncology,non-small cell lung cancer (NSCLC),Gene,Chemical_Compound
25541,26516,adrenergic receptor agonist,MoA,Launched,ophthalmology,intraocular pressure|glaucoma|ocular hypertension,Gene,Chemical_Compound
25543,26516,adrenergic receptor agonist,MoA,Launched,ophthalmology,intraocular pressure|glaucoma|ocular hypertension,Gene,Chemical_Compound
25544,26516,adrenergic receptor agonist,MoA,Launched,ophthalmology,intraocular pressure|glaucoma|ocular hypertension,Gene,Chemical_Compound
10748,26517,carbonic anhydrase inhibitor,MoA,Launched,ophthalmology,intraocular pressure|glaucoma|ocular hypertension,Gene,Chemical_Compound
7555,26517,carbonic anhydrase inhibitor,MoA,Launched,ophthalmology,intraocular pressure|glaucoma|ocular hypertension,Gene,Chemical_Compound
25675,26517,carbonic anhydrase inhibitor,MoA,Launched,ophthalmology,intraocular pressure|glaucoma|ocular hypertension,Gene,Chemical_Compound
25676,26517,carbonic anhydrase inhibitor,MoA,Launched,ophthalmology,intraocular pressure|glaucoma|ocular hypertension,Gene,Chemical_Compound
25677,26517,carbonic anhydrase inhibitor,MoA,Launched,ophthalmology,intraocular pressure|glaucoma|ocular hypertension,Gene,Chemical_Compound
26518,26517,carbonic anhydrase inhibitor,MoA,Launched,ophthalmology,intraocular pressure|glaucoma|ocular hypertension,Gene,Chemical_Compound
25678,26517,carbonic anhydrase inhibitor,MoA,Launched,ophthalmology,intraocular pressure|glaucoma|ocular hypertension,Gene,Chemical_Compound
25744,26528,muscle relaxant,MoA,Launched,rheumatology,lumbago,Gene,Chemical_Compound
25573,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
13991,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
25575,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
25541,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
25543,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
25544,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
25546,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
25547,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
25548,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
25549,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
25550,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
25551,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
25552,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
25553,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
25554,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
7079,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
25555,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
25962,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
25963,26530,dopamine receptor agonist,MoA,Launched,endocrinology|neurology/psychiatry,hyperprolactinemia|Parkinson's Disease|acromegaly,Gene,Chemical_Compound
25547,26531,dopamine receptor antagonist,MoA,Launched,gastroenterology,nausea|vomiting|gastroesophageal reflux disease (GERD),Gene,Chemical_Compound
25547,26532,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia,Gene,Chemical_Compound
13040,26533,histamine receptor antagonist,MoA,Launched,allergy|otolaryngology,allergic rhinitis|common cold,Gene,Chemical_Compound
5770,26544,adenosine receptor agonist|cAMP stimulant,MoA,Launched,dermatology,skin ulcer,Gene,Chemical_Compound
13040,26545,histamine receptor antagonist,MoA,Launched,neurology/psychiatry,migraine headache,Gene,Chemical_Compound
14109,26546,glucocorticoid receptor agonist,MoA,Launched,gastroenterology,Crohn's disease,Gene,Chemical_Compound
25652,26547,glutamate receptor antagonist,MoA,Launched,neurology/psychiatry,Parkinson's Disease,Gene,Chemical_Compound
25573,26549,adrenergic receptor antagonist|calcium channel blocker,MoA,Launched,cardiology,peripheral artery disease (PAD),Gene,Chemical_Compound
26051,26550,solute carrier family member inhibitor,MoA,Launched,cardiology,edema|congestive heart failure,Gene,Chemical_Compound
26551,26550,solute carrier family member inhibitor,MoA,Launched,cardiology,edema|congestive heart failure,Gene,Chemical_Compound
5054,26550,solute carrier family member inhibitor,MoA,Launched,cardiology,edema|congestive heart failure,Gene,Chemical_Compound
4742,26550,solute carrier family member inhibitor,MoA,Launched,cardiology,edema|congestive heart failure,Gene,Chemical_Compound
3909,26550,solute carrier family member inhibitor,MoA,Launched,cardiology,edema|congestive heart failure,Gene,Chemical_Compound
26552,26550,solute carrier family member inhibitor,MoA,Launched,cardiology,edema|congestive heart failure,Gene,Chemical_Compound
25573,26553,adrenergic receptor antagonist,MoA,Launched,ophthalmology,glaucoma|intraocular pressure,Gene,Chemical_Compound
25804,26555,adrenergic receptor agonist,MoA,Launched,rheumatology,Raynaud's disease,Gene,Chemical_Compound
26120,26557,sodium channel blocker,MoA,Launched,neurology/psychiatry,peripheral nerve block|caudal epidural block|lumbar epidural block,Gene,Chemical_Compound
25578,26557,sodium channel blocker,MoA,Launched,neurology/psychiatry,peripheral nerve block|caudal epidural block|lumbar epidural block,Gene,Chemical_Compound
25660,26558,adrenergic receptor antagonist,MoA,Launched,cardiology|ophthalmology,hypertension|glaucoma,Gene,Chemical_Compound
